time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,activity,nextAP,handoverOccured,max_ss,max_rsrp,max_rsrq,diff_in_ss,diff_in_rsrp,diff_in_rsrq
11-21 15:07:27.525,YES,137686599700132,275,34624,850,310410,31,-89,-17,UNKNOWN,275.0,0,23,-93,-13,8,4,-4
11-21 15:07:30.014,YES,137688904305102,275,34624,850,310410,31,-87,-15,UNKNOWN,275.0,0,24,-92,-13,7,5,-2
11-21 15:07:32.021,YES,137691097861362,275,34624,850,310410,30,-87,-14,UNKNOWN,275.0,0,23,-91,-13,7,4,-1
11-21 15:07:34.524,YES,137693600137653,275,34624,850,310410,29,-91,-14,UNKNOWN,275.0,0,21,-98,-13,8,7,-1
11-21 15:07:37.016,YES,137695903185382,275,34624,850,310410,30,-91,-16,UNKNOWN,275.0,0,22,-95,-13,8,4,-3
11-21 15:07:39.042,YES,137697949369128,275,34624,850,310410,29,-92,-13,UNKNOWN,275.0,0,23,-94,-13,6,2,0
11-21 15:07:41.070,YES,137700125165021,275,34624,850,310410,29,-93,-16,UNKNOWN,275.0,0,22,-93,-13,7,0,-3
11-21 15:07:43.572,YES,137702629084333,275,34624,850,310410,30,-90,-16,UNKNOWN,275.0,0,22,-95,-13,8,5,-3
11-21 15:07:46.028,YES,137704907025133,275,34624,850,310410,30,-92,-16,UNKNOWN,275.0,0,24,-93,-13,6,1,-3
11-21 15:07:48.042,YES,137707115429312,275,34624,850,310410,30,-89,-16,UNKNOWN,275.0,0,24,-88,-13,6,-1,-3
11-21 15:07:50.584,YES,137709639470240,275,34624,850,310410,30,-92,-17,UNKNOWN,275.0,0,23,-94,-13,7,2,-4
11-21 15:07:53.058,YES,137711950222658,275,34624,850,310410,30,-89,-14,UNKNOWN,275.0,0,24,-90,-13,6,1,-1
11-21 15:07:55.051,YES,137714124193916,275,34624,850,310410,31,-89,-18,UNKNOWN,275.0,0,31,0,0,0,-89,-18
11-21 15:07:57.549,YES,137716624821613,275,34624,850,310410,30,-89,-15,UNKNOWN,275.0,0,24,-87,-11,6,-2,-4
11-21 15:07:59.602,YES,137718657863014,275,34624,850,310410,31,-88,-16,UNKNOWN,275.0,0,24,-87,-11,7,-1,-5
11-21 15:08:02.070,YES,137720732097178,275,34624,850,310410,31,-87,-16,UNKNOWN,275.0,0,24,-87,-11,7,0,-5
11-21 15:08:04.047,YES,137722902204999,275,34624,850,310410,31,-87,-15,UNKNOWN,275.0,0,24,-87,-11,7,0,-4
11-21 15:08:06.070,YES,137724955921089,275,34624,850,310410,31,-88,-14,UNKNOWN,275.0,0,25,-87,-11,6,-1,-3
11-21 15:08:08.111,YES,137727165033861,275,34624,850,310410,31,-90,-17,UNKNOWN,275.0,0,25,-87,-11,6,-3,-6
11-21 15:08:10.609,YES,137729666529579,275,34624,850,310410,31,-88,-15,UNKNOWN,275.0,0,24,-87,-11,7,-1,-4
11-21 15:08:13.079,YES,137731948497723,275,34624,850,310410,31,-89,-16,UNKNOWN,275.0,0,24,-87,-11,7,-2,-5
11-21 15:08:15.115,YES,137734173382059,275,34624,850,310410,30,-90,-16,UNKNOWN,275.0,0,24,-87,-11,6,-3,-5
11-21 15:08:17.623,YES,137736681942153,275,34624,850,310410,31,-88,-16,UNKNOWN,275.0,0,25,-87,-11,6,-1,-5
11-21 15:08:20.096,YES,137738943247066,275,34624,850,310410,30,-89,-13,UNKNOWN,275.0,0,25,-87,-11,5,-2,-2
11-21 15:08:22.130,YES,137741192571144,275,34624,850,310410,31,-89,-15,UNKNOWN,275.0,0,25,-87,-11,6,-2,-4
11-21 15:08:24.638,YES,137743689551080,275,34624,850,310410,31,-89,-19,UNKNOWN,275.0,0,25,-87,-11,6,-2,-8
11-21 15:08:27.108,YES,137745944276878,275,34624,850,310410,31,-90,-16,UNKNOWN,275.0,0,31,0,0,0,-90,-16
11-21 15:08:29.142,YES,137748202880436,275,34624,850,310410,31,-90,-18,UNKNOWN,275.0,0,31,0,0,0,-90,-18
11-21 15:08:31.648,YES,137750707307404,275,34624,850,310410,31,-89,-16,UNKNOWN,275.0,0,31,0,0,0,-89,-16
11-21 15:08:34.095,YES,137752902485019,275,34624,850,310410,31,-88,-17,UNKNOWN,275.0,0,31,0,0,0,-88,-17
11-21 15:08:36.109,YES,137755183522121,275,34624,850,310410,31,-89,-16,UNKNOWN,275.0,0,31,0,0,0,-89,-16
11-21 15:08:38.648,YES,137757708707425,275,34624,850,310410,31,-89,-17,UNKNOWN,275.0,0,31,0,0,0,-89,-17
11-21 15:08:41.102,YES,137759903222695,275,34624,850,310410,31,-89,-17,UNKNOWN,275.0,0,31,0,0,0,-89,-17
11-21 15:08:43.119,YES,137761950046962,275,34624,850,310410,31,-89,-17,UNKNOWN,275.0,0,31,0,0,0,-89,-17
11-21 15:08:45.147,YES,137764211312447,275,34624,850,310410,31,-88,-16,UNKNOWN,275.0,0,31,0,0,0,-88,-16
11-21 15:08:47.612,YES,137766686618423,275,34624,850,310410,31,-88,-16,UNKNOWN,275.0,0,31,0,0,0,-88,-16
11-21 15:08:49.650,YES,137768712336854,275,34624,850,310410,31,-88,-16,UNKNOWN,275.0,0,25,-89,-13,6,1,-3
11-21 15:08:52.102,YES,137770907305510,275,34624,850,310410,31,-89,-17,UNKNOWN,275.0,0,25,-89,-13,6,0,-4
11-21 15:08:54.127,YES,137772938547952,275,34624,850,310410,31,-90,-18,UNKNOWN,275.0,0,24,-91,-11,7,1,-7
11-21 15:08:56.158,YES,137775218771044,275,34624,850,310410,31,-90,-17,UNKNOWN,275.0,0,24,-90,-11,7,0,-6
11-21 15:08:58.659,YES,137777719014626,275,34624,850,310410,31,-87,-16,UNKNOWN,275.0,0,25,-87,-11,6,0,-5
11-21 15:09:01.139,YES,137779950536203,275,34624,850,310410,31,-87,-18,UNKNOWN,275.0,0,28,-81,-12,3,-6,-6
11-21 15:09:03.170,YES,137782230724503,275,34624,850,310410,31,-83,-14,UNKNOWN,275.0,0,27,-84,-11,4,1,-3
11-21 15:09:05.678,YES,137784733880846,275,34624,850,310410,31,-82,-14,UNKNOWN,275.0,0,27,-84,-11,4,2,-3
11-21 15:09:08.148,YES,137786960137526,275,34624,850,310410,31,-90,-17,UNKNOWN,162.0,1,27,-84,-11,4,-6,-6
11-21 15:09:10.145,YES,137789219919366,162,34624,9820,310410,20,-107,-15,UNKNOWN,162.0,0,31,0,0,-11,-107,-15
11-21 15:09:12.693,YES,137791752140972,162,34624,9820,310410,19,-109,-16,UNKNOWN,322.0,1,31,0,0,-12,-109,-16
11-21 15:09:15.153,YES,137793903539676,322,34624,850,310410,29,-93,-17,UNKNOWN,322.0,0,27,-86,-16,2,-7,-1
11-21 15:09:17.162,YES,137795999113895,322,34624,850,310410,28,-93,-15,UNKNOWN,322.0,0,27,-86,-11,1,-7,-4
11-21 15:09:19.160,YES,137798234683389,322,34624,850,310410,28,-93,-14,UNKNOWN,322.0,0,27,-86,-15,1,-7,1
11-21 15:09:31.709,YES,137800390715479,322,34624,850,310410,29,-91,-16,UNKNOWN,322.0,0,27,-86,-15,2,-5,-1
11-21 15:09:32.203,YES,137800412080741,322,34624,850,310410,29,-91,-16,UNKNOWN,322.0,0,27,-86,-15,2,-5,-1
11-21 15:09:37.676,YES,137802005966785,322,34624,850,310410,28,-92,-15,UNKNOWN,322.0,0,27,-86,-13,1,-6,-2
11-21 15:09:49.707,YES,137802751284464,322,34624,850,310410,29,-90,-14,UNKNOWN,322.0,0,27,-86,-16,2,-4,2
11-21 15:09:52.224,YES,137803089674966,322,34624,850,310410,28,-93,-14,UNKNOWN,322.0,0,27,-86,-16,1,-7,2
11-21 15:09:54.281,YES,137805117970429,322,34624,850,310410,29,-92,-14,UNKNOWN,322.0,0,27,-86,-16,2,-6,2
11-21 15:09:56.775,YES,137807629128700,322,34624,850,310410,29,-92,-15,UNKNOWN,322.0,0,27,-86,-16,2,-6,1
11-21 15:09:59.289,YES,137810140537908,322,34624,850,310410,29,-92,-14,UNKNOWN,322.0,0,27,-86,-16,2,-6,2
11-21 15:10:01.745,YES,137812233081294,322,34624,850,310410,30,-89,-14,UNKNOWN,322.0,0,27,-86,-16,3,-3,2
11-21 15:10:03.796,YES,137814647965909,322,34624,850,310410,30,-88,-14,UNKNOWN,322.0,0,27,-86,-16,3,-2,2
11-21 15:10:06.322,YES,137817168181994,322,34624,850,310410,29,-90,-15,UNKNOWN,322.0,0,27,-86,-16,2,-4,1
11-21 15:10:08.532,YES,137819394960184,322,34624,850,310410,31,-84,-14,UNKNOWN,322.0,0,27,-86,-16,4,2,2
11-21 15:10:11.059,YES,137821911652623,322,34624,850,310410,31,-80,-13,UNKNOWN,322.0,0,27,-86,-16,4,6,3
11-21 15:10:13.577,YES,137824430965478,322,34624,850,310410,31,-82,-15,UNKNOWN,322.0,0,27,-86,-16,4,4,1
11-21 15:10:16.089,YES,137826944189322,322,34624,850,310410,31,-80,-11,UNKNOWN,322.0,0,27,-86,-16,4,6,5
11-21 15:10:21.762,YES,137827783721437,322,34624,850,310410,31,-74,-11,UNKNOWN,322.0,0,28,-86,-16,3,12,5
11-21 15:10:27.696,YES,137828279825496,322,34624,850,310410,31,-76,-10,UNKNOWN,322.0,0,29,-86,-16,2,10,6
11-21 15:10:33.783,YES,137828710398248,322,34624,850,310410,31,-77,-12,UNKNOWN,322.0,0,28,-86,-16,3,9,4
11-21 15:10:39.380,YES,137829977271811,322,34624,850,310410,31,-74,-14,UNKNOWN,322.0,0,31,-81,-16,0,7,2
11-21 15:10:39.873,YES,137829987580094,322,34624,850,310410,31,-74,-14,UNKNOWN,322.0,0,31,-81,-16,0,7,2
11-21 15:10:41.907,YES,137832488674093,322,34624,850,310410,31,-76,-12,UNKNOWN,322.0,0,30,-85,-16,1,9,4
11-21 15:10:44.407,YES,137834990457519,322,34624,850,310410,31,-73,-13,UNKNOWN,322.0,0,29,-86,-16,2,13,3
11-21 15:10:46.932,YES,137837510661781,322,34624,850,310410,31,-73,-12,UNKNOWN,322.0,0,30,-84,-16,1,11,4
11-21 15:10:49.375,YES,137839972378172,322,34624,850,310410,31,-72,-13,UNKNOWN,322.0,0,27,-86,-16,4,14,3
11-21 15:10:51.425,YES,137842006852437,322,34624,850,310410,31,-72,-14,UNKNOWN,322.0,0,27,-86,-16,4,14,2
11-21 15:10:55.748,YES,137842946119301,322,34624,850,310410,31,-72,-15,UNKNOWN,322.0,0,27,-86,-16,4,14,1
11-21 15:11:01.908,YES,137843280484907,322,34624,850,310410,31,-75,-13,UNKNOWN,322.0,0,27,-86,-16,4,11,3
11-21 15:11:03.937,YES,137845511442421,322,34624,850,310410,31,-78,-14,UNKNOWN,322.0,0,27,-86,-16,4,8,2
11-21 15:11:09.789,YES,137846450067879,322,34624,850,310410,31,-65,-14,UNKNOWN,322.0,0,31,-74,-16,0,9,2
11-21 15:11:15.756,YES,137848245977590,322,34624,850,310410,31,-62,-14,UNKNOWN,322.0,0,31,-78,-16,0,16,2
11-21 15:11:22.115,YES,137848549791422,322,34624,850,310410,31,-63,-13,UNKNOWN,322.0,0,31,-73,-16,0,10,3
11-21 15:11:27.761,YES,137849498389902,322,34624,850,310410,31,-62,-15,UNKNOWN,322.0,0,31,-74,-16,0,12,1
11-21 15:11:33.739,YES,137850040287560,322,34624,850,310410,31,-62,-13,UNKNOWN,322.0,0,31,-73,-16,0,11,3
11-21 15:11:39.817,YES,137850388500251,322,34624,850,310410,31,-62,-14,UNKNOWN,322.0,0,27,-86,-16,4,24,2
11-21 15:11:51.691,YES,137851131754388,322,34624,850,310410,31,-61,-12,UNKNOWN,322.0,0,27,-86,-16,4,25,4
11-21 15:11:57.772,YES,137851595169486,322,34624,850,310410,31,-61,-14,UNKNOWN,322.0,0,27,-86,-16,4,25,2
11-21 15:12:04.062,YES,137851932636238,322,34624,850,310410,31,-61,-14,UNKNOWN,322.0,0,27,-86,-16,4,25,2
11-21 15:12:15.700,YES,137853646493180,322,34624,850,310410,31,-62,-14,UNKNOWN,322.0,0,27,-86,-16,4,24,2
11-21 15:12:15.915,YES,137854123544998,322,34624,850,310410,31,-66,-12,UNKNOWN,322.0,0,27,-86,-16,4,20,4
11-21 15:12:21.788,YES,137855601504624,322,34624,850,310410,31,-66,-12,UNKNOWN,322.0,0,27,-86,-16,4,20,4
11-21 15:12:28.982,YES,137856642097280,322,34624,850,310410,31,-69,-14,UNKNOWN,322.0,0,27,-86,-16,4,17,2
11-21 15:12:34.806,YES,137857320393650,322,34624,850,310410,31,-66,-14,UNKNOWN,322.0,0,27,-86,-16,4,20,2
11-21 15:12:39.780,YES,137858014007677,322,34624,850,310410,31,-82,-13,UNKNOWN,322.0,0,27,-86,-16,4,4,3
11-21 15:12:45.816,YES,137858379089953,322,34624,850,310410,28,-93,-14,UNKNOWN,322.0,0,27,-86,-16,1,-7,2
11-21 15:12:51.975,YES,137858749596292,322,34624,850,310410,26,-98,-16,UNKNOWN,322.0,0,27,-86,-16,-1,-12,0
11-21 15:12:54.034,YES,137861030897978,322,34624,850,310410,27,-98,-17,UNKNOWN,322.0,0,27,-86,-14,0,-12,-3
11-21 15:12:56.544,YES,137863544578384,322,34624,850,310410,27,-96,-15,UNKNOWN,322.0,0,27,-86,-16,0,-10,1
11-21 15:12:58.690,YES,137865697957193,322,34624,850,310410,28,-93,-15,UNKNOWN,322.0,0,27,-86,-15,1,-7,0
11-21 15:13:02.766,YES,137866231409746,322,34624,850,310410,28,-93,-15,UNKNOWN,322.0,0,27,-86,-16,1,-7,1
11-21 15:13:05.272,YES,137868725199786,322,34624,850,310410,28,-93,-16,UNKNOWN,322.0,0,27,-86,-16,1,-7,0
11-21 15:13:10.804,YES,137869598581852,322,34624,850,310410,29,-91,-15,UNKNOWN,322.0,0,27,-86,-15,2,-5,0
11-21 15:13:22.719,YES,137870301758953,322,34624,850,310410,28,-91,-13,UNKNOWN,322.0,0,27,-86,-16,1,-5,3
11-21 15:13:24.814,YES,137872398905152,322,34624,850,310410,30,-90,-14,UNKNOWN,322.0,0,27,-86,-16,3,-4,2
11-21 15:13:34.685,YES,137873100127566,322,34624,850,310410,28,-93,-14,UNKNOWN,322.0,0,27,-86,-16,1,-7,2
11-21 15:13:39.819,YES,137873461533383,322,34624,850,310410,31,-70,-14,UNKNOWN,322.0,0,31,-84,-16,0,14,2
11-21 15:13:42.209,YES,137875963365090,322,34624,850,310410,31,-75,-13,UNKNOWN,322.0,0,29,-86,-16,2,11,3
11-21 15:13:46.049,YES,137876322609032,322,34624,850,310410,31,-80,-14,UNKNOWN,322.0,0,27,-86,-16,4,6,2
11-21 15:13:48.379,YES,137877187119952,322,34624,850,310410,31,-80,-11,UNKNOWN,322.0,0,27,-86,-16,4,6,5
11-21 15:13:50.539,YES,137879340847458,322,34624,850,310410,31,-82,-13,UNKNOWN,322.0,0,28,-86,-16,3,4,3
11-21 15:13:56.743,YES,137880150101393,322,34624,850,310410,31,-85,-13,UNKNOWN,322.0,0,27,-86,-16,4,1,3
11-21 15:14:02.747,YES,137882802290667,322,34624,850,310410,29,-89,-13,UNKNOWN,322.0,0,27,-86,-16,2,-3,3
11-21 15:14:09.785,YES,137883852708272,322,34624,850,310410,27,-98,-18,UNKNOWN,406.0,1,31,0,0,-4,-98,-18
11-21 15:14:15.997,YES,137884186874503,406,34624,850,310410,26,-97,-14,UNKNOWN,406.0,0,27,-85,-9,-1,-12,-5
11-21 15:14:27.717,YES,137885166557726,406,34624,850,310410,24,-98,-11,UNKNOWN,406.0,0,27,-85,-9,-3,-13,-2
11-21 15:14:28.128,YES,137885180511842,406,34624,850,310410,24,-98,-11,UNKNOWN,406.0,0,27,-85,-9,-3,-13,-2
11-21 15:14:33.793,YES,137887017873952,406,34624,850,310410,27,-90,-10,UNKNOWN,406.0,0,27,-85,-9,0,-5,-1
11-21 15:14:36.261,YES,137889349811216,406,34624,850,310410,23,-97,-9,WALKING,406.0,0,27,-85,-9,-4,-12,0
11-21 15:14:38.277,YES,137891510019764,406,34624,850,310410,28,-95,-16,WALKING,406.0,0,27,-85,-9,1,-10,-7
11-21 15:14:40.773,YES,137893579376533,406,34624,850,310410,25,-94,-11,WALKING,406.0,0,27,-85,-9,-2,-9,-2
11-21 15:14:42.785,YES,137896013317348,406,34624,850,310410,23,-100,-12,WALKING,406.0,0,27,-85,-9,-4,-15,-3
11-21 15:14:45.286,YES,137898514913535,406,34624,850,310410,26,-90,-8,WALKING,406.0,0,27,-85,-9,-1,-5,1
11-21 15:14:51.710,YES,137900559855301,406,34624,850,310410,29,-86,-9,WALKING,406.0,0,27,-85,-9,2,-1,0
11-21 15:14:52.205,YES,137900567855562,406,34624,850,310410,29,-86,-9,WALKING,406.0,0,27,-85,-9,2,-1,0
11-21 15:14:53.759,YES,137902588915920,406,34624,850,310410,27,-88,-8,WALKING,406.0,0,27,-85,-9,0,-3,1
11-21 15:14:56.220,YES,137905069420542,406,34624,850,310410,29,-87,-10,WALKING,406.0,0,27,-85,-9,2,-2,-1
11-21 15:14:58.733,YES,137907574286208,406,34624,850,310410,30,-83,-9,WALKING,406.0,0,27,-85,-9,3,2,0
11-21 15:15:01.234,YES,137910075837499,406,34624,850,310410,30,-83,-9,WALKING,406.0,0,27,-85,-9,3,2,0
11-21 15:15:03.729,YES,137912577496863,406,34624,850,310410,29,-86,-9,WALKING,406.0,0,27,-85,-9,2,-1,0
11-21 15:15:06.238,YES,137915081056175,406,34624,850,310410,29,-86,-9,WALKING,406.0,0,27,-85,-9,2,-1,0
11-21 15:15:08.370,YES,137917216420554,406,34624,850,310410,28,-86,-8,WALKING,406.0,0,27,-85,-9,1,-1,1
11-21 15:15:10.812,YES,137919655204964,406,34624,850,310410,28,-90,-10,WALKING,406.0,0,27,-85,-9,1,-5,-1
11-21 15:15:13.312,YES,137922162185370,406,34624,850,310410,24,-98,-10,WALKING,406.0,0,27,-85,-9,-3,-13,-1
11-21 15:15:15.819,YES,137924667095776,406,34624,850,310410,24,-96,-11,WALKING,406.0,0,27,-85,-9,-3,-11,-2
11-21 15:15:18.328,YES,137927169817327,406,34624,850,310410,24,-98,-12,WALKING,406.0,0,27,-85,-9,-3,-13,-3
11-21 15:15:20.818,YES,137929668921690,406,34624,850,310410,24,-99,-13,WALKING,406.0,0,27,-85,-9,-3,-14,-4
11-21 15:15:22.881,YES,137931700228820,406,34624,850,310410,23,-98,-10,WALKING,406.0,0,27,-85,-9,-4,-13,-1
11-21 15:15:28.791,YES,137932892690189,406,34624,850,310410,23,-99,-11,WALKING,406.0,0,27,-85,-9,-4,-14,-2
11-21 15:15:31.329,YES,137934500580453,406,34624,850,310410,23,-100,-10,WALKING,406.0,0,27,-85,-9,-4,-15,-1
11-21 15:15:33.835,YES,137937009863151,406,34624,850,310410,21,-104,-12,WALKING,406.0,0,27,-85,-9,-6,-19,-3
11-21 15:15:36.350,YES,137939521365849,406,34624,850,310410,21,-106,-14,WALKING,406.0,0,27,-85,-9,-6,-21,-5
11-21 15:15:38.855,YES,137942046313965,406,34624,850,310410,19,-109,-12,WALKING,406.0,0,27,-85,-9,-8,-24,-3
11-21 15:15:41.322,YES,137944514726867,406,34624,850,310410,20,-106,-11,WALKING,406.0,0,27,-85,-9,-7,-21,-2
11-21 15:15:43.852,YES,137947032190191,406,34624,850,310410,17,-112,-12,WALKING,406.0,0,27,-85,-9,-10,-27,-3
11-21 15:15:46.867,YES,137950051542731,406,34624,850,310410,19,-107,-11,WALKING,406.0,0,27,-85,-9,-8,-22,-2
11-21 15:15:48.924,YES,137952105275957,406,34624,850,310410,15,-114,-9,WALKING,406.0,0,27,-85,-9,-12,-29,0
11-21 15:15:51.038,YES,137954214521219,406,34624,850,310410,16,-113,-11,WALKING,406.0,0,27,-85,-9,-11,-28,-2
11-21 15:15:53.410,YES,137956604791926,406,34624,850,310410,19,-110,-15,WALKING,406.0,0,27,-85,-9,-8,-25,-6
11-21 15:15:55.914,YES,137959106617904,406,34624,850,310410,16,-114,-12,WALKING,406.0,0,27,-85,-9,-11,-29,-3
11-21 15:15:58.400,YES,137961523266374,406,34624,850,310410,18,-107,-10,WALKING,406.0,0,27,-85,-9,-9,-22,-1
11-21 15:16:00.413,YES,137963607473665,406,34624,850,310410,16,-114,-11,WALKING,406.0,0,27,-85,-9,-11,-29,-2
11-21 15:16:02.915,YES,137966109725060,406,34624,850,310410,15,-117,-13,WALKING,406.0,0,27,-85,-9,-12,-32,-4
11-21 15:16:04.955,YES,137968134717345,406,34624,850,310410,13,-122,-13,WALKING,406.0,0,27,-85,-9,-14,-37,-4
11-21 15:16:07.473,YES,137970651186919,406,34624,850,310410,16,-116,-13,NOVALUE,406.0,0,27,-85,-9,-11,-31,-4
11-21 15:16:32.097,YES,137971631829100,406,34624,850,310410,19,-106,-10,NOVALUE,406.0,0,27,-85,-9,-8,-21,-1
11-21 15:16:34.557,YES,137973955176831,406,34624,850,310410,15,-117,-12,NOVALUE,406.0,0,27,-85,-9,-12,-32,-3
11-21 15:16:36.557,YES,137976116889495,406,34624,850,310410,14,-120,-15,NOVALUE,406.0,0,27,-85,-9,-13,-35,-6
11-21 15:16:39.048,YES,137978393718628,406,34624,850,310410,14,-118,-12,NOVALUE,406.0,0,27,-85,-9,-13,-33,-3
11-21 15:16:41.051,YES,137980440412373,406,34624,850,310410,15,-114,-10,NOVALUE,406.0,0,27,-85,-9,-12,-29,-1
11-21 15:16:43.084,YES,137982638274884,406,34624,850,310410,18,-109,-12,NOVALUE,406.0,0,27,-85,-9,-9,-24,-3
11-21 15:16:45.562,YES,137984952612354,406,34624,850,310410,18,-111,-13,NOVALUE,406.0,0,27,-85,-9,-9,-26,-4
11-21 15:16:47.556,YES,137986969481774,406,34624,850,310410,20,-107,-12,NOVALUE,406.0,0,27,-85,-9,-7,-22,-3
11-21 15:16:49.570,YES,137989126654384,406,34624,850,310410,18,-107,-10,NOVALUE,406.0,0,27,-85,-9,-9,-22,-1
