time,activity,status
11-21 14:56:38.407,WALKING,EXIT
11-21 14:56:38.432,STILL,ENTER
11-21 15:04:29.344,STILL,EXIT
11-21 15:04:29.370,UNKNOWN,ENTER
11-21 15:05:57.444,UNKNOWN,ENTER
11-21 15:14:34.936,UNKNOWN,EXIT
11-21 15:14:34.952,WALKING,ENTER
11-21 15:16:06.569,WALKING,EXIT
11-21 15:16:06.598,STILL,ENTER
