time, mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
11-07 16:52:51.012,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:51.270,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:51.294,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:51.325,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:51.616,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:51.620,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:51.814,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:52.096,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:52.101,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:52.603,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:52.616,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:52.807,22841626089569,116,16185,2300,310260,20,-103,-8,2147483647,2147483647,2147483647
11-07 16:52:53.123,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:53.134,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:53.616,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:53.628,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:53.808,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:54.109,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:54.142,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:54.609,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:54.621,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:54.808,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:55.105,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:55.128,22843741769624,116,16185,2300,310260,17,-108,-9,2147483647,2147483647,2147483647
11-07 16:52:55.621,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:55.629,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:55.805,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:56.114,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:56.141,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:56.605,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:56.612,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:56.809,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:57.112,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:57.140,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:57.602,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:57.609,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:57.807,22846239216799,116,16185,2300,310260,20,-103,-7,2147483647,2147483647,2147483647
11-07 16:52:58.111,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:58.143,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:58.609,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:58.634,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:58.807,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:59.109,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:59.146,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:59.603,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:59.610,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:52:59.807,22848459999104,116,16185,2300,310260,22,-104,-14,2147483647,2147483647,2147483647
11-07 16:53:00.119,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:00.145,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:00.604,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:00.610,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:00.809,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:01.115,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:01.133,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:01.605,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:01.611,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:01.808,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:02.104,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:02.107,22850739235008,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:02.617,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:02.622,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:02.811,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:03.105,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:03.108,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:03.606,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:03.610,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:03.809,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:04.107,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:04.115,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:04.602,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:04.604,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:04.805,22853243143487,116,16185,2300,310260,19,-105,-9,2147483647,2147483647,2147483647
11-07 16:53:05.103,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:05.107,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:05.602,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:05.606,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:05.807,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:06.102,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:06.104,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:06.602,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:06.607,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:06.807,22855455318603,116,16185,2300,310260,24,-103,-15,2147483647,2147483647,2147483647
11-07 16:53:07.144,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:07.171,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:07.606,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:07.609,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:07.811,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:08.105,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:08.112,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:08.607,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:08.610,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:08.818,22857663291635,116,16185,2300,310260,19,-105,-8,2147483647,2147483647,2147483647
11-07 16:53:09.125,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:09.162,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:09.615,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:09.632,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:09.810,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:10.107,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:10.113,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:10.711,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:10.743,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:10.816,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:11.106,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:11.123,22859746636687,116,16185,2300,310260,18,-106,-8,2147483647,2147483647,2147483647
11-07 16:53:11.686,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:11.715,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:11.807,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:12.109,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:12.115,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:12.617,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:12.628,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:12.809,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:13.110,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:13.113,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:13.616,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:13.630,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:13.810,22862247577821,116,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:14.109,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:14.116,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:14.638,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:14.693,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:14.809,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:15.113,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:15.115,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:15.618,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:15.626,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:15.808,22864462724292,116,16185,2300,310260,18,-104,-7,2147483647,2147483647,2147483647
11-07 16:53:16.124,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:16.129,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:16.613,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:16.630,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:16.807,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:17.112,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:17.116,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:17.617,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:17.628,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:17.808,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:18.115,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:18.122,22866751414572,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:18.636,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:18.695,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:18.814,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:19.117,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:19.128,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:19.612,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:19.629,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:19.808,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:20.114,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:20.117,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:20.625,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:20.657,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:20.826,22869261175499,116,16185,2300,310260,18,-106,-9,2147483647,2147483647,2147483647
11-07 16:53:21.111,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:21.116,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:21.621,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:21.639,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:21.809,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:22.118,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:22.121,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:22.614,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:22.619,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:22.808,22871475840199,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:23.131,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:23.137,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:23.619,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:23.630,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:23.804,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:24.120,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:24.133,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:24.616,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:24.618,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:24.807,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:25.123,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:25.136,22873757571884,116,16185,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
11-07 16:53:25.633,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:25.635,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:25.810,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:26.118,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:26.120,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:26.617,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:26.619,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:26.808,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:27.120,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:27.126,22876262945467,116,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
11-07 16:53:27.691,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:27.703,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:27.810,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:28.145,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:28.156,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:28.631,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:28.654,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:28.828,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:29.148,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:29.152,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:29.566,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:29.610,22878288156138,116,16185,2300,310260,19,-104,-8,2147483647,2147483647,2147483647
11-07 16:53:29.727,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:29.730,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:29.806,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:30.127,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:30.138,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:30.171,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:30.623,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:30.625,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:31.123,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:31.125,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:31.623,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:31.627,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:31.817,22880356846292,116,16185,2300,310260,15,-113,-10,2147483647,2147483647,2147483647
11-07 16:53:32.123,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:32.132,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:32.623,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:32.627,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:32.805,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:33.133,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:33.137,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:33.633,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:33.645,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:33.808,22882470387180,116,16185,2300,310260,15,-114,-11,2147483647,2147483647,2147483647
11-07 16:53:34.149,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:34.154,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:34.630,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:34.650,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:34.809,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:35.122,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:35.123,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:35.626,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:35.627,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:35.807,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:36.121,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:36.125,22884767071262,116,16185,2300,310260,15,-115,-11,2147483647,2147483647,2147483647
11-07 16:53:36.636,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:36.639,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:36.804,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:37.125,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:37.133,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:37.625,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:37.629,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:38.131,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:38.141,22887264535001,116,16185,2300,310260,15,-113,-8,2147483647,2147483647,2147483647
11-07 16:53:38.703,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:38.737,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:39.154,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:39.165,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:39.663,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:39.707,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:40.153,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:40.167,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:40.660,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:40.696,22889303157391,116,16185,2300,310260,18,-109,-10,2147483647,2147483647,2147483647
11-07 16:53:41.198,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:41.205,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:41.631,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:41.633,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:42.160,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:42.193,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:42.663,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:42.674,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:43.189,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:43.243,22891806674255,116,16185,2300,310260,18,-107,-10,2147483647,2147483647,2147483647
11-07 16:53:43.708,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:43.716,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:44.163,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:44.207,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:44.665,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:44.674,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:45.174,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
11-07 16:53:45.217,22894307480911,116,16185,2300,310260,20,-102,-9,2147483647,2147483647,2147483647
