time, mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
11-07 17:13:51.406,23296319983719,79,16169,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
11-07 17:13:51.415,23296319983719,79,16169,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
11-07 17:13:51.985,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:52.026,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:52.409,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:52.416,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:52.920,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:52.962,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:53.413,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:53.421,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:53.920,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:53.975,23298837420116,79,16169,2300,310260,31,-73,-7,2147483647,2147483647,2147483647
11-07 17:13:54.479,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:54.487,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:54.939,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:54.949,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:55.434,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:55.467,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:55.929,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:55.937,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:56.442,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:56.481,23301343684272,79,16169,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
11-07 17:13:56.989,23303867277700,79,16169,2300,310260,31,-76,-8,2147483647,2147483647,2147483647
11-07 17:13:56.996,23303867277700,79,16169,2300,310260,31,-76,-8,2147483647,2147483647,2147483647
11-07 17:13:57.481,23303867277700,79,16169,2300,310260,31,-76,-8,2147483647,2147483647,2147483647
11-07 17:13:57.547,23303867277700,79,16169,2300,310260,31,-76,-8,2147483647,2147483647,2147483647
11-07 17:14:00.224,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:00.228,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:00.726,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:00.763,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:01.218,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:01.228,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:01.727,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:01.776,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:02.207,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:02.213,23304870449623,79,16169,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
11-07 17:14:02.730,23306990766032,79,16169,2300,310260,31,-81,-11,2147483647,2147483647,2147483647
11-07 17:14:02.770,23306990766032,79,16169,2300,310260,31,-81,-11,2147483647,2147483647,2147483647
11-07 17:14:03.266,23306990766032,79,16169,2300,310260,31,-81,-11,2147483647,2147483647,2147483647
11-07 17:14:03.289,23306990766032,79,16169,2300,310260,31,-81,-11,2147483647,2147483647,2147483647
11-07 17:14:08.616,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:08.627,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:09.106,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:09.114,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:09.625,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:09.658,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:10.111,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:10.120,23308371386847,79,16169,2300,310260,31,-80,-17,2147483647,2147483647,2147483647
11-07 17:14:10.663,23310395810799,473,16169,2300,310260,31,-72,-11,2147483647,2147483647,2147483647
11-07 17:14:10.679,23310395810799,473,16169,2300,310260,31,-72,-11,2147483647,2147483647,2147483647
11-07 17:14:14.675,23310747149948,473,16169,2300,310260,31,-65,-6,2147483647,2147483647,2147483647
11-07 17:14:14.686,23310747149948,473,16169,2300,310260,31,-65,-6,2147483647,2147483647,2147483647
11-07 17:14:26.586,23311590955553,473,16169,2300,310260,31,-62,-6,2147483647,2147483647,2147483647
11-07 17:14:26.598,23311590955553,473,16169,2300,310260,31,-62,-6,2147483647,2147483647,2147483647
11-07 17:14:32.565,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:32.573,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:36.231,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:36.233,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:36.678,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:37.175,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:37.677,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:38.205,23312268762600,473,16169,2300,310260,31,-62,-9,2147483647,2147483647,2147483647
11-07 17:14:38.688,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:38.699,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:39.177,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:39.179,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:39.679,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:39.693,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:40.183,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:40.186,23315255765345,473,16169,2300,310260,31,-61,-6,2147483647,2147483647,2147483647
11-07 17:14:40.760,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:40.793,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:41.210,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:41.216,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:41.726,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:41.765,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:42.205,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:42.219,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:42.707,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:42.747,23317286785912,473,16169,2300,310260,31,-63,-5,2147483647,2147483647,2147483647
11-07 17:14:43.256,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:43.265,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:43.682,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:43.693,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:44.183,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:44.186,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:44.690,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:44.702,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:45.185,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:45.188,23319792896370,473,16169,2300,310260,31,-63,-6,2147483647,2147483647,2147483647
11-07 17:14:45.699,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:45.712,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:46.214,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:46.229,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:46.690,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:46.708,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:47.091,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:47.187,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:47.189,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:47.695,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:47.709,23322262623335,473,16169,2300,310260,31,-66,-6,2147483647,2147483647,2147483647
11-07 17:14:48.208,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:48.211,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:48.688,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:48.694,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:48.808,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:49.190,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:49.194,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:49.687,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:49.699,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:49.810,23324771115304,473,16169,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
11-07 17:14:50.254,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:50.262,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:50.693,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:50.705,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:50.808,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:51.187,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:51.189,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:51.725,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:51.730,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:51.845,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:52.189,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:52.190,23326794788943,473,16169,2300,310260,31,-67,-6,2147483647,2147483647,2147483647
11-07 17:14:52.701,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:52.705,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:52.807,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:53.191,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:53.192,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:53.740,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:53.741,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:53.829,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:54.195,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:54.205,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:54.697,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:54.699,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:54.810,23329267646741,473,16169,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
11-07 17:14:55.197,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:55.223,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:55.693,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:55.706,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:55.810,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:56.201,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:56.215,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:56.695,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:56.699,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:56.809,23331401977162,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:57.227,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:57.243,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:57.697,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:57.700,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:57.805,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:58.203,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:58.215,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:58.695,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:58.697,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:58.806,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:59.199,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:59.201,23333777160628,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:14:59.716,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:59.717,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:14:59.807,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:00.196,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:00.198,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:00.787,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:00.794,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:00.806,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:01.205,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:01.208,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:01.683,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:01.708,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:01.729,23336277411919,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:02.216,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:02.222,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:02.706,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:02.718,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:02.810,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:03.204,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:03.207,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:03.709,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:03.723,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:03.808,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:04.213,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:04.220,23338778967428,473,16169,2300,310260,31,-69,-7,2147483647,2147483647,2147483647
11-07 17:15:04.723,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:04.744,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:04.807,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:05.205,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:05.210,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:05.705,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:05.709,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:05.809,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:06.211,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:06.223,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:06.706,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:06.709,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:06.811,23341284646532,473,16169,2300,310260,31,-71,-6,2147483647,2147483647,2147483647
11-07 17:15:07.216,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:07.218,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:07.708,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:07.711,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:07.807,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:08.213,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:08.226,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:08.708,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:08.714,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:08.815,23343406148775,473,16169,2300,310260,31,-68,-6,2147483647,2147483647,2147483647
11-07 17:15:09.228,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:09.241,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:09.711,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:09.714,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:09.808,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:10.221,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:10.239,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:10.710,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:10.712,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:10.807,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:11.216,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:11.222,23345790575523,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:11.725,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:11.728,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:11.810,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:12.216,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:12.239,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:12.707,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:12.712,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:12.806,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:13.217,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:13.234,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:13.711,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:13.713,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:13.809,23348290268272,473,16169,2300,310260,27,-85,-6,2147483647,2147483647,2147483647
11-07 17:15:14.219,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:14.227,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:14.713,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:14.716,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:14.808,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:15.218,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:15.232,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:15.713,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:15.714,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:15.810,23350399878742,473,16169,2300,310260,30,-82,-6,2147483647,2147483647,2147483647
11-07 17:15:16.236,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:16.251,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:16.715,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:16.718,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:16.808,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:17.220,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:17.231,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:17.738,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:17.745,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:17.818,23352793361845,473,16169,2300,310260,31,-79,-6,2147483647,2147483647,2147483647
11-07 17:15:18.288,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:18.325,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:18.746,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:18.760,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:18.817,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:19.260,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:19.305,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:19.750,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:19.757,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:19.821,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:20.274,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:20.308,23354821736110,473,16169,2300,310260,31,-76,-7,2147483647,2147483647,2147483647
11-07 17:15:20.792,23357334004277,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:20.811,23357334004277,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:20.824,23357334004277,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:21.262,23357334004277,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
11-07 17:15:21.302,23357334004277,473,16169,2300,310260,31,-77,-6,2147483647,2147483647,2147483647
