time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,activity,nextAP,handoverOccured,max_ss,max_rsrp,max_rsrq,diff_in_ss,diff_in_rsrp,diff_in_rsrq
11-20 17:36:08.316,YES,105864618281479,422,34624,850,310410,31,-82,-9,NOVALUE,422.0,0,31,-73,-8,0,-9,-1
11-20 17:36:10.858,YES,105867134700167,422,34624,850,310410,31,-80,-11,NOVALUE,422.0,0,31,-73,-10,0,-7,-1
11-20 17:36:13.326,YES,105869628135259,422,34624,850,310410,31,-81,-15,NOVALUE,422.0,0,31,-73,-10,0,-8,-5
11-20 17:36:15.826,YES,105872128774519,422,34624,850,310410,31,-78,-14,NOVALUE,422.0,0,31,-73,-10,0,-5,-4
11-20 17:36:16.315,YES,105872140911291,422,34624,850,310410,31,-78,-14,NOVALUE,422.0,0,31,-73,-10,0,-5,-4
11-20 17:36:18.316,YES,105874164891284,422,34624,850,310410,31,-80,-16,NOVALUE,422.0,0,31,-73,-10,0,-7,-6
11-20 17:36:20.326,YES,105876630262988,422,34624,850,310410,31,-78,-8,NOVALUE,422.0,0,31,-73,-10,0,-5,2
11-20 17:36:22.830,YES,105879135103811,422,34624,850,310410,31,-79,-9,NOVALUE,422.0,0,31,-73,-10,0,-6,1
11-20 17:36:25.330,YES,105881633133747,422,34624,850,310410,31,-78,-10,NOVALUE,422.0,0,31,-73,-10,0,-5,0
11-20 17:36:27.839,YES,105884142994414,422,34624,850,310410,31,-76,-9,NOVALUE,422.0,0,31,-73,-10,0,-3,1
11-20 17:36:30.338,YES,105886643108829,422,34624,850,310410,31,-77,-9,NOVALUE,422.0,0,31,-73,-10,0,-4,1
11-20 17:36:32.882,YES,105889166699237,422,34624,850,310410,31,-78,-10,NOVALUE,422.0,0,31,-73,-10,0,-5,0
11-20 17:36:33.335,YES,105889217074086,422,34624,850,310410,31,-78,-10,NOVALUE,422.0,0,31,-73,-10,0,-5,0
11-20 17:36:35.385,YES,105891676306675,422,34624,850,310410,31,-79,-8,NOVALUE,422.0,0,31,-73,-8,0,-6,0
11-20 17:36:37.890,YES,105894181640310,422,34624,850,310410,31,-78,-13,NOVALUE,422.0,0,31,-73,-10,0,-5,-3
11-20 17:36:38.372,YES,105894192487029,422,34624,850,310410,31,-78,-13,NOVALUE,422.0,0,31,-73,-10,0,-5,-3
11-20 17:36:40.400,YES,105896688892591,422,34624,850,310410,31,-78,-10,NOVALUE,422.0,0,31,-73,-10,0,-5,0
11-20 17:36:42.902,YES,105899187887735,422,34624,850,310410,31,-79,-11,NOVALUE,422.0,0,31,-73,-10,0,-6,-1
11-20 17:36:45.385,YES,105901689280328,422,34624,850,310410,31,-79,-8,NOVALUE,422.0,0,31,-73,-9,0,-6,1
11-20 17:36:47.891,YES,105904178073805,422,34624,850,310410,31,-79,-11,NOVALUE,422.0,0,31,-73,-10,0,-6,-1
11-20 17:36:50.386,YES,105906690602910,422,34624,850,310410,31,-79,-9,NOVALUE,422.0,0,31,-73,-10,0,-6,1
11-20 17:36:52.875,YES,105909133153674,422,34624,850,310410,31,-79,-9,NOVALUE,422.0,0,31,-73,-10,0,-6,1
11-20 17:36:54.883,YES,105911187394087,422,34624,850,310410,31,-79,-8,NOVALUE,422.0,0,31,-73,-9,0,-6,1
11-20 17:36:57.385,YES,105913689647826,422,34624,850,310410,31,-77,-9,NOVALUE,422.0,0,31,-73,-10,0,-4,1
11-20 17:36:59.882,YES,105916132840465,422,34624,850,310410,31,-77,-12,NOVALUE,422.0,0,31,-73,-10,0,-4,-2
11-20 17:37:01.891,YES,105918195205723,422,34624,850,310410,31,-77,-14,STILL,422.0,0,31,-73,-10,0,-4,-4
11-20 17:37:04.395,YES,105920696818211,422,34624,850,310410,31,-76,-11,STILL,422.0,0,31,-73,-10,0,-3,-1
11-20 17:37:06.886,YES,105923126697881,422,34624,850,310410,31,-76,-13,STILL,422.0,0,31,-73,-10,0,-3,-3
11-20 17:37:08.894,YES,105925198994441,422,34624,850,310410,31,-75,-13,STILL,422.0,0,31,-73,-10,0,-2,-3
11-20 17:37:11.384,YES,105927677333126,422,34624,850,310410,31,-76,-8,STILL,422.0,0,31,-73,-10,0,-3,2
11-20 17:37:13.397,YES,105929701862546,422,34624,850,310410,31,-76,-10,STILL,422.0,0,31,-73,-10,0,-3,0
11-20 17:37:15.885,YES,105932129936590,422,34624,850,310410,31,-82,-13,STILL,422.0,0,31,-73,-10,0,-9,-3
11-20 17:37:17.901,YES,105934204864088,422,34624,850,310410,31,-78,-13,STILL,422.0,0,31,-73,-10,0,-5,-3
11-20 17:37:20.438,YES,105936728157413,422,34624,850,310410,31,-78,-13,STILL,422.0,0,31,-73,-7,0,-5,-6
11-20 17:37:22.912,YES,105939173591771,422,34624,850,310410,31,-79,-16,STILL,422.0,0,31,-73,-10,0,-6,-6
11-20 17:37:24.926,YES,105941226717184,422,34624,850,310410,31,-79,-12,STILL,422.0,0,31,-73,-7,0,-6,-5
11-20 17:37:27.410,YES,105943714253421,422,34624,850,310410,31,-80,-14,STILL,422.0,0,31,-73,-8,0,-7,-6
11-20 17:37:29.902,YES,105946133229235,422,34624,850,310410,31,-80,-16,STILL,422.0,0,31,-73,-10,0,-7,-6
11-20 17:37:31.910,YES,105948214244703,422,34624,850,310410,31,-84,-18,STILL,422.0,0,31,-66,-7,0,-18,-11
11-20 17:37:34.407,YES,105950456775030,422,34624,850,310410,31,-80,-16,WALKING,406.0,1,31,-65,-7,0,-15,-9
11-20 17:37:36.408,YES,105952630591861,406,34624,850,310410,31,-73,-8,WALKING,406.0,0,31,-65,-7,0,-8,-1
11-20 17:37:38.450,YES,105954744620614,406,34624,850,310410,31,-76,-12,WALKING,406.0,0,31,-65,-7,0,-11,-5
11-20 17:37:40.908,YES,105957131083716,406,34624,850,310410,31,-74,-12,WALKING,406.0,0,31,-65,-7,0,-9,-5
11-20 17:37:42.921,YES,105959225962258,406,34624,850,310410,31,-72,-12,WALKING,406.0,0,31,-65,-7,0,-7,-5
11-20 17:37:45.425,YES,105961727318549,406,34624,850,310410,31,-75,-13,WALKING,406.0,0,31,-65,-7,0,-10,-6
11-20 17:37:47.930,YES,105964132611132,406,34624,850,310410,31,-73,-9,WALKING,406.0,0,31,-65,-7,0,-8,-2
11-20 17:37:49.931,YES,105966176618732,406,34624,850,310410,31,-73,-12,WALKING,406.0,0,31,-65,-7,0,-8,-5
11-20 17:37:51.930,YES,105968234013155,406,34624,850,310410,31,-75,-13,WALKING,406.0,0,31,-65,-7,0,-10,-6
11-20 17:37:54.432,YES,105970735797207,406,34624,850,310410,31,-75,-9,WALKING,406.0,0,31,-65,-7,0,-10,-2
11-20 17:37:56.470,YES,105972762227200,406,34624,850,310410,31,-76,-11,WALKING,406.0,0,31,-65,-7,0,-11,-4
11-20 17:37:58.939,YES,105975169523950,406,34624,850,310410,31,-77,-11,WALKING,406.0,0,31,-65,-7,0,-12,-4
11-20 17:38:00.948,YES,105977249167387,406,34624,850,310410,31,-77,-14,WALKING,406.0,0,31,-65,-7,0,-12,-7
11-20 17:38:03.475,YES,105979767827742,406,34624,850,310410,31,-75,-12,WALKING,406.0,0,31,-65,-7,0,-10,-5
11-20 17:38:05.950,YES,105982129056310,406,34624,850,310410,31,-77,-11,WALKING,406.0,0,31,-65,-7,0,-12,-4
11-20 17:38:07.944,YES,105984248208344,406,34624,850,310410,31,-76,-14,WALKING,406.0,0,31,-65,-7,0,-11,-7
11-20 17:38:10.479,YES,105986771284481,406,34624,850,310410,31,-76,-15,WALKING,406.0,0,31,-65,-7,0,-11,-8
11-20 17:38:12.944,YES,105989178722429,406,34624,850,310410,31,-78,-15,WALKING,406.0,0,31,-65,-7,0,-13,-8
11-20 17:38:14.954,YES,105991259303209,406,34624,850,310410,31,-77,-12,WALKING,406.0,0,31,-65,-7,0,-12,-5
11-20 17:38:17.450,YES,105993754422833,406,34624,850,310410,31,-81,-12,WALKING,406.0,0,31,-65,-7,0,-16,-5
11-20 17:38:19.947,YES,105996129015934,406,34624,850,310410,31,-86,-20,WALKING,422.0,1,31,0,0,0,-86,-20
11-20 17:38:21.951,YES,105998167755252,422,34624,850,310410,31,-77,-9,WALKING,422.0,0,31,0,0,0,-77,-9
11-20 17:38:23.955,YES,106000258807283,422,34624,850,310410,31,-75,-7,WALKING,422.0,0,31,0,0,0,-75,-7
11-20 17:38:26.006,YES,106002297569465,422,34624,850,310410,31,-71,-7,WALKING,422.0,0,31,0,0,0,-71,-7
11-20 17:38:28.500,YES,106004789384922,422,34624,850,310410,31,-80,-12,WALKING,422.0,0,31,0,0,0,-80,-12
11-20 17:38:30.964,YES,106007184003442,422,34624,850,310410,31,-77,-13,WALKING,422.0,0,31,0,0,0,-77,-13
11-20 17:38:32.992,YES,106009288293443,422,34624,850,310410,31,-79,-15,WALKING,422.0,0,31,0,0,0,-79,-15
11-20 17:38:35.503,YES,106011794872859,422,34624,850,310410,31,-78,-15,WALKING,422.0,0,31,-74,-10,0,-4,-5
11-20 17:38:37.964,YES,106014170885492,422,34624,850,310410,31,-79,-16,WALKING,422.0,0,31,-74,-10,0,-5,-6
11-20 17:38:39.981,YES,106016280782837,422,34624,850,310410,31,-80,-19,WALKING,422.0,0,31,-71,-9,0,-9,-10
11-20 17:38:42.493,YES,106018788850119,422,34624,850,310410,31,-82,-13,WALKING,422.0,0,31,-72,-8,0,-10,-5
11-20 17:38:47.062,YES,106023356706094,422,34624,850,310410,31,-80,-13,WALKING,422.0,0,31,-72,-8,0,-8,-5
11-20 17:38:49.495,YES,106025792278473,422,34624,850,310410,31,-82,-15,WALKING,422.0,0,31,-66,-7,0,-16,-8
11-20 17:38:51.969,YES,106028128500580,422,34624,850,310410,31,-81,-18,WALKING,406.0,1,31,-66,-7,0,-15,-11
11-20 17:38:53.984,YES,106030287637514,406,34624,850,310410,31,-78,-14,WALKING,406.0,0,31,-68,-8,0,-10,-6
11-20 17:38:56.473,YES,106032596646286,406,34624,850,310410,31,-74,-15,WALKING,406.0,0,31,-68,-8,0,-6,-7
11-20 17:39:00.671,YES,106035149184873,406,34624,850,310410,31,-72,-8,WALKING,406.0,0,31,-68,-8,0,-4,0
11-20 17:39:01.007,YES,106037305188005,406,34624,850,310410,31,-75,-12,WALKING,406.0,0,31,-68,-8,0,-7,-4
11-20 17:39:03.326,YES,106039621915267,406,34624,850,310410,31,-74,-15,WALKING,406.0,0,31,-68,-8,0,-6,-7
11-20 17:39:05.490,YES,106041794293296,406,34624,850,310410,31,-70,-13,WALKING,406.0,0,31,-68,-8,0,-2,-5
11-20 17:39:07.982,YES,106043805946465,406,34624,850,310410,31,-72,-8,WALKING,406.0,0,31,-68,-8,0,-4,0
11-20 17:39:09.988,YES,106046165190658,406,34624,850,310410,31,-74,-9,WALKING,406.0,0,31,-68,-8,0,-6,-1
11-20 17:39:11.996,YES,106048299387069,406,34624,850,310410,31,-74,-9,WALKING,406.0,0,31,-68,-8,0,-6,-1
11-20 17:39:14.532,YES,106050823142060,406,34624,850,310410,31,-75,-12,WALKING,406.0,0,31,-68,-8,0,-7,-4
11-20 17:39:16.998,YES,106053170201773,406,34624,850,310410,31,-78,-12,WALKING,406.0,0,31,-68,-8,0,-10,-4
11-20 17:39:19.033,YES,106055322068445,406,34624,850,310410,31,-79,-15,WALKING,406.0,0,31,-68,-8,0,-11,-7
11-20 17:39:21.538,YES,106057828858435,406,34624,850,310410,31,-76,-9,WALKING,406.0,0,31,-68,-8,0,-8,-1
11-20 17:39:24.011,YES,106060173538512,406,34624,850,310410,31,-79,-15,WALKING,406.0,0,31,-68,-8,0,-11,-7
11-20 17:39:26.024,YES,106062319667163,406,34624,850,310410,31,-77,-11,WALKING,406.0,0,31,-68,-7,0,-9,-4
11-20 17:39:28.508,YES,106064812019651,406,34624,850,310410,31,-77,-12,WALKING,406.0,0,31,-68,-8,0,-9,-4
11-20 17:39:30.999,YES,106067129446549,406,34624,850,310410,31,-79,-15,WALKING,406.0,0,31,-68,-8,0,-11,-7
11-20 17:39:33.013,YES,106069316687496,406,34624,850,310410,31,-82,-17,WALKING,406.0,0,31,-68,-8,0,-14,-9
11-20 17:39:35.510,YES,106071813963630,406,34624,850,310410,31,-82,-19,WALKING,406.0,0,31,0,0,0,-82,-19
11-20 17:39:38.002,YES,106073842323832,406,34624,850,310410,31,-79,-20,WALKING,422.0,1,31,-69,-8,0,-10,-12
11-20 17:39:40.006,YES,106076133100414,422,34624,850,310410,31,-75,-8,WALKING,422.0,0,31,-68,-9,0,-7,1
11-20 17:39:42.032,YES,106078168697128,422,34624,850,310410,31,-74,-9,WALKING,422.0,0,31,-68,-9,0,-6,0
11-20 17:39:44.019,YES,106080320824842,422,34624,850,310410,31,-79,-13,WALKING,422.0,0,31,-68,-9,0,-11,-4
11-20 17:39:46.522,YES,106082825172071,422,34624,850,310410,31,-82,-16,WALKING,422.0,0,31,-68,-9,0,-14,-7
11-20 17:39:49.019,YES,106085149175844,422,34624,850,310410,31,-84,-13,WALKING,422.0,0,31,-68,-9,0,-16,-4
11-20 17:39:51.744,YES,106088036518788,422,34624,850,310410,31,-84,-14,WALKING,422.0,0,31,-68,-9,0,-16,-5
11-20 17:39:54.034,YES,106090171895771,422,34624,850,310410,31,-86,-20,WALKING,406.0,1,31,-76,-8,0,-10,-12
11-20 17:39:56.040,YES,106092337370102,406,34624,850,310410,31,-74,-11,WALKING,406.0,0,31,0,0,0,-74,-11
11-20 17:39:58.543,YES,106094481146565,406,34624,850,310410,31,-74,-11,UNKNOWN,406.0,0,31,0,0,0,-74,-11
11-20 17:40:00.534,YES,106096838005342,406,34624,850,310410,31,-78,-12,UNKNOWN,406.0,0,31,0,0,0,-78,-12
11-20 17:40:03.023,YES,106099136854060,406,34624,850,310410,31,-80,-17,UNKNOWN,422.0,1,31,0,0,0,-80,-17
11-20 17:40:05.023,YES,106101252703959,422,34624,850,310410,31,-78,-14,UNKNOWN,422.0,0,31,-70,-7,0,-8,-7
11-20 17:40:07.036,YES,106103339990000,422,34624,850,310410,31,-78,-10,UNKNOWN,422.0,0,31,-70,-7,0,-8,-3
11-20 17:40:09.072,YES,106105362837076,422,34624,850,310410,31,-76,-16,UNKNOWN,422.0,0,31,-70,-7,0,-6,-9
11-20 17:40:11.581,YES,106107871211753,422,34624,850,310410,31,-76,-15,UNKNOWN,422.0,0,31,-70,-7,0,-6,-8
11-20 17:40:14.036,YES,106110131924895,422,34624,850,310410,31,-84,-15,UNKNOWN,422.0,0,31,-70,-7,0,-14,-8
11-20 17:40:16.049,YES,106112175006192,422,34624,850,310410,31,-83,-14,UNKNOWN,422.0,0,31,-70,-7,0,-13,-7
11-20 17:40:18.089,YES,106114378075370,422,34624,850,310410,31,-79,-12,UNKNOWN,422.0,0,31,-70,-7,0,-9,-5
11-20 17:40:20.592,YES,106116883273641,422,34624,850,310410,31,-85,-18,UNKNOWN,422.0,0,30,-73,-8,1,-12,-10
11-20 17:40:23.058,YES,106119176318192,422,34624,850,310410,31,-86,-20,UNKNOWN,422.0,0,31,-72,-7,0,-14,-13
11-20 17:40:25.088,YES,106121380539401,422,34624,850,310410,31,-86,-18,UNKNOWN,422.0,0,31,-72,-7,0,-14,-11
11-20 17:40:25.558,YES,106121402537841,422,34624,850,310410,31,-86,-18,UNKNOWN,406.0,1,31,-72,-8,0,-14,-10
11-20 17:40:27.597,YES,106123889698870,406,34624,850,310410,31,-76,-10,UNKNOWN,406.0,0,31,-70,-8,0,-6,-2
11-20 17:40:30.072,YES,106126175887118,406,34624,850,310410,31,-74,-10,UNKNOWN,406.0,0,31,-70,-8,0,-4,-2
11-20 17:40:32.100,YES,106128392166245,406,34624,850,310410,31,-75,-9,UNKNOWN,406.0,0,31,-70,-8,0,-5,-1
11-20 17:40:34.616,YES,106130902431496,406,34624,850,310410,31,-71,-11,UNKNOWN,406.0,0,31,-70,-8,0,-1,-3
11-20 17:40:37.078,YES,106133177447399,406,34624,850,310410,31,-76,-14,WALKING,406.0,0,31,-70,-8,0,-6,-6
11-20 17:40:39.118,YES,106135405873975,406,34624,850,310410,31,-75,-9,WALKING,406.0,0,31,-70,-8,0,-5,-1
11-20 17:40:41.618,YES,106137909697141,406,34624,850,310410,31,-76,-15,WALKING,406.0,0,31,-70,-8,0,-6,-7
11-20 17:40:44.095,YES,106140175214815,406,34624,850,310410,31,-75,-11,WALKING,406.0,0,31,-70,-8,0,-5,-3
11-20 17:40:46.129,YES,106142417452955,406,34624,850,310410,31,-78,-13,WALKING,406.0,0,31,-70,-8,0,-8,-5
11-20 17:40:48.635,YES,106144924175028,406,34624,850,310410,31,-79,-16,WALKING,406.0,0,31,-70,-8,0,-9,-8
11-20 17:40:51.103,YES,106147176365877,406,34624,850,310410,31,-79,-15,WALKING,406.0,0,31,-70,-8,0,-9,-7
11-20 17:40:53.145,YES,106149424559695,406,34624,850,310410,31,-77,-12,WALKING,406.0,0,31,-70,-8,0,-7,-4
11-20 17:40:55.609,YES,106151659761636,406,34624,850,310410,31,-83,-16,WALKING,406.0,0,31,-70,-8,0,-13,-8
11-20 17:40:57.650,YES,106153943086082,406,34624,850,310410,31,-83,-17,WALKING,406.0,0,31,-71,-8,0,-12,-9
11-20 17:41:00.109,YES,106156168620679,406,34624,850,310410,31,-83,-19,WALKING,422.0,1,31,-71,-8,0,-12,-11
11-20 17:41:02.107,YES,106158251923022,422,34624,850,310410,31,-78,-15,WALKING,422.0,0,31,-70,-12,0,-8,-3
11-20 17:41:04.134,YES,106160428992979,422,34624,850,310410,31,-73,-12,WALKING,422.0,0,31,-70,-12,0,-3,0
11-20 17:41:06.651,YES,106162941948437,422,34624,850,310410,31,-80,-15,WALKING,422.0,0,31,-70,-12,0,-10,-3
11-20 17:41:09.124,YES,106165173033764,422,34624,850,310410,31,-83,-10,WALKING,422.0,0,31,-70,-8,0,-13,-2
11-20 17:41:11.157,YES,106167443450448,422,34624,850,310410,31,-83,-12,WALKING,422.0,0,31,-70,-12,0,-13,0
11-20 17:41:13.672,YES,106169954973563,422,34624,850,310410,31,-82,-12,WALKING,422.0,0,31,-70,-12,0,-12,0
11-20 17:41:16.134,YES,106172177370816,422,34624,850,310410,31,-83,-14,WALKING,422.0,0,31,-70,-10,0,-13,-4
11-20 17:41:18.143,YES,106174443443229,422,34624,850,310410,31,-82,-12,WALKING,422.0,0,31,-70,-9,0,-12,-3
11-20 17:41:20.665,YES,106176955713062,422,34624,850,310410,31,-82,-19,WALKING,422.0,0,31,-75,-8,0,-7,-11
11-20 17:41:23.130,YES,106178974856337,422,34624,850,310410,31,-83,-18,WALKING,422.0,0,31,-71,-8,0,-12,-10
11-20 17:41:25.143,YES,106181167534211,422,34624,850,310410,31,-82,-18,WALKING,406.0,1,31,-71,-8,0,-11,-10
11-20 17:41:27.194,YES,106183476585379,406,34624,850,310410,31,-76,-9,WALKING,406.0,0,31,-68,-12,0,-8,3
11-20 17:41:29.679,YES,106185971388023,406,34624,850,310410,31,-77,-10,WALKING,406.0,0,31,-68,-11,0,-9,1
11-20 17:41:32.150,YES,106188176003972,406,34624,850,310410,31,-77,-15,WALKING,406.0,0,31,-68,-12,0,-9,-3
11-20 17:41:34.180,YES,106190472518315,406,34624,850,310410,31,-77,-9,WALKING,406.0,0,31,-68,-12,0,-9,3
11-20 17:41:36.693,YES,106192984268670,406,34624,850,310410,31,-77,-15,WALKING,406.0,0,31,-68,-12,0,-9,-3
11-20 17:41:39.161,YES,106195101665495,406,34624,850,310410,31,-81,-16,WALKING,406.0,0,31,-68,-11,0,-13,-5
11-20 17:41:41.157,YES,106197174649920,406,34624,850,310410,31,-80,-12,WALKING,406.0,0,31,-68,-9,0,-12,-3
11-20 17:41:43.199,YES,106199491036557,406,34624,850,310410,31,-79,-11,WALKING,406.0,0,31,-68,-12,0,-11,1
11-20 17:41:45.692,YES,106201987937379,406,34624,850,310410,31,-81,-18,WALKING,406.0,0,30,-76,-10,1,-5,-8
11-20 17:41:48.175,YES,106204182566608,406,34624,850,310410,31,-83,-14,WALKING,406.0,0,30,-75,-7,1,-8,-7
11-20 17:41:50.203,YES,106206494653974,406,34624,850,310410,31,-84,-16,WALKING,422.0,1,30,-75,-7,1,-9,-9
11-20 17:41:52.702,YES,106208995771983,422,34624,850,310410,31,-76,-13,WALKING,422.0,0,30,-75,-7,1,-1,-6
11-20 17:41:55.181,YES,106211183154024,422,34624,850,310410,31,-79,-7,WALKING,422.0,0,30,-75,-7,1,-4,0
11-20 17:41:57.210,YES,106213503713214,422,34624,850,310410,31,-73,-5,WALKING,422.0,0,30,-75,-7,1,2,2
11-20 17:41:59.723,YES,106216010630755,422,34624,850,310410,31,-78,-9,WALKING,422.0,0,30,-75,-7,1,-3,-2
11-20 17:42:02.186,YES,106218179689721,422,34624,850,310410,31,-83,-15,WALKING,422.0,0,30,-75,-7,1,-8,-8
11-20 17:42:04.185,YES,106220395006452,422,34624,850,310410,31,-86,-15,WALKING,422.0,0,30,-75,-7,1,-11,-8
11-20 17:42:06.222,YES,106222516500362,422,34624,850,310410,31,-84,-16,WALKING,422.0,0,30,-75,-7,1,-9,-9
11-20 17:42:08.725,YES,106225016012121,422,34624,850,310410,31,-81,-17,WALKING,422.0,0,30,-75,-7,1,-6,-10
11-20 17:42:11.199,YES,106227176235357,422,34624,850,310410,31,-82,-16,WALKING,422.0,0,31,-65,-8,0,-17,-8
11-20 17:42:13.236,YES,106229527205279,422,34624,850,310410,31,-81,-18,WALKING,406.0,1,31,-65,-8,0,-16,-10
11-20 17:42:15.734,YES,106232022383548,406,34624,850,310410,31,-75,-10,NOVALUE,406.0,0,31,-66,-6,0,-9,-4
11-20 17:42:18.204,YES,106234174084283,406,34624,850,310410,31,-76,-8,NOVALUE,406.0,0,31,-66,-6,0,-10,-2
11-20 17:42:20.227,YES,106236521140559,406,34624,850,310410,31,-76,-9,NOVALUE,406.0,0,31,-66,-6,0,-10,-3
11-20 17:42:22.748,YES,106239041090654,406,34624,850,310410,31,-74,-8,NOVALUE,406.0,0,31,-66,-6,0,-8,-2
11-20 17:42:25.208,YES,106241138159352,406,34624,850,310410,31,-79,-15,NOVALUE,406.0,0,31,-66,-6,0,-13,-9
11-20 17:42:27.213,YES,106243160562522,406,34624,850,310410,31,-78,-14,NOVALUE,406.0,0,31,-66,-6,0,-12,-8
11-20 17:42:29.252,YES,106245541147499,406,34624,850,310410,31,-83,-15,NOVALUE,406.0,0,31,-66,-6,0,-17,-9
11-20 17:42:31.754,YES,106248045775509,406,34624,850,310410,31,-82,-16,NOVALUE,406.0,0,31,-66,-6,0,-16,-10
11-20 17:42:34.225,YES,106250161790616,406,34624,850,310410,31,-80,-16,NOVALUE,406.0,0,31,-66,-6,0,-14,-10
11-20 17:42:36.257,YES,106252550644551,406,34624,850,310410,31,-83,-17,NOVALUE,226.0,1,31,-66,-6,0,-17,-11
11-20 17:42:38.721,YES,106254833785873,226,34624,9820,310410,26,-93,-15,NOVALUE,226.0,0,31,-65,-9,-5,-28,-6
11-20 17:42:40.759,YES,106257051440364,226,34624,9820,310410,25,-93,-13,NOVALUE,226.0,0,31,-65,-9,-6,-28,-4
11-20 17:42:43.221,YES,106259131419478,226,34624,9820,310410,27,-90,-11,NOVALUE,226.0,0,31,-65,-9,-4,-25,-2
11-20 17:42:45.236,YES,106261171257598,226,34624,9820,310410,24,-94,-12,NOVALUE,226.0,0,31,-65,-9,-7,-29,-3
11-20 17:42:47.245,YES,106263310639686,226,34624,9820,310410,25,-93,-12,NOVALUE,226.0,0,31,-65,-9,-6,-28,-3
11-20 17:42:49.238,YES,106265542030689,226,34624,9820,310410,24,-96,-13,NOVALUE,226.0,0,31,-65,-9,-7,-31,-4
11-20 17:42:51.278,YES,106267569610943,226,34624,9820,310410,26,-98,-14,NOVALUE,226.0,0,31,-65,-9,-5,-33,-5
11-20 17:42:53.792,YES,106270081830777,226,34624,9820,310410,25,-96,-15,NOVALUE,226.0,0,31,-65,-8,-6,-31,-7
11-20 17:42:56.261,YES,106272147877441,226,34624,9820,310410,26,-96,-17,NOVALUE,226.0,0,31,-61,-6,-5,-35,-11
11-20 17:42:58.264,YES,106274171818945,226,34624,9820,310410,25,-93,-13,NOVALUE,226.0,0,31,-60,-7,-6,-33,-6
11-20 17:43:00.309,YES,106276591683769,226,34624,9820,310410,26,-93,-13,NOVALUE,226.0,0,31,-60,-7,-5,-33,-6
11-20 17:43:02.806,YES,106279092069123,226,34624,9820,310410,25,-97,-16,NOVALUE,226.0,0,31,-60,-7,-6,-37,-9
11-20 17:43:05.274,YES,106281155307141,226,34624,9820,310410,25,-96,-15,NOVALUE,226.0,0,31,-60,-7,-6,-36,-8
11-20 17:43:07.268,YES,106283570835142,226,34624,9820,310410,27,-97,-19,NOVALUE,226.0,0,31,-64,-7,-4,-33,-12
11-20 17:43:09.307,YES,106285596725656,226,34624,9820,310410,26,-98,-18,NOVALUE,422.0,1,31,-65,-7,-5,-33,-11
11-20 17:43:11.771,YES,106288074701319,422,34624,850,310410,31,-66,-9,NOVALUE,422.0,0,31,-63,-11,0,-3,2
11-20 17:43:14.279,YES,106290131726524,422,34624,850,310410,31,-67,-8,NOVALUE,422.0,0,31,-63,-11,0,-4,3
11-20 17:43:16.277,YES,106292580319425,422,34624,850,310410,31,-70,-7,NOVALUE,422.0,0,31,-63,-11,0,-7,4
11-20 17:43:18.812,YES,106295104473009,422,34624,850,310410,31,-69,-8,NOVALUE,422.0,0,31,-63,-11,0,-6,3
