time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,activity,nextAP,handoverOccured,max_ss,max_rsrp,max_rsrq,diff_in_ss,diff_in_rsrp,diff_in_rsrq
11-07 16:53:46.224,YES,22896811808244,116,16185,2300,310260,15,-112,-8,STILL,116.0,0,11,-117,-16,4,5,8
11-07 16:53:48.728,YES,22899322211254,116,16185,2300,310260,13,-119,-11,STILL,116.0,0,31,0,0,-18,-119,-11
11-07 16:53:51.228,YES,22901818149836,116,16185,2300,310260,14,-116,-10,STILL,116.0,0,9,-123,-15,5,7,5
11-07 16:53:53.427,YES,22904020083441,116,16185,2300,310260,17,-106,-7,STILL,116.0,0,11,-123,-15,6,17,8
11-07 16:53:58.626,YES,22904857052066,116,16185,2300,310260,14,-115,-9,STILL,116.0,0,9,-122,-15,5,7,6
11-07 16:54:05.627,YES,22907611666611,116,16185,2300,310260,14,-120,-13,STILL,116.0,0,9,-121,-16,5,1,3
11-07 16:54:42.953,YES,22908359572571,116,16185,675,310260,18,-106,-9,STILL,116.0,0,31,0,0,-13,-106,-9
11-07 16:54:48.516,YES,22909236984221,116,16185,675,310260,22,-99,-8,WALKING,116.0,0,31,0,0,-9,-99,-8
11-07 16:54:50.611,YES,22910787150365,116,16185,675,310260,21,-101,-9,WALKING,116.0,0,31,0,0,-10,-101,-9
11-07 16:54:53.123,YES,22913280984676,116,16185,675,310260,24,-96,-10,WALKING,116.0,0,31,0,0,-7,-96,-10
11-07 16:54:55.617,YES,22915773511539,116,16185,675,310260,27,-89,-9,WALKING,116.0,0,31,0,0,-4,-89,-9
11-07 16:54:58.067,YES,22918003383271,116,16185,675,310260,28,-88,-12,WALKING,116.0,0,31,0,0,-3,-88,-12
11-07 16:55:00.871,YES,22920421830075,116,16185,675,310260,27,-87,-8,WALKING,116.0,0,31,0,0,-4,-87,-8
11-07 16:55:02.935,YES,22922108487118,116,16185,675,310260,24,-93,-8,WALKING,116.0,0,31,0,0,-7,-93,-8
11-07 16:55:05.178,YES,22924350847966,116,16185,675,310260,26,-92,-9,WALKING,116.0,0,31,0,0,-5,-92,-9
11-07 16:55:07.713,YES,22926907654158,116,16185,675,310260,28,-86,-8,WALKING,116.0,0,31,0,0,-3,-86,-8
11-07 16:55:14.032,YES,22929556053797,116,16185,675,310260,26,-88,-7,WALKING,116.0,0,31,0,0,-5,-88,-7
11-07 16:55:20.643,YES,22930809103297,116,16185,675,310260,28,-88,-10,STILL,116.0,0,31,0,0,-3,-88,-10
11-07 16:55:32.545,YES,22932772666097,116,16185,675,310260,22,-96,-8,STILL,116.0,0,31,0,0,-9,-96,-8
11-07 16:55:38.076,YES,22933274347918,116,16185,675,310260,24,-94,-10,WALKING,116.0,0,31,0,0,-7,-94,-10
11-07 16:55:40.527,YES,22935385973649,116,16185,675,310260,23,-96,-8,WALKING,116.0,0,31,0,0,-8,-96,-8
11-07 16:55:45.607,YES,22936551269807,116,16185,675,310260,27,-90,-12,WALKING,116.0,0,31,0,0,-4,-90,-12
11-07 16:55:51.668,YES,22936931191511,116,16185,675,310260,23,-96,-8,WALKING,116.0,0,31,0,0,-8,-96,-8
11-07 16:55:57.835,YES,22937258330085,116,16185,675,310260,23,-96,-9,WALKING,116.0,0,31,0,0,-8,-96,-9
11-07 16:55:59.898,YES,22939553280991,116,16185,675,310260,22,-98,-9,WALKING,116.0,0,31,0,0,-9,-98,-9
11-07 16:56:02.366,YES,22941215785323,116,16185,675,310260,24,-93,-9,WALKING,116.0,0,31,0,0,-7,-93,-9
11-07 16:56:09.547,YES,22943413751428,116,16185,675,310260,25,-91,-8,WALKING,116.0,0,31,0,0,-6,-91,-8
11-07 16:56:12.024,YES,22943803383446,116,16185,675,310260,25,-92,-8,STILL,116.0,0,31,0,0,-6,-92,-8
11-07 16:56:14.112,YES,22945935374127,116,16185,675,310260,27,-90,-9,STILL,116.0,0,31,0,0,-4,-90,-9
11-07 16:56:18.680,YES,22946803130151,116,16185,675,310260,26,-92,-10,STILL,116.0,0,31,0,0,-5,-92,-10
11-07 16:56:24.908,YES,22947167460343,116,16185,675,310260,25,-90,-7,STILL,116.0,0,31,0,0,-6,-90,-7
11-07 16:56:30.888,YES,22947872696507,116,16185,675,310260,23,-98,-11,STILL,116.0,0,31,0,0,-8,-98,-11
11-07 16:56:36.633,YES,22948643756740,116,16185,675,310260,21,-101,-10,STILL,116.0,0,31,0,0,-10,-101,-10
11-07 16:56:42.769,YES,22949081117253,116,16185,675,310260,25,-91,-8,STILL,116.0,0,31,0,0,-6,-91,-8
11-07 16:56:44.827,YES,22951251978979,116,16185,675,310260,25,-90,-8,STILL,116.0,0,31,0,0,-6,-90,-8
11-07 16:56:50.621,YES,22952209810481,116,16185,675,310260,28,-90,-13,STILL,116.0,0,31,0,0,-3,-90,-13
11-07 16:57:02.547,YES,22952882167423,116,16185,675,310260,27,-85,-7,STILL,116.0,0,31,0,0,-4,-85,-7
11-07 16:57:08.768,YES,22953689375993,116,16185,675,310260,23,-98,-12,STILL,116.0,0,31,0,0,-8,-98,-12
11-07 16:57:10.830,YES,22955892868973,116,16185,675,310260,21,-99,-9,STILL,116.0,0,31,0,0,-10,-99,-9
11-07 16:57:12.895,YES,22957980906421,116,16185,675,310260,22,-98,-8,STILL,116.0,0,31,0,0,-9,-98,-8
11-07 16:57:19.633,YES,22959588781997,116,16185,675,310260,22,-97,-8,STILL,116.0,0,31,0,0,-9,-97,-8
11-07 16:57:21.668,YES,22960050597616,116,16185,675,310260,19,-107,-11,WALKING,116.0,0,31,0,0,-12,-107,-11
11-07 16:57:24.945,YES,22961743350233,116,16185,675,310260,16,-112,-10,WALKING,116.0,0,31,0,0,-15,-112,-10
11-07 16:57:27.556,YES,22963839913931,116,16185,675,310260,20,-110,-17,WALKING,116.0,0,31,0,0,-11,-110,-17
11-07 16:57:29.132,YES,22965897115699,116,16185,675,310260,19,-111,-15,WALKING,116.0,0,31,0,0,-12,-111,-15
11-07 16:57:33.615,YES,22967026833728,116,16185,675,310260,18,-112,-12,WALKING,116.0,0,31,0,0,-13,-112,-12
11-07 16:57:39.656,YES,22967932709391,116,16185,675,310260,18,-112,-16,WALKING,99.0,1,31,0,0,-13,-112,-16
11-07 16:57:45.606,YES,22968729369731,99,16185,2300,310260,19,-110,-13,WALKING,99.0,0,31,0,0,-12,-110,-13
11-07 16:57:45.698,YES,22968758530463,99,16185,2300,310260,19,-110,-13,WALKING,99.0,0,31,0,0,-12,-110,-13
11-07 16:57:51.589,YES,22969506483194,99,16185,2300,310260,19,-107,-12,WALKING,99.0,0,31,0,0,-12,-107,-12
11-07 16:58:03.560,YES,22970207803680,99,16185,2300,310260,23,-103,-14,WALKING,99.0,0,31,0,0,-8,-103,-14
11-07 16:58:07.739,YES,22971295548164,99,16185,2300,310260,26,-91,-8,WALKING,99.0,0,31,0,0,-5,-91,-8
11-07 16:58:09.873,YES,22973396973113,99,16185,2300,310260,21,-100,-9,WALKING,99.0,0,31,0,0,-10,-100,-9
11-07 16:58:14.623,YES,22974232887362,99,16185,2300,310260,24,-92,-7,WALKING,99.0,0,31,0,0,-7,-92,-7
11-07 16:58:17.147,YES,22976738762508,99,16185,2300,310260,24,-95,-8,WALKING,99.0,0,31,0,0,-7,-95,-8
11-07 16:58:19.661,YES,22979242273070,99,16185,2300,310260,23,-101,-11,WALKING,99.0,0,31,0,0,-8,-101,-11
11-07 16:58:22.359,YES,22980379764121,99,16185,2300,310260,23,-99,-11,WALKING,99.0,0,31,0,0,-8,-99,-11
11-07 16:58:24.513,YES,22982538714440,99,16185,2300,310260,22,-103,-14,WALKING,99.0,0,31,0,0,-9,-103,-14
11-07 16:58:27.000,YES,22985039732970,99,16185,2300,310260,21,-104,-13,WALKING,99.0,0,31,0,0,-10,-104,-13
11-07 16:58:32.755,YES,22986296639033,99,16185,2300,310260,22,-106,-12,WALKING,99.0,0,31,0,0,-9,-106,-12
11-07 16:58:38.622,YES,22986976949517,99,16185,2300,310260,21,-105,-12,WALKING,99.0,0,31,0,0,-10,-105,-12
11-07 16:58:44.621,YES,22987443903939,99,16185,2300,310260,21,-104,-11,WALKING,99.0,0,31,0,0,-10,-104,-11
11-07 16:58:49.774,YES,22988872988508,99,16185,2300,310260,22,-102,-13,WALKING,99.0,0,31,0,0,-9,-102,-13
11-07 16:59:01.552,YES,22989565216494,99,16185,2300,310260,21,-102,-10,WALKING,99.0,0,31,0,0,-10,-102,-10
11-07 16:59:07.671,YES,22989954753460,99,16185,2300,310260,21,-106,-14,WALKING,99.0,0,31,0,0,-10,-106,-14
11-07 16:59:12.338,YES,22990389726055,99,16185,2300,310260,21,-106,-13,STILL,99.0,0,31,0,0,-10,-106,-13
11-07 16:59:14.369,YES,22992476027982,99,16185,2300,310260,22,-106,-12,STILL,99.0,0,31,0,0,-9,-106,-12
11-07 16:59:16.428,YES,22994593044443,99,16185,2300,310260,21,-102,-10,STILL,99.0,0,31,0,0,-10,-102,-10
11-07 16:59:18.736,YES,22996911504778,99,16185,2300,310260,23,-102,-13,STILL,99.0,0,31,0,0,-8,-102,-13
11-07 16:59:20.932,YES,22999100995725,99,16185,2300,310260,22,-101,-9,STILL,99.0,0,31,0,0,-9,-101,-9
11-07 16:59:23.370,YES,23001551240605,99,16185,2300,310260,22,-104,-14,STILL,99.0,0,31,0,0,-9,-104,-14
11-07 16:59:25.449,YES,23003612983831,99,16185,2300,310260,22,-104,-13,STILL,99.0,0,31,0,0,-9,-104,-13
11-07 16:59:27.890,YES,23006089381005,99,16185,2300,310260,22,-103,-12,STILL,99.0,0,31,0,0,-9,-103,-12
11-07 16:59:32.608,YES,23007373797070,99,16185,2300,310260,22,-106,-14,STILL,99.0,0,31,0,0,-9,-106,-14
11-07 16:59:44.547,YES,23008516926715,99,16185,2300,310260,24,-101,-15,STILL,99.0,0,31,0,0,-7,-101,-15
11-07 16:59:45.042,YES,23008528078383,99,16185,2300,310260,24,-101,-15,STILL,99.0,0,31,0,0,-7,-101,-15
11-07 16:59:50.728,YES,23009346670444,99,16185,2300,310260,21,-103,-12,STILL,99.0,0,31,0,0,-10,-103,-12
11-07 16:59:56.683,YES,23010574880670,99,16185,2300,310260,21,-104,-10,STILL,99.0,0,31,0,0,-10,-104,-10
11-07 17:00:00.589,YES,23011433327839,99,16185,2300,310260,22,-102,-11,STILL,99.0,0,31,0,0,-9,-102,-11
11-07 17:00:02.903,YES,23013724306661,99,16185,2300,310260,21,-105,-11,STILL,99.0,0,31,0,0,-10,-105,-11
11-07 17:00:07.562,YES,23014255206193,99,16185,2300,310260,21,-103,-11,STILL,99.0,0,31,0,0,-10,-103,-11
11-07 17:00:13.642,YES,23014653381389,99,16185,2300,310260,20,-102,-9,STILL,99.0,0,31,0,0,-11,-102,-9
11-07 17:00:25.574,YES,23015447634020,99,16185,2300,310260,22,-103,-12,STILL,99.0,0,31,0,0,-9,-103,-12
11-07 17:00:31.676,YES,23015823306193,99,16185,2300,310260,22,-102,-12,STILL,99.0,0,31,0,0,-9,-102,-12
11-07 17:00:43.563,YES,23017596537464,99,16185,2300,310260,21,-105,-12,STILL,99.0,0,31,0,0,-10,-105,-12
11-07 17:00:55.591,YES,23018293604200,99,16185,2300,310260,21,-105,-12,STILL,99.0,0,31,0,0,-10,-105,-12
11-07 17:01:01.536,YES,23018622911680,99,16185,2300,310260,21,-104,-12,STILL,99.0,0,31,0,0,-10,-104,-12
11-07 17:01:07.882,YES,23018938830618,99,16185,2300,310260,21,-108,-15,STILL,99.0,0,31,0,0,-10,-108,-15
11-07 17:01:13.623,YES,23019735419395,99,16185,2300,310260,22,-106,-13,STILL,99.0,0,31,0,0,-9,-106,-13
11-07 17:01:19.625,YES,23020534173173,99,16185,2300,310260,19,-108,-12,STILL,99.0,0,31,0,0,-12,-108,-12
11-07 17:01:25.684,YES,23020959961653,99,16185,2300,310260,19,-107,-12,STILL,99.0,0,31,0,0,-12,-107,-12
11-07 17:01:27.753,YES,23023042807225,99,16185,2300,310260,20,-105,-10,STILL,99.0,0,31,0,0,-11,-105,-10
11-07 17:01:39.546,YES,23024675237700,99,16185,2300,310260,22,-104,-12,STILL,99.0,0,31,0,0,-9,-104,-12
11-07 17:01:45.556,YES,23025926316366,99,16185,2300,310260,20,-107,-12,STILL,99.0,0,31,0,0,-11,-107,-12
11-07 17:01:51.545,YES,23026422922562,99,16185,2300,310260,20,-108,-13,STILL,99.0,0,31,0,0,-11,-108,-13
11-07 17:02:03.581,YES,23027665525550,99,16185,2300,310260,17,-117,-17,STILL,44.0,1,14,-114,-16,3,-3,-1
11-07 17:02:09.652,YES,23028050691995,44,16185,675,310260,19,-112,-18,STILL,99.0,1,12,-112,-14,7,0,-4
11-07 17:02:15.798,YES,23028394281352,99,16185,675,310260,23,-92,-6,WALKING,99.0,0,18,-106,-18,5,14,12
11-07 17:02:17.813,YES,23030549233389,99,16185,675,310260,18,-111,-15,WALKING,116.0,1,18,-108,-16,0,-3,1
11-07 17:02:23.603,YES,23032317571951,116,16185,2300,310260,16,-112,-9,WALKING,116.0,0,10,-124,-16,6,12,7
11-07 17:02:29.325,YES,23032682341571,116,16185,2300,310260,30,-90,-15,WALKING,116.0,0,23,-95,-19,7,5,4
11-07 17:02:31.331,YES,23034814054908,116,16185,2300,310260,29,-84,-8,WALKING,116.0,0,22,-101,-18,7,17,10
11-07 17:02:33.818,YES,23037311361563,116,16185,2300,310260,31,-74,-7,WALKING,116.0,0,29,-91,-20,2,17,13
11-07 17:02:36.309,YES,23039327577545,116,16185,2300,310260,31,-80,-10,WALKING,116.0,0,29,-91,-20,2,11,10
11-07 17:02:38.316,YES,23041809836542,116,16185,2300,310260,31,-77,-8,WALKING,116.0,0,26,-92,-20,5,15,12
11-07 17:02:40.823,YES,23044313804917,116,16185,2300,310260,31,-77,-13,WALKING,116.0,0,27,-89,-20,4,12,7
11-07 17:02:43.337,YES,23046825344334,116,16185,2300,310260,31,-78,-13,WALKING,116.0,0,27,-89,-20,4,11,7
11-07 17:02:45.846,YES,23049326749947,116,16185,2300,310260,28,-92,-14,WALKING,116.0,0,22,-97,-19,6,5,5
11-07 17:02:48.344,YES,23051827497645,116,16185,2300,310260,27,-95,-12,WALKING,116.0,0,22,-102,-20,5,7,8
11-07 17:02:50.840,YES,23054326562789,116,16185,2300,310260,23,-103,-16,WALKING,46.0,1,16,-112,-20,7,9,4
11-07 17:02:53.347,YES,23056831356893,46,16185,2300,310260,26,-94,-13,WALKING,46.0,0,31,0,0,-5,-94,-13
11-07 17:02:55.851,YES,23059332676205,46,16185,2300,310260,28,-93,-14,WALKING,46.0,0,31,0,0,-3,-93,-14
11-07 17:02:58.330,YES,23061538237518,46,16185,2300,310260,29,-91,-15,UNKNOWN,46.0,0,31,0,0,-2,-91,-15
11-07 17:03:00.340,YES,23063831946913,46,16185,2300,310260,31,-85,-13,UNKNOWN,46.0,0,31,0,0,0,-85,-13
11-07 17:03:02.365,YES,23065852674563,46,16185,2300,310260,31,-85,-14,UNKNOWN,46.0,0,31,0,0,0,-85,-14
11-07 17:03:04.961,YES,23068443145654,46,16185,2300,310260,31,-83,-13,UNKNOWN,46.0,0,31,0,0,0,-83,-13
11-07 17:03:12.668,YES,23070895329648,46,16185,2300,310260,27,-94,-13,UNKNOWN,46.0,0,31,0,0,-4,-94,-13
11-07 17:03:18.799,YES,23071199344783,46,16185,2300,310260,25,-95,-11,UNKNOWN,46.0,0,31,0,0,-6,-95,-11
11-07 17:03:20.851,YES,23073469312769,46,16185,2300,310260,26,-94,-12,UNKNOWN,46.0,0,31,0,0,-5,-94,-12
11-07 17:03:27.683,YES,23074401828539,46,16185,2300,310260,30,-90,-15,UNKNOWN,46.0,0,31,0,0,-1,-90,-15
11-07 17:03:33.616,YES,23076809244352,46,16185,2300,310260,27,-90,-9,UNKNOWN,46.0,0,31,0,0,-4,-90,-9
11-07 17:03:45.608,YES,23077502965984,46,16185,2300,310260,23,-104,-16,UNKNOWN,46.0,0,31,0,0,-8,-104,-16
11-07 17:03:51.602,YES,23077910478212,46,16185,2300,310260,20,-116,-20,UNKNOWN,107.0,1,16,-111,-12,4,-5,-8
11-07 17:03:57.564,YES,23079093803017,107,16185,675,310260,21,-103,-12,UNKNOWN,107.0,0,14,-114,-20,7,11,8
11-07 17:04:03.607,YES,23079704873130,107,16185,675,310260,24,-97,-13,UNKNOWN,107.0,0,14,-114,-20,10,17,7
11-07 17:04:09.692,YES,23080037226653,107,16185,675,310260,23,-98,-10,UNKNOWN,107.0,0,14,-114,-20,9,16,10
11-07 17:04:21.548,YES,23080812564438,107,16185,675,310260,23,-101,-12,UNKNOWN,107.0,0,16,-109,-19,7,8,7
11-07 17:04:33.561,YES,23081470436952,107,16185,675,310260,25,-101,-15,UNKNOWN,107.0,0,18,-103,-16,7,2,1
11-07 17:04:34.066,YES,23081495273673,107,16185,675,310260,25,-101,-15,UNKNOWN,107.0,0,18,-103,-16,7,2,1
11-07 17:04:45.605,YES,23082670858998,107,16185,675,310260,23,-101,-13,UNKNOWN,107.0,0,18,-102,-14,5,1,1
11-07 17:04:48.105,YES,23085189077426,107,16185,675,310260,24,-101,-15,UNKNOWN,107.0,0,18,-105,-17,6,4,2
11-07 17:04:50.619,YES,23087705010073,107,16185,675,310260,25,-101,-15,UNKNOWN,107.0,0,19,-101,-16,6,0,1
11-07 17:04:51.063,YES,23087720132835,107,16185,675,310260,25,-101,-15,UNKNOWN,107.0,0,19,-101,-16,6,0,1
11-07 17:04:53.144,YES,23090206707353,107,16185,675,310260,24,-100,-16,UNKNOWN,107.0,0,19,-102,-15,5,2,-1
11-07 17:04:55.636,YES,23092725065312,107,16185,675,310260,24,-101,-15,UNKNOWN,107.0,0,18,-104,-18,6,3,3
11-07 17:04:58.149,YES,23095228198791,107,16185,675,310260,25,-99,-13,UNKNOWN,107.0,0,18,-107,-15,7,8,2
11-07 17:05:00.677,YES,23097775470451,107,16185,675,310260,23,-101,-14,UNKNOWN,107.0,0,19,-105,-20,4,4,6
11-07 17:05:07.553,YES,23098968314841,107,16185,675,310260,25,-98,-13,UNKNOWN,107.0,0,18,-102,-16,7,4,3
11-07 17:05:10.208,YES,23101604144582,107,16185,675,310260,23,-97,-10,UNKNOWN,107.0,0,16,-101,-10,7,4,0
11-07 17:05:12.257,YES,23103661254996,107,16185,675,310260,25,-96,-14,UNKNOWN,107.0,0,21,-103,-20,4,7,6
11-07 17:05:14.586,YES,23105975486216,107,16185,675,310260,27,-91,-12,UNKNOWN,107.0,0,20,-103,-20,7,12,8
11-07 17:05:17.115,YES,23108502738968,107,16185,675,310260,25,-98,-15,UNKNOWN,107.0,0,18,-105,-19,7,7,4
11-07 17:05:23.568,YES,23109486340368,107,16185,675,310260,22,-106,-17,UNKNOWN,107.0,0,16,-111,-17,6,5,0
11-07 17:05:24.080,YES,23109494820629,107,16185,675,310260,22,-106,-17,UNKNOWN,107.0,0,16,-111,-17,6,5,0
11-07 17:05:26.115,YES,23112010209057,107,16185,675,310260,22,-105,-16,UNKNOWN,169.0,1,31,0,0,-9,-105,-16
11-07 17:05:31.652,YES,23113032413377,169,16169,675,310260,25,-102,-19,UNKNOWN,169.0,0,18,-106,-17,7,4,-2
11-07 17:05:42.561,YES,23113746748344,169,16169,675,310260,19,-119,-20,UNKNOWN,169.0,0,13,-114,-17,6,-5,-3
11-07 17:05:48.641,YES,23114159090781,169,16169,675,310260,18,-116,-19,UNKNOWN,169.0,0,13,-113,-17,5,-3,-2
11-07 17:05:54.953,YES,23114422264818,169,16169,675,310260,17,-120,-20,UNKNOWN,169.0,0,10,-124,-20,7,4,0
11-07 17:06:00.632,YES,23115347192879,169,16169,675,310260,19,-115,-20,UNKNOWN,169.0,0,13,-114,-17,6,-1,-3
11-07 17:06:06.721,YES,23115674478744,169,16169,675,310260,22,-112,-20,UNKNOWN,107.0,1,31,0,0,-9,-112,-20
11-07 17:06:13.635,YES,23116738760309,107,16185,675,310260,22,-102,-13,UNKNOWN,107.0,0,16,-109,-17,6,7,4
11-07 17:06:23.246,YES,23117347924432,107,16185,675,310260,24,-102,-16,UNKNOWN,107.0,0,17,-109,-20,7,7,4
11-07 17:06:25.765,YES,23119866327808,107,16185,675,310260,23,-101,-15,UNKNOWN,107.0,0,18,-107,-19,5,6,4
11-07 17:06:28.274,YES,23122376849100,107,16185,675,310260,26,-93,-12,UNKNOWN,107.0,0,20,-106,-20,6,13,8
11-07 17:06:30.785,YES,23124884043620,107,16185,675,310260,24,-100,-15,UNKNOWN,107.0,0,17,-107,-19,7,7,4
11-07 17:06:33.291,YES,23127392465954,107,16185,675,310260,23,-102,-14,UNKNOWN,107.0,0,17,-111,-20,6,9,6
11-07 17:06:35.810,YES,23129909444798,107,16185,675,310260,23,-103,-16,UNKNOWN,107.0,0,16,-111,-20,7,8,4
11-07 17:06:38.082,YES,23132172587419,107,16185,675,310260,24,-99,-15,UNKNOWN,107.0,0,18,-107,-19,6,8,4
11-07 17:06:40.581,YES,23134668594907,107,16185,675,310260,23,-102,-16,UNKNOWN,107.0,0,19,-107,-20,4,5,4
11-07 17:06:43.092,YES,23137180983908,107,16185,675,310260,25,-94,-11,UNKNOWN,107.0,0,19,-108,-19,6,14,8
11-07 17:06:45.599,YES,23139687326918,107,16185,675,310260,26,-95,-15,UNKNOWN,107.0,0,21,-102,-20,5,7,5
11-07 17:06:48.106,YES,23142199343626,107,16185,675,310260,24,-97,-12,UNKNOWN,107.0,0,17,-112,-20,7,15,8
11-07 17:06:50.621,YES,23144710518981,107,16185,675,310260,24,-99,-15,UNKNOWN,107.0,0,18,-108,-20,6,9,5
11-07 17:06:56.646,YES,23146102296776,107,16185,675,310260,24,-96,-10,UNKNOWN,107.0,0,0,-1000,-1000,24,904,990
11-07 17:07:02.590,YES,23146753243559,107,16185,675,310260,26,-98,-16,UNKNOWN,107.0,0,0,-1000,-1000,26,902,984
11-07 17:07:08.616,YES,23147238445587,107,16185,675,310260,22,-103,-15,UNKNOWN,107.0,0,0,-1000,-1000,22,897,985
11-07 17:07:14.705,YES,23147586180726,107,16185,675,310260,24,-96,-12,UNKNOWN,107.0,0,17,-110,-18,7,14,6
11-07 17:07:24.677,YES,23148397661640,107,16185,675,310260,26,-94,-13,UNKNOWN,107.0,0,20,-104,-18,6,10,5
11-07 17:07:27.209,YES,23150921424235,107,16185,675,310260,24,-94,-9,UNKNOWN,107.0,0,19,-106,-20,5,12,11
11-07 17:07:32.616,YES,23151625617170,107,16185,675,310260,25,-95,-13,UNKNOWN,107.0,0,20,-105,-20,5,10,7
11-07 17:07:38.713,YES,23151954414442,107,16185,675,310260,26,-97,-15,UNKNOWN,107.0,0,22,-100,-20,4,3,5
11-07 17:07:44.614,YES,23152561460336,107,16185,675,310260,28,-88,-11,UNKNOWN,107.0,0,0,-1000,-1000,28,912,989
11-07 17:07:56.615,YES,23153311191192,107,16185,675,310260,26,-95,-16,UNKNOWN,107.0,0,21,-97,-15,5,2,-1
11-07 17:08:02.591,YES,23154012231835,107,16185,675,310260,24,-103,-18,UNKNOWN,107.0,0,19,-104,-19,5,1,1
11-07 17:08:06.720,YES,23155022857560,107,16185,675,310260,24,-102,-17,UNKNOWN,107.0,0,31,0,0,-7,-102,-17
11-07 17:08:09.378,YES,23157690134545,107,16185,675,310260,25,-105,-20,UNKNOWN,30.0,1,20,-95,-13,5,-10,-7
11-07 17:08:14.645,YES,23158195966210,30,16169,2300,310260,29,-86,-11,UNKNOWN,30.0,0,24,-94,-15,5,8,4
11-07 17:08:16.976,YES,23159178452818,30,16169,2300,310260,29,-86,-10,UNKNOWN,30.0,0,21,-104,-20,8,18,10
11-07 17:08:19.526,YES,23161716988540,30,16169,2300,310260,25,-94,-10,UNKNOWN,30.0,0,21,-98,-18,4,4,8
11-07 17:08:22.041,YES,23164235535874,30,16169,2300,310260,25,-95,-11,UNKNOWN,30.0,0,17,-108,-14,8,13,3
11-07 17:08:24.552,YES,23166739483831,30,16169,2300,310260,29,-85,-9,UNKNOWN,30.0,0,23,-101,-20,6,16,11
11-07 17:08:27.065,YES,23169254545020,30,16169,2300,310260,26,-94,-11,UNKNOWN,30.0,0,18,-106,-19,8,12,8
11-07 17:08:29.531,YES,23171496902535,30,16169,2300,310260,28,-88,-10,UNKNOWN,30.0,0,21,-109,-20,7,21,10
11-07 17:08:35.612,YES,23172522046699,30,16169,2300,310260,26,-93,-11,UNKNOWN,30.0,0,19,-103,-13,7,10,2
