time,activity,status
11-20 17:37:00.012,STILL,ENTER
11-20 17:37:34.150,STILL,EXIT
11-20 17:37:34.162,WALKING,ENTER
11-20 17:39:57.975,WALKING,EXIT
11-20 17:39:58.000,UNKNOWN,ENTER
11-20 17:40:34.936,UNKNOWN,EXIT
11-20 17:40:34.963,WALKING,ENTER
11-20 17:42:14.494,WALKING,EXIT
11-20 17:42:14.521,UNKNOWN,ENTER
11-20 17:42:36.776,UNKNOWN,EXIT
