time, mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
11-12 13:23:03.263,2649704015883,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:03.763,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:03.768,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:03.807,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:04.255,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:04.269,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:04.780,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:04.806,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:04.843,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:05.254,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:05.257,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:05.751,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:05.753,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:05.805,2652201393371,79,34624,850,310410,24,-96,-9,2147483647,2147483647,2147483647
11-12 13:23:06.255,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:06.258,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:06.754,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:06.756,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:06.807,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:07.278,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:07.283,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:07.786,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:07.794,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:07.825,2654262009514,79,34624,850,310410,24,-97,-8,2147483647,2147483647,2147483647
11-12 13:23:08.254,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:08.256,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:08.757,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:08.759,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:08.808,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:09.256,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:09.258,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:09.769,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:09.776,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:09.805,2656298435602,79,34624,850,310410,26,-99,-16,2147483647,2147483647,2147483647
11-12 13:23:10.268,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:10.271,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:10.759,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:10.763,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:11.260,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:11.262,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:11.760,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:11.762,2658707967822,79,34624,850,310410,23,-100,-12,2147483647,2147483647,2147483647
11-12 13:23:12.324,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:12.336,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:12.786,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:12.813,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:13.284,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:13.353,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:13.777,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:13.781,2660743896722,79,34624,850,310410,22,-102,-11,2147483647,2147483647,2147483647
11-12 13:23:20.243,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:20.362,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:20.469,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:20.677,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:20.699,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:21.178,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:21.184,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:21.678,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:21.686,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:21.810,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:22.177,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:22.193,2662916230012,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:22.690,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:22.699,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:22.810,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:23.178,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:23.180,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:23.682,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:23.684,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:23.809,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:24.183,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:24.186,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:24.679,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:24.704,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:24.806,2665363423016,79,34624,850,310410,17,-111,-12,2147483647,2147483647,2147483647
11-12 13:23:25.178,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:25.183,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:25.681,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:25.684,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:25.810,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:26.180,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:26.183,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:26.682,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:26.685,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:26.809,2667496459374,79,34624,850,310410,19,-110,-13,2147483647,2147483647,2147483647
11-12 13:23:27.192,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:27.196,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:27.708,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:27.715,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:27.828,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:28.208,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:28.216,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:28.727,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:28.774,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:28.820,2669866251121,79,34624,850,310410,17,-111,-11,2147483647,2147483647,2147483647
11-12 13:23:29.248,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:29.254,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:29.701,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:29.708,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:29.835,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:30.211,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:30.220,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:30.708,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:30.734,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:30.822,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:31.215,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:31.224,2671899925698,79,34624,850,310410,18,-110,-12,2147483647,2147483647,2147483647
11-12 13:23:31.761,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:31.771,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:31.819,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:32.212,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:32.230,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:32.721,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:32.744,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:32.814,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:33.231,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:33.238,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:33.718,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:33.725,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:33.822,2674406140740,79,34624,850,310410,19,-109,-10,2147483647,2147483647,2147483647
11-12 13:23:34.218,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:34.228,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:34.729,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:34.754,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:34.821,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:35.219,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:35.231,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:35.721,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:35.734,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:35.850,2676545509442,79,34624,850,310410,20,-104,-10,2147483647,2147483647,2147483647
11-12 13:23:36.251,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:36.260,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:36.723,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:36.752,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:37.227,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:37.236,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:37.725,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:37.735,2678905683532,79,34624,850,310410,20,-105,-11,2147483647,2147483647,2147483647
11-12 13:23:38.548,2681214923866,79,34624,850,310410,21,-103,-11,2147483647,2147483647,2147483647
11-12 13:23:38.556,2681214923866,79,34624,850,310410,21,-103,-11,2147483647,2147483647,2147483647
11-12 13:24:09.224,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:09.240,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:09.722,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:09.730,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:10.225,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:10.234,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:10.739,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:10.766,2681702731831,79,34624,850,310410,26,-91,-9,2147483647,2147483647,2147483647
11-12 13:24:29.000,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:29.004,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:29.520,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:29.574,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:30.009,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:30.020,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:30.511,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:30.523,2683699883645,79,34624,850,310410,31,-80,-9,2147483647,2147483647,2147483647
11-12 13:24:31.013,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:31.038,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:31.498,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:31.500,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:31.988,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:31.996,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:32.506,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:32.519,2685718886242,79,34624,850,310410,29,-86,-8,2147483647,2147483647,2147483647
11-12 13:24:37.249,2687648764819,79,34624,850,310410,29,-82,-7,2147483647,2147483647,2147483647
11-12 13:24:37.275,2687648764819,79,34624,850,310410,29,-82,-7,2147483647,2147483647,2147483647
11-12 13:24:48.462,2688289103373,79,34624,850,310410,31,-82,-10,2147483647,2147483647,2147483647
11-12 13:24:48.501,2688289103373,79,34624,850,310410,31,-82,-10,2147483647,2147483647,2147483647
11-12 13:24:54.255,2688997661464,79,34624,850,310410,29,-83,-7,2147483647,2147483647,2147483647
11-12 13:24:54.259,2688997661464,79,34624,850,310410,29,-83,-7,2147483647,2147483647,2147483647
11-12 13:25:00.246,2689423245934,79,34624,850,310410,30,-84,-9,2147483647,2147483647,2147483647
11-12 13:25:00.250,2689423245934,79,34624,850,310410,30,-84,-9,2147483647,2147483647,2147483647
11-12 13:25:11.244,2690173698404,79,34624,850,310410,29,-83,-7,2147483647,2147483647,2147483647
11-12 13:25:11.247,2690173698404,79,34624,850,310410,29,-83,-7,2147483647,2147483647,2147483647
11-12 13:25:17.293,2690544768076,79,34624,850,310410,31,-83,-13,2147483647,2147483647,2147483647
11-12 13:25:17.502,2690544768076,79,34624,850,310410,31,-83,-13,2147483647,2147483647,2147483647
11-12 13:25:23.248,2691354347636,79,34624,850,310410,31,-83,-13,2147483647,2147483647,2147483647
11-12 13:25:23.255,2691354347636,79,34624,850,310410,31,-83,-13,2147483647,2147483647,2147483647
11-12 13:25:29.260,2691880096439,79,34624,850,310410,29,-82,-7,2147483647,2147483647,2147483647
11-12 13:25:29.274,2691880096439,79,34624,850,310410,29,-82,-7,2147483647,2147483647,2147483647
11-12 13:25:35.254,2692385418729,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:35.268,2692385418729,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:35.732,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:35.740,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:36.247,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:36.285,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:36.733,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:36.742,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:37.215,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:37.224,2692399897532,79,34624,850,310410,29,-84,-8,2147483647,2147483647,2147483647
11-12 13:25:37.709,2694517087118,79,34624,850,310410,30,-84,-10,2147483647,2147483647,2147483647
11-12 13:25:37.712,2694517087118,79,34624,850,310410,30,-84,-10,2147483647,2147483647,2147483647
11-12 13:25:43.182,2695383685121,79,34624,850,310410,27,-91,-9,2147483647,2147483647,2147483647
11-12 13:25:43.187,2695383685121,79,34624,850,310410,27,-91,-9,2147483647,2147483647,2147483647
11-12 13:25:55.149,2695743919740,79,34624,850,310410,26,-94,-12,2147483647,2147483647,2147483647
11-12 13:25:55.160,2695743919740,79,34624,850,310410,26,-94,-12,2147483647,2147483647,2147483647
11-12 13:26:01.254,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:01.266,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:01.697,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:01.702,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:02.225,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:02.249,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:02.726,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:02.738,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:03.233,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:03.242,2696576795813,79,34624,850,310410,27,-91,-10,2147483647,2147483647,2147483647
11-12 13:26:03.700,2698986261626,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:03.705,2698986261626,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:04.206,2698986261626,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:04.226,2698986261626,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:09.191,2700109479654,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:09.194,2700109479654,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:09.681,2700109479654,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
11-12 13:26:09.694,2700109479654,79,34624,850,310410,27,-89,-8,2147483647,2147483647,2147483647
