time, mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
11-12 14:01:30.275,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:30.290,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:30.759,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:30.777,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:31.432,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:31.435,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:31.991,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:32.001,3140594428744,434,34635,850,310410,18,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:32.521,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:32.526,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:33.329,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:33.331,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:34.094,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:34.097,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:34.106,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:34.113,3142770725211,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:34.631,3144887597505,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:01:34.635,3144887597505,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:01:35.110,3144887597505,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:01:35.115,3144887597505,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:01:35.610,3144887597505,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:01:35.615,3144887597505,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:01:42.299,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:42.303,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:42.786,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:42.797,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:43.293,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:43.319,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:43.787,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:43.794,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:44.291,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:44.306,3146621669657,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:01:44.814,3149126347250,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:44.821,3149126347250,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:45.398,3149126347250,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:45.410,3149126347250,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:01:50.310,3150748093141,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:01:50.312,3150748093141,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:01:50.821,3150748093141,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:01:51.526,3150748093141,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:01:51.546,3150748093141,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:01:51.558,3150748093141,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:01:52.355,3152526933682,434,34635,850,310410,16,-118,-15,2147483647,2147483647,2147483647
11-12 14:01:52.358,3152526933682,434,34635,850,310410,16,-118,-15,2147483647,2147483647,2147483647
11-12 14:01:56.277,3153142509213,434,34635,850,310410,17,-115,-16,2147483647,2147483647,2147483647
11-12 14:01:56.287,3153142509213,434,34635,850,310410,17,-115,-16,2147483647,2147483647,2147483647
11-12 14:02:02.330,3153997408621,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:02.371,3153997408621,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:02.794,3153997408621,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:02.993,3153997408621,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:09.303,3155101645606,434,34635,850,310410,17,-114,-15,2147483647,2147483647,2147483647
11-12 14:02:09.319,3155101645606,434,34635,850,310410,17,-114,-15,2147483647,2147483647,2147483647
11-12 14:02:18.820,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:18.826,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:19.293,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:19.300,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:19.791,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:19.796,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:20.292,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:20.301,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:20.795,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:20.810,3155830243699,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:02:21.289,3157955114119,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:02:21.296,3157955114119,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:02:21.788,3157955114119,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:02:21.792,3157955114119,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:02:26.376,3159302547482,434,34635,850,310410,17,-116,-15,2147483647,2147483647,2147483647
11-12 14:02:26.380,3159302547482,434,34635,850,310410,17,-116,-15,2147483647,2147483647,2147483647
11-12 14:02:38.289,3159929558222,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:02:38.291,3159929558222,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:02:44.367,3160328727480,434,34635,850,310410,17,-115,-16,2147483647,2147483647,2147483647
11-12 14:02:44.379,3160328727480,434,34635,850,310410,17,-115,-16,2147483647,2147483647,2147483647
11-12 14:02:51.310,3161528101142,434,34635,850,310410,17,-112,-12,2147483647,2147483647,2147483647
11-12 14:02:51.319,3161528101142,434,34635,850,310410,17,-112,-12,2147483647,2147483647,2147483647
11-12 14:02:57.351,3161977831811,434,34635,850,310410,17,-116,-16,2147483647,2147483647,2147483647
11-12 14:02:57.358,3161977831811,434,34635,850,310410,17,-116,-16,2147483647,2147483647,2147483647
11-12 14:03:03.438,3162405133260,434,34635,850,310410,15,-117,-13,2147483647,2147483647,2147483647
11-12 14:03:03.450,3162405133260,434,34635,850,310410,15,-117,-13,2147483647,2147483647,2147483647
11-12 14:03:09.384,3162927809041,434,34635,850,310410,16,-117,-14,2147483647,2147483647,2147483647
11-12 14:03:09.386,3162927809041,434,34635,850,310410,16,-117,-14,2147483647,2147483647,2147483647
11-12 14:03:21.272,3163601176661,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:03:21.290,3163601176661,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:03:21.928,3163608472078,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:03:21.930,3163608472078,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:03:22.409,3163608472078,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:03:27.268,3163608472078,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:03:33.301,3165440196479,434,34635,850,310410,16,-117,-16,2147483647,2147483647,2147483647
11-12 14:03:33.309,3165440196479,434,34635,850,310410,16,-117,-16,2147483647,2147483647,2147483647
11-12 14:03:39.347,3165873440637,434,34635,850,310410,16,-118,-17,2147483647,2147483647,2147483647
11-12 14:03:39.349,3165873440637,434,34635,850,310410,16,-118,-17,2147483647,2147483647,2147483647
11-12 14:03:45.672,3166241229892,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:03:45.687,3166241229892,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:03:52.266,3167266780203,434,34635,850,310410,17,-116,-16,2147483647,2147483647,2147483647
11-12 14:03:52.272,3167266780203,434,34635,850,310410,17,-116,-16,2147483647,2147483647,2147483647
11-12 14:03:58.660,3167642505917,434,34635,850,310410,15,-119,-15,2147483647,2147483647,2147483647
11-12 14:03:58.668,3167642505917,434,34635,850,310410,15,-119,-15,2147483647,2147483647,2147483647
11-12 14:04:04.305,3168420206255,434,34635,850,310410,15,-116,-12,2147483647,2147483647,2147483647
11-12 14:04:04.314,3168420206255,434,34635,850,310410,15,-116,-12,2147483647,2147483647,2147483647
11-12 14:04:04.772,3168420206255,434,34635,850,310410,15,-116,-12,2147483647,2147483647,2147483647
11-12 14:04:04.793,3168420206255,434,34635,850,310410,15,-116,-12,2147483647,2147483647,2147483647
11-12 14:04:10.581,3169160512944,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:04:10.584,3169160512944,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:04:16.376,3169840419053,434,34635,850,310410,16,-117,-16,2147483647,2147483647,2147483647
11-12 14:04:22.234,3169840419053,434,34635,850,310410,16,-117,-16,2147483647,2147483647,2147483647
11-12 14:04:22.553,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:22.559,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:23.055,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:23.063,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:23.558,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:23.579,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:24.050,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:24.077,3170225321331,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:04:24.580,3172489565879,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:04:24.588,3172489565879,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:04:25.054,3172489565879,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:04:25.056,3172489565879,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:04:36.261,3173628973233,434,34635,850,310410,17,-117,-16,2147483647,2147483647,2147483647
11-12 14:04:36.267,3173628973233,434,34635,850,310410,17,-117,-16,2147483647,2147483647,2147483647
11-12 14:04:36.755,3173628973233,434,34635,850,310410,17,-117,-16,2147483647,2147483647,2147483647
11-12 14:04:36.771,3173628973233,434,34635,850,310410,17,-117,-16,2147483647,2147483647,2147483647
11-12 14:04:48.327,3174888226327,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:04:48.347,3174888226327,434,34635,850,310410,18,-115,-17,2147483647,2147483647,2147483647
11-12 14:04:54.358,3175284978189,434,34635,850,310410,17,-118,-17,2147483647,2147483647,2147483647
11-12 14:04:54.367,3175284978189,434,34635,850,310410,17,-118,-17,2147483647,2147483647,2147483647
11-12 14:05:00.593,3175657787289,434,34635,850,310410,17,-116,-15,2147483647,2147483647,2147483647
11-12 14:05:00.595,3175657787289,434,34635,850,310410,17,-116,-15,2147483647,2147483647,2147483647
11-12 14:05:01.169,3175657787289,434,34635,850,310410,17,-116,-15,2147483647,2147483647,2147483647
11-12 14:05:01.172,3175657787289,434,34635,850,310410,17,-116,-15,2147483647,2147483647,2147483647
11-12 14:05:06.353,3177293396306,434,34635,850,310410,19,-112,-15,2147483647,2147483647,2147483647
11-12 14:05:06.356,3177293396306,434,34635,850,310410,19,-112,-15,2147483647,2147483647,2147483647
11-12 14:05:12.405,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:12.409,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:12.910,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:12.918,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:13.405,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:13.409,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:14.146,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:14.148,3177613379359,434,34635,850,310410,18,-112,-11,2147483647,2147483647,2147483647
11-12 14:05:18.337,3179940849330,434,34635,850,310410,19,-113,-16,2147483647,2147483647,2147483647
11-12 14:05:18.348,3179940849330,434,34635,850,310410,19,-113,-16,2147483647,2147483647,2147483647
11-12 14:05:30.289,3180701682010,434,34635,850,310410,14,-120,-15,2147483647,2147483647,2147483647
11-12 14:05:30.294,3180701682010,434,34635,850,310410,14,-120,-15,2147483647,2147483647,2147483647
11-12 14:05:33.830,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:33.836,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:34.328,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:34.333,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:34.829,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:34.833,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:35.330,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:35.334,3181134352470,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:05:35.841,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:35.855,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:36.336,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:36.344,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:36.838,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:36.839,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:37.350,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:37.354,3183190991164,434,34635,850,310410,14,-122,-15,2147483647,2147483647,2147483647
11-12 14:05:37.866,3185208594751,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:05:37.869,3185208594751,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:05:42.289,3186042168375,434,34635,850,310410,13,-124,-17,2147483647,2147483647,2147483647
11-12 14:05:42.291,3186042168375,434,34635,850,310410,13,-124,-17,2147483647,2147483647,2147483647
11-12 14:05:54.303,3186419632684,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:05:54.326,3186419632684,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:06:00.317,3187279913967,434,34635,850,310410,18,-114,-17,2147483647,2147483647,2147483647
11-12 14:06:00.341,3187279913967,434,34635,850,310410,18,-114,-17,2147483647,2147483647,2147483647
11-12 14:06:04.958,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:04.961,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:05.438,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:05.440,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:05.950,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:05.954,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:06.458,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:06.463,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:06.961,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:06.969,3187913317051,434,34635,850,310410,18,-113,-16,2147483647,2147483647,2147483647
11-12 14:06:07.457,3190064611797,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:07.464,3190064611797,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:07.958,3190064611797,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:07.963,3190064611797,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:08.447,3190064611797,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:08.453,3190064611797,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:13.343,3191897414480,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:06:13.354,3191897414480,434,34635,850,310410,16,-116,-15,2147483647,2147483647,2147483647
11-12 14:06:19.313,3192380581142,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:06:19.314,3192380581142,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:06:31.278,3193094948140,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:06:31.283,3193094948140,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:06:43.300,3193822062953,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:43.308,3193822062953,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:43.780,3193822062953,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:43.788,3193822062953,434,34635,850,310410,16,-116,-14,2147483647,2147483647,2147483647
11-12 14:06:55.307,3195040241355,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:06:55.313,3195040241355,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:07:01.406,3195415743268,434,34635,850,310410,16,-113,-11,2147483647,2147483647,2147483647
11-12 14:07:07.245,3195415743268,434,34635,850,310410,16,-113,-11,2147483647,2147483647,2147483647
11-12 14:07:13.307,3196169403707,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:07:13.314,3196169403707,434,34635,850,310410,16,-114,-12,2147483647,2147483647,2147483647
11-12 14:07:19.346,3196638628598,434,34635,850,310410,15,-116,-13,2147483647,2147483647,2147483647
11-12 14:07:19.350,3196638628598,434,34635,850,310410,15,-116,-13,2147483647,2147483647,2147483647
11-12 14:07:30.275,3197337819032,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:07:30.280,3197337819032,434,34635,850,310410,16,-117,-15,2147483647,2147483647,2147483647
11-12 14:07:36.625,3197699150422,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:07:36.628,3197699150422,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:07:36.976,3197699150422,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:07:36.979,3197699150422,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:07:43.415,3198791317823,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:07:49.307,3198791317823,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:07:55.308,3199633205667,434,34635,850,310410,14,-123,-17,2147483647,2147483647,2147483647
11-12 14:07:55.318,3199633205667,434,34635,850,310410,14,-123,-17,2147483647,2147483647,2147483647
11-12 14:08:01.390,3199981313827,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:08:01.393,3199981313827,434,34635,850,310410,18,-114,-15,2147483647,2147483647,2147483647
11-12 14:08:07.530,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:07.535,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:08.033,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:08.038,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:08.531,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:08.537,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:09.022,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:09.033,3200347112353,434,34635,850,310410,18,-113,-14,2147483647,2147483647,2147483647
11-12 14:08:09.543,3202610858880,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:08:09.558,3202610858880,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:08:10.355,3202610858880,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:08:10.357,3202610858880,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:08:10.844,3202610858880,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:08:10.846,3202610858880,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:08:21.301,3204604714860,434,34635,850,310410,14,-122,-16,2147483647,2147483647,2147483647
11-12 14:08:21.311,3204604714860,434,34635,850,310410,14,-122,-16,2147483647,2147483647,2147483647
11-12 14:08:27.390,3204981278335,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:08:27.393,3204981278335,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:08:39.299,3205693402208,434,34635,850,310410,12,-127,-18,2147483647,2147483647,2147483647
11-12 14:08:39.316,3205693402208,434,34635,850,310410,12,-127,-18,2147483647,2147483647,2147483647
11-12 14:08:45.369,3206080670215,434,34635,850,310410,12,-127,-17,2147483647,2147483647,2147483647
11-12 14:08:45.385,3206080670215,434,34635,850,310410,12,-127,-17,2147483647,2147483647,2147483647
11-12 14:08:51.604,3206410986550,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:08:51.606,3206410986550,434,34635,850,310410,15,-119,-16,2147483647,2147483647,2147483647
11-12 14:08:57.353,3207153701364,434,34635,850,310410,13,-122,-14,2147483647,2147483647,2147483647
11-12 14:08:57.358,3207153701364,434,34635,850,310410,13,-122,-14,2147483647,2147483647,2147483647
11-12 14:09:09.260,3207766163612,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:09.262,3207766163612,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:09.755,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:09.774,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:10.257,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:10.262,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:10.747,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:10.753,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:11.256,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:11.263,3207775435436,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:11.866,3210365836788,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:11.868,3210365836788,434,34635,850,310410,17,-115,-15,2147483647,2147483647,2147483647
11-12 14:09:15.388,3210797233289,434,34635,850,310410,19,-112,-16,2147483647,2147483647,2147483647
11-12 14:09:15.407,3210797233289,434,34635,850,310410,19,-112,-16,2147483647,2147483647,2147483647
11-12 14:09:20.688,3211355586730,434,34635,850,310410,17,-115,-16,2147483647,2147483647,2147483647
11-12 14:09:20.692,3211355586730,434,34635,850,310410,17,-115,-16,2147483647,2147483647,2147483647
11-12 14:09:29.647,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:29.649,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:30.126,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:30.134,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:30.628,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:30.633,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:31.129,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:31.135,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:31.637,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:31.663,3212078026907,434,34635,850,310410,17,-114,-14,2147483647,2147483647,2147483647
11-12 14:09:37.286,3214681128260,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:09:37.291,3214681128260,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:09:43.381,3215067932152,434,34635,850,310410,19,-113,-16,2147483647,2147483647,2147483647
11-12 14:09:43.387,3215067932152,434,34635,850,310410,19,-113,-16,2147483647,2147483647,2147483647
11-12 14:09:49.319,3215854940720,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:09:49.344,3215854940720,434,34635,850,310410,18,-114,-16,2147483647,2147483647,2147483647
11-12 14:09:55.384,3216243074040,434,34635,850,310410,17,-112,-13,2147483647,2147483647,2147483647
11-12 14:09:55.392,3216243074040,434,34635,850,310410,17,-112,-13,2147483647,2147483647,2147483647
11-12 14:10:01.266,3216842537121,434,34635,850,310410,19,-112,-15,2147483647,2147483647,2147483647
