time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,rssnr,cqi,ta
11-21 15:13:42.218,NO,137875963365090,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:46.049,YES,137876322609032,322,34624,850,310410,31,-80,-14,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,88,2147483647,850,nullnull,27,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:46.049,NO,137876322609032,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:46.052,YES,137876322609032,322,34624,850,310410,31,-80,-14,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,88,2147483647,850,nullnull,27,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:46.052,NO,137876322609032,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:48.379,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:48.379,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:48.385,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:48.385,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:48.977,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:48.977,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:48.992,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:48.992,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:49.495,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:49.495,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:49.507,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:49.507,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:49.995,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:49.995,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:50.006,YES,137877187119952,322,34624,850,310410,31,-80,-11,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,88,2147483647,850,nullnull,26,-93,-20,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:50.006,NO,137877187119952,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:50.539,YES,137879340847458,322,34624,850,310410,31,-82,-13,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,88,2147483647,850,nullnull,28,-91,-20,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:50.539,NO,137879340847458,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:50.557,YES,137879340847458,322,34624,850,310410,31,-82,-13,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,88,2147483647,850,nullnull,28,-91,-20,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:50.557,NO,137879340847458,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:56.743,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:56.743,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:56.751,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:56.751,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:57.225,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:57.225,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:57.232,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:57.232,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:57.715,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:57.715,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:57.717,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:57.717,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:58.242,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:58.242,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:58.281,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:58.281,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:58.736,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:58.736,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:13:58.746,YES,137880150101393,322,34624,850,310410,31,-85,-13,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:13:58.746,NO,137880150101393,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:14:02.747,YES,137882802290667,322,34624,850,310410,29,-89,-13,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:14:02.747,NO,137882802290667,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:14:02.755,YES,137882802290667,322,34624,850,310410,29,-89,-13,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:14:02.755,NO,137882802290667,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:14:03.364,YES,137882802290667,322,34624,850,310410,29,-89,-13,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:14:03.364,NO,137882802290667,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:14:03.367,YES,137882802290667,322,34624,850,310410,29,-89,-13,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,162,2147483647,9820,nullnull,19,-110,-18,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,263,2147483647,9820,nullnull,14,-110,-16,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,466,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,374,2147483647,5780,nullnull,27,-86,-16,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,96,2147483647,5780,nullnull,27,-88,-16,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,152,2147483647,5780,nullnull,27,-90,-19,2147483647,2147483647,2147483647
11-21 15:14:03.367,NO,137882802290667,50,2147483647,5780,nullnull,27,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:14:09.785,YES,137883852708272,322,34624,850,310410,27,-98,-18,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,406,2147483647,850,nullnull,20,-92,-10,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,162,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,263,2147483647,9820,nullnull,14,-119,-20,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,466,2147483647,9820,nullnull,14,-113,-18,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,0,2147483647,9820,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,374,2147483647,5780,nullnull,25,-94,-20,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,96,2147483647,5780,nullnull,24,-94,-18,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,152,2147483647,5780,nullnull,24,-94,-19,2147483647,2147483647,2147483647
11-21 15:14:09.785,NO,137883852708272,470,2147483647,5780,nullnull,27,-85,-16,2147483647,2147483647,2147483647}]
11-21 15:14:09.787,YES,137883852708272,322,34624,850,310410,27,-98,-18,2147483647,2147483647,2147483647
11-21 15:14:09.787,NO,137883852708272,406,2147483647,850,nullnull,20,-92,-10,2147483647,2147483647,2147483647
11-21 15:14:09.787,NO,137883852708272,162,2147483647,9820,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-21 15:14:09.787,NO,137883852708272,263,2147483647,9820,nullnull,14,-119,-20,2147483647,2147483647,2147483647
11-21 15:14:09.787,NO,137883852708272,466,2147483647,9820,nullnull,14,-113,-18,2147483647,2147483647,2147483647
11-21 15:14:09.787,NO,137883852708272,0,2147483647,9820,nullnull,31,0,0,2147483647,2147483647,2147483647
