time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,rssnr,cqi,ta
11-21 15:00:43.737,NO,137465054772229,171,2147483647,850,nullnull,24,-96,-20,2147483647,2147483647,2147483647
11-21 15:00:43.737,NO,137465054772229,316,2147483647,5780,nullnull,26,-85,-15,2147483647,2147483647,2147483647
11-21 15:00:43.737,NO,137465054772229,218,2147483647,5780,nullnull,26,-89,-17,2147483647,2147483647,2147483647
11-21 15:00:43.737,NO,137465054772229,373,2147483647,5780,nullnull,26,-83,-14,2147483647,2147483647,2147483647}]
11-21 15:00:43.739,YES,137465054772229,234,34624,9820,310410,17,-109,-12,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,116,2147483647,9820,nullnull,10,-124,-20,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,210,2147483647,850,nullnull,24,-92,-16,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,10,2147483647,850,nullnull,24,-89,-13,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,399,2147483647,850,nullnull,24,-94,-19,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,171,2147483647,850,nullnull,24,-96,-20,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,316,2147483647,5780,nullnull,26,-85,-15,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,218,2147483647,5780,nullnull,26,-89,-17,2147483647,2147483647,2147483647
11-21 15:00:43.739,NO,137465054772229,373,2147483647,5780,nullnull,26,-83,-14,2147483647,2147483647,2147483647}]
11-21 15:00:49.759,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:49.759,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:49.766,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:49.766,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:49.774,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:49.774,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:49.786,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:49.786,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:50.269,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:50.269,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:50.273,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:50.273,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:50.290,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:50.290,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:00:50.293,YES,137465497763627,234,34624,9820,310410,18,-108,-13,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,10,2147483647,850,nullnull,22,-92,-13,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,210,2147483647,850,nullnull,23,-96,-17,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,399,2147483647,850,nullnull,23,-94,-16,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,0,2147483647,850,nullnull,31,0,0,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,218,2147483647,5780,nullnull,22,-91,-10,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,316,2147483647,5780,nullnull,22,-91,-13,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,373,2147483647,5780,nullnull,22,-92,-11,2147483647,2147483647,2147483647
11-21 15:00:50.293,NO,137465497763627,223,2147483647,5780,nullnull,22,-100,-20,2147483647,2147483647,2147483647}]
11-21 15:06:01.373,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.373,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:01.682,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:01.726,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.726,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:01.773,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.773,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:01.999,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:01.999,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:02.003,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.003,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:02.443,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.443,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:02.446,YES,137599539003074,38,34624,850,310410,31,-81,-9,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,435,2147483647,850,nullnull,25,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,10,2147483647,850,nullnull,25,-97,-20,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.446,NO,137599539003074,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:02.939,YES,137601903708362,38,34624,850,310410,31,-82,-9,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,435,2147483647,850,nullnull,23,-88,-11,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,10,2147483647,850,nullnull,23,-99,-20,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.939,NO,137601903708362,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:02.941,YES,137601903708362,38,34624,850,310410,31,-82,-9,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,435,2147483647,850,nullnull,23,-88,-11,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,10,2147483647,850,nullnull,23,-99,-20,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:02.941,NO,137601903708362,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:03.442,YES,137601903708362,38,34624,850,310410,31,-82,-9,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,435,2147483647,850,nullnull,23,-88,-11,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,10,2147483647,850,nullnull,23,-99,-20,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:03.442,NO,137601903708362,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:03.447,YES,137601903708362,38,34624,850,310410,31,-82,-9,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,435,2147483647,850,nullnull,23,-88,-11,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,10,2147483647,850,nullnull,23,-99,-20,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,116,2147483647,9820,nullnull,13,-111,-13,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,234,2147483647,9820,nullnull,13,-117,-19,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,53,2147483647,5780,nullnull,26,-79,-8,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,373,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,223,2147483647,5780,nullnull,26,-92,-20,2147483647,2147483647,2147483647
11-21 15:06:03.447,NO,137601903708362,316,2147483647,5780,nullnull,26,-91,-20,2147483647,2147483647,2147483647}]
11-21 15:06:03.943,YES,137601903708362,38,34624,850,310410,31,-82,-9,2147483647,2147483647,2147483647
11-21 15:06:03.943,NO,137601903708362,435,2147483647,850,nullnull,23,-88,-11,2147483647,2147483647,2147483647
