time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,activity,nextAP,handoverOccured,max_ss,max_rsrp,max_rsrq,diff_in_ss,diff_in_rsrp,diff_in_rsrq
11-30 09:37:52.346,YES,84267055507629,202,34624.0,850,310410,19,-107,-10,STILL,202.0,0,0,-1000,-1000,19,893,990
11-30 09:37:54.842,YES,84269559046004,202,34624.0,850,310410,18,-109,-10,STILL,202.0,0,0,-1000,-1000,18,891,990
11-30 09:37:57.307,YES,84271965866452,202,34624.0,850,310410,18,-108,-9,STILL,202.0,0,0,-1000,-1000,18,892,991
11-30 09:37:59.356,YES,84274072524006,202,34624.0,850,310410,17,-109,-9,STILL,202.0,0,0,-1000,-1000,17,891,991
11-30 09:38:01.872,YES,84276580023787,202,34624.0,850,310410,19,-107,-11,STILL,202.0,0,0,-1000,-1000,19,893,989
11-30 09:38:04.378,YES,84279085491849,202,34624.0,850,310410,17,-109,-9,STILL,202.0,0,0,-1000,-1000,17,891,991
11-30 09:38:06.889,YES,84281598061005,202,34624.0,850,310410,19,-107,-10,STILL,202.0,0,0,-1000,-1000,19,893,990
11-30 09:38:09.407,YES,84284113371568,202,34624.0,850,310410,17,-109,-9,STILL,202.0,0,0,-1000,-1000,17,891,991
11-30 09:38:11.908,YES,84286621067026,202,34624.0,850,310410,22,-106,-15,STILL,202.0,0,0,-1000,-1000,22,894,985
11-30 09:38:14.379,YES,84289100576232,202,34624.0,850,310410,17,-109,-8,STILL,202.0,0,0,-1000,-1000,17,891,992
11-30 09:38:16.433,YES,84291142679821,202,34624.0,850,310410,18,-108,-9,STILL,202.0,0,0,-1000,-1000,18,892,991
11-30 09:38:18.901,YES,84293270590658,202,34624.0,850,310410,19,-106,-10,STILL,202.0,0,0,-1000,-1000,19,894,990
11-30 09:38:20.933,YES,84295636292456,202,34624.0,850,310410,18,-109,-10,STILL,202.0,0,0,-1000,-1000,18,891,990
11-30 09:38:23.414,YES,84298130362704,202,34624.0,850,310410,18,-108,-8,STILL,202.0,0,0,-1000,-1000,18,892,992
11-30 09:38:25.926,YES,84300641744777,202,34624.0,850,310410,18,-108,-11,STILL,202.0,0,0,-1000,-1000,18,892,989
11-30 09:38:28.434,YES,84303147831537,202,34624.0,850,310410,18,-107,-10,STILL,202.0,0,0,-1000,-1000,18,893,990
11-30 09:38:30.979,YES,84305674108091,202,34624.0,850,310410,17,-108,-9,STILL,202.0,0,0,-1000,-1000,17,892,991
11-30 09:38:33.487,YES,84308187892873,202,34624.0,850,310410,19,-107,-10,STILL,202.0,0,0,-1000,-1000,19,893,990
11-30 09:38:35.992,YES,84310713266145,202,34624.0,850,310410,21,-109,-16,STILL,202.0,0,0,-1000,-1000,21,891,984
11-30 09:38:38.478,YES,84313183337954,202,34624.0,850,310410,21,-107,-15,STILL,202.0,0,0,-1000,-1000,21,893,985
11-30 09:38:40.975,YES,84315689689714,202,34624.0,850,310410,18,-109,-11,STILL,202.0,0,0,-1000,-1000,18,891,989
11-30 09:38:43.501,YES,84318209623767,202,34624.0,850,310410,19,-107,-9,STILL,202.0,0,0,-1000,-1000,19,893,991
11-30 09:38:45.994,YES,84320709725995,202,34624.0,850,310410,20,-111,-16,STILL,202.0,0,0,-1000,-1000,20,889,984
11-30 09:38:48.504,YES,84323212353953,202,34624.0,850,310410,16,-112,-10,STILL,202.0,0,0,-1000,-1000,16,888,990
11-30 09:38:51.034,YES,84325733829985,202,34624.0,850,310410,16,-111,-9,STILL,202.0,0,0,-1000,-1000,16,889,991
11-30 09:38:53.562,YES,84328277517478,202,34624.0,850,310410,18,-109,-10,STILL,202.0,0,0,-1000,-1000,18,891,990
11-30 09:38:56.043,YES,84330751043089,202,34624.0,850,310410,19,-109,-13,STILL,202.0,0,0,-1000,-1000,19,891,987
11-30 09:38:58.554,YES,84333263053444,202,34624.0,850,310410,18,-108,-9,STILL,202.0,0,0,-1000,-1000,18,892,991
11-30 09:39:01.063,YES,84335772221142,202,34624.0,850,310410,18,-110,-12,STILL,202.0,0,0,-1000,-1000,18,890,988
11-30 09:39:03.568,YES,84338285929257,202,34624.0,850,310410,19,-108,-11,STILL,202.0,0,0,-1000,-1000,19,892,989
11-30 09:39:06.068,YES,84340783683464,202,34624.0,850,310410,17,-109,-9,STILL,202.0,0,0,-1000,-1000,17,891,991
11-30 09:39:08.582,YES,84343298083558,202,34624.0,850,310410,18,-108,-10,STILL,202.0,0,0,-1000,-1000,18,892,990
11-30 09:39:11.106,YES,84345817323861,202,34624.0,850,310410,17,-109,-9,STILL,202.0,0,0,-1000,-1000,17,891,991
11-30 09:39:13.610,YES,84348320422131,202,34624.0,850,310410,17,-110,-9,STILL,202.0,0,0,-1000,-1000,17,890,991
11-30 09:39:16.099,YES,84350812267640,202,34624.0,850,310410,20,-110,-16,STILL,202.0,0,0,-1000,-1000,20,890,984
11-30 09:39:18.609,YES,84353323694036,202,34624.0,850,310410,20,-110,-16,STILL,202.0,0,0,-1000,-1000,20,890,984
11-30 09:39:21.129,YES,84355837722932,202,34624.0,850,310410,18,-111,-12,STILL,202.0,0,0,-1000,-1000,18,889,988
11-30 09:39:23.634,YES,84358346077349,202,34624.0,850,310410,19,-107,-11,STILL,202.0,0,0,-1000,-1000,19,893,989
11-30 09:39:26.149,YES,84360861833016,202,34624.0,850,310410,18,-107,-9,STILL,202.0,0,0,-1000,-1000,18,893,991
11-30 09:39:28.643,YES,84363357554671,202,34624.0,850,310410,19,-107,-11,STILL,202.0,0,0,-1000,-1000,19,893,989
11-30 09:39:31.146,YES,84365856991326,202,34624.0,850,310410,17,-113,-11,STILL,202.0,0,0,-1000,-1000,17,887,989
11-30 09:39:33.652,YES,84368367843816,202,34624.0,850,310410,18,-109,-12,STILL,202.0,0,0,-1000,-1000,18,891,988
11-30 09:39:36.175,YES,84370883135316,202,34624.0,850,310410,19,-110,-12,STILL,202.0,0,13,-114,-14,6,4,2
11-30 09:39:38.678,YES,84373398173015,202,34624.0,850,310410,18,-107,-9,STILL,202.0,0,12,-114,-14,6,7,5
11-30 09:39:41.159,YES,84375878474408,202,34624.0,850,310410,18,-108,-11,STILL,202.0,0,12,-117,-15,6,9,4
11-30 09:39:43.189,YES,84377906563933,202,34624.0,850,310410,18,-107,-10,STILL,202.0,0,10,-120,-17,8,13,7
11-30 09:39:45.720,YES,84380426953767,202,34624.0,850,310410,20,-105,-10,STILL,202.0,0,14,-111,-16,6,6,6
11-30 09:39:48.205,YES,84382921427714,202,34624.0,850,310410,21,-105,-11,STILL,202.0,0,11,-119,-19,10,14,8
11-30 09:39:50.725,YES,84385429577703,202,34624.0,850,310410,21,-103,-10,STILL,202.0,0,16,-110,-19,5,7,9
11-30 09:39:53.241,YES,84387952879256,202,34624.0,850,310410,19,-105,-9,STILL,202.0,0,12,-113,-15,7,8,6
11-30 09:39:55.316,YES,84390040427537,202,34624.0,850,310410,19,-109,-10,STILL,202.0,0,12,-113,-13,7,4,3
11-30 09:39:57.348,YES,84392064345291,202,34624.0,850,310410,19,-109,-10,STILL,202.0,0,12,-113,-13,7,4,3
11-30 09:39:59.864,YES,84394570183874,202,34624.0,850,310410,26,-100,-14,STILL,202.0,0,18,-99,-12,8,-1,-2
11-30 09:40:05.201,YES,84395691239663,202,34624.0,850,310410,27,-94,-12,STILL,202.0,0,19,-102,-17,8,8,5
11-30 09:40:11.195,YES,84396178588774,202,34624.0,850,310410,30,-84,-9,STILL,202.0,0,23,-98,-20,7,14,11
11-30 09:40:13.642,YES,84396760884665,202,34624.0,850,310410,30,-86,-10,UNKNOWN,202.0,0,20,-99,-17,10,13,7
11-30 09:40:15.672,YES,84399196339387,202,34624.0,850,310410,29,-86,-8,UNKNOWN,202.0,0,21,-100,-19,8,14,11
11-30 09:40:21.223,YES,84399935115346,202,34624.0,850,310410,26,-90,-8,UNKNOWN,202.0,0,20,-100,-17,6,10,9
11-30 09:40:32.156,YES,84400602878694,202,34624.0,850,310410,24,-94,-8,UNKNOWN,202.0,0,17,-108,-17,7,14,9
11-30 09:40:32.656,YES,84400607820934,202,34624.0,850,310410,24,-94,-8,UNKNOWN,202.0,0,17,-108,-17,7,14,9
11-30 09:40:36.253,YES,84401600156710,202,34624.0,850,310410,25,-95,-10,UNKNOWN,202.0,0,18,-104,-16,7,9,6
11-30 09:40:38.777,YES,84404121094461,202,34624.0,850,310410,27,-94,-15,UNKNOWN,202.0,0,19,-109,-20,8,15,5
11-30 09:40:43.236,YES,84405174407743,202,34624.0,850,310410,28,-87,-9,UNKNOWN,202.0,0,20,-101,-18,8,14,9
11-30 09:40:49.274,YES,84405515075693,202,34624.0,850,310410,25,-95,-10,UNKNOWN,202.0,0,18,-102,-15,7,7,5
11-30 09:40:51.317,YES,84407658942105,202,34624.0,850,310410,23,-97,-10,STILL,202.0,0,17,-104,-15,6,7,5
11-30 09:40:53.525,YES,84409871705919,202,34624.0,850,310410,25,-95,-10,STILL,202.0,0,18,-103,-16,7,8,6
11-30 09:40:57.234,YES,84410446601028,202,34624.0,850,310410,24,-97,-10,STILL,202.0,0,16,-108,-15,8,11,5
11-30 09:41:03.220,YES,84410928003941,202,34624.0,850,310410,25,-94,-11,STILL,202.0,0,19,-105,-19,6,11,8
11-30 09:41:09.236,YES,84411598799945,202,34624.0,850,310410,25,-96,-10,STILL,202.0,0,18,-105,-16,7,9,6
11-30 09:41:15.243,YES,84411992417641,202,34624.0,850,310410,24,-97,-12,STILL,202.0,0,18,-104,-15,6,7,3
11-30 09:41:21.231,YES,84412866227832,202,34624.0,850,310410,25,-97,-12,STILL,202.0,0,17,-102,-13,8,5,1
11-30 09:41:25.487,YES,84413362650538,202,34624.0,850,310410,25,-100,-16,STILL,202.0,0,17,-106,-16,8,6,0
11-30 09:41:27.972,YES,84415504890387,202,34624.0,850,310410,24,-99,-14,WALKING,202.0,0,16,-110,-19,8,11,5
11-30 09:41:33.282,YES,84416957528240,202,34624.0,850,310410,24,-102,-16,WALKING,202.0,0,17,-110,-20,7,8,4
11-30 09:41:33.728,YES,84416988612566,202,34624.0,850,310410,24,-102,-16,WALKING,202.0,0,17,-110,-20,7,8,4
11-30 09:41:39.229,YES,84417924649065,202,34624.0,850,310410,25,-103,-18,WALKING,316.0,1,18,-103,-16,7,0,-2
11-30 09:41:45.239,YES,84418426896511,316,34624.0,850,310410,26,-93,-12,WALKING,316.0,0,31,0,0,-5,-93,-12
11-30 09:41:57.167,YES,84419122877674,316,34624.0,850,310410,27,-94,-13,WALKING,316.0,0,31,0,0,-4,-94,-13
11-30 09:42:03.248,YES,84419611938348,316,34624.0,850,310410,25,-97,-13,WALKING,316.0,0,31,0,0,-6,-97,-13
11-30 09:42:15.157,YES,84421347927427,316,34624.0,850,310410,28,-89,-11,WALKING,316.0,0,31,0,0,-3,-89,-11
11-30 09:42:21.233,YES,84421816340911,316,34624.0,850,310410,28,-90,-12,WALKING,316.0,0,31,0,0,-3,-90,-12
11-30 09:42:27.383,YES,84422127756046,316,34624.0,850,310410,26,-96,-12,WALKING,316.0,0,31,0,0,-5,-96,-12
11-30 09:42:29.417,YES,84424363902415,316,34624.0,850,310410,26,-95,-12,WALKING,316.0,0,31,0,0,-5,-95,-12
11-30 09:42:35.253,YES,84425298713081,316,34624.0,850,310410,26,-96,-13,WALKING,316.0,0,31,0,0,-5,-96,-13
11-30 09:42:37.293,YES,84427363106985,316,34624.0,850,310410,27,-94,-15,WALKING,316.0,0,31,0,0,-4,-94,-15
11-30 09:42:39.801,YES,84429863181140,316,34624.0,850,310410,28,-93,-13,WALKING,316.0,0,31,0,0,-3,-93,-13
11-30 09:42:42.307,YES,84432379052588,316,34624.0,850,310410,28,-91,-12,WALKING,316.0,0,31,0,0,-3,-91,-12
