time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,activity,nextAP,handoverOccured,max_ss,max_rsrp,max_rsrq,diff_in_ss,diff_in_rsrp,diff_in_rsrq
11-06 17:07:47.081,YES,1102367959969,116,16185,2300,310260,22,-103,-13,UNKNOWN,116.0,0,19,-110,-14,3,7,1
11-06 17:07:49.154,YES,1104429678144,116,16185,2300,310260,23,-104,-15,UNKNOWN,116.0,0,19,-107,-17,4,3,2
11-06 17:07:51.661,YES,1106941008810,116,16185,2300,310260,22,-105,-15,UNKNOWN,116.0,0,19,-109,-17,3,4,2
11-06 17:07:54.095,YES,1109194843306,116,16185,2300,310260,21,-105,-14,UNKNOWN,116.0,0,19,-110,-18,2,5,4
11-06 17:07:56.178,YES,1111450174572,116,16185,2300,310260,20,-105,-11,UNKNOWN,116.0,0,19,-108,-11,1,3,0
11-06 17:07:58.666,YES,1113956075030,116,16185,2300,310260,20,-107,-12,UNKNOWN,116.0,0,19,-107,-14,1,0,2
11-06 17:08:01.131,YES,1116186509575,116,16185,2300,310260,22,-105,-16,UNKNOWN,116.0,0,19,-109,-16,3,4,0
11-06 17:08:03.161,YES,1118459505166,116,16185,2300,310260,20,-104,-11,UNKNOWN,116.0,0,19,-109,-10,1,5,-1
11-06 17:08:05.693,YES,1120975302084,116,16185,2300,310260,20,-105,-11,UNKNOWN,116.0,0,19,-109,-13,1,4,2
11-06 17:08:08.131,YES,1123189138033,116,16185,2300,310260,21,-104,-13,UNKNOWN,116.0,0,19,-110,-14,2,6,1
11-06 17:08:10.188,YES,1125477469563,116,16185,2300,310260,20,-105,-11,UNKNOWN,116.0,0,19,-109,-14,1,4,3
11-06 17:08:12.671,YES,1127607027119,116,16185,2300,310260,21,-104,-13,UNKNOWN,116.0,0,19,-109,-16,2,5,3
11-06 17:08:14.722,YES,1129998325847,116,16185,2300,310260,21,-104,-13,UNKNOWN,116.0,0,19,-109,-15,2,5,2
11-06 17:08:17.175,YES,1132193031430,116,16185,2300,310260,21,-104,-13,UNKNOWN,116.0,0,19,-108,-14,2,4,1
11-06 17:08:19.236,YES,1134507588380,116,16185,2300,310260,22,-104,-14,UNKNOWN,116.0,0,19,-106,-15,3,2,1
11-06 17:08:21.734,YES,1137014111546,116,16185,2300,310260,21,-105,-13,UNKNOWN,116.0,0,19,-109,-15,2,4,2
11-06 17:08:24.189,YES,1139168364156,116,16185,2300,310260,22,-105,-14,UNKNOWN,116.0,0,19,-108,-15,3,3,1
11-06 17:08:26.204,YES,1141208463630,116,16185,2300,310260,20,-105,-11,UNKNOWN,116.0,0,19,-107,-12,1,2,1
11-06 17:08:28.255,YES,1143535891050,116,16185,2300,310260,21,-104,-13,UNKNOWN,116.0,0,19,-110,-14,2,6,1
11-06 17:08:30.759,YES,1146040270518,116,16185,2300,310260,20,-104,-11,UNKNOWN,116.0,0,19,-110,-15,1,6,4
11-06 17:08:33.214,YES,1148149122343,116,16185,2300,310260,20,-105,-12,UNKNOWN,116.0,0,19,-109,-11,1,4,-1
11-06 17:08:35.225,YES,1150192241869,116,16185,2300,310260,21,-104,-12,UNKNOWN,116.0,0,19,-109,-11,2,5,-1
11-06 17:08:37.289,YES,1152553066948,116,16185,2300,310260,22,-106,-14,UNKNOWN,116.0,0,19,-109,-14,3,3,0
11-06 17:08:39.769,YES,1155057931833,116,16185,2300,310260,22,-107,-17,UNKNOWN,116.0,0,19,-108,-13,3,1,-4
11-06 17:08:42.233,YES,1157172392773,116,16185,2300,310260,20,-103,-10,UNKNOWN,116.0,0,19,-110,-13,1,7,3
11-06 17:08:44.298,YES,1159572746762,116,16185,2300,310260,20,-105,-10,UNKNOWN,116.0,0,19,-109,-14,1,4,4
11-06 17:08:46.738,YES,1162048450915,116,16185,2300,310260,19,-104,-9,UNKNOWN,116.0,0,19,-109,-12,0,5,3
11-06 17:08:49.246,YES,1164165646386,116,16185,2300,310260,22,-104,-14,UNKNOWN,116.0,0,19,-108,-16,3,4,2
11-06 17:08:51.304,YES,1166585527825,116,16185,2300,310260,20,-106,-13,UNKNOWN,116.0,0,19,-108,-15,1,2,2
11-06 17:08:53.803,YES,1169091251408,116,16185,2300,310260,21,-106,-13,UNKNOWN,116.0,0,19,-110,-13,2,4,0
11-06 17:08:56.248,YES,1171197869274,116,16185,2300,310260,21,-105,-13,UNKNOWN,116.0,0,19,-108,-14,2,3,1
11-06 17:08:58.325,YES,1173601616805,116,16185,2300,310260,21,-104,-12,UNKNOWN,116.0,0,19,-107,-14,2,3,2
11-06 17:09:00.861,YES,1176112119399,116,16185,2300,310260,20,-106,-12,UNKNOWN,116.0,0,19,-109,-14,1,3,2
11-06 17:09:03.275,YES,1178190620023,116,16185,2300,310260,22,-105,-14,UNKNOWN,116.0,0,19,-110,-16,3,5,2
11-06 17:09:05.343,YES,1180635661829,116,16185,2300,310260,22,-105,-13,UNKNOWN,116.0,0,19,-106,-14,3,1,1
11-06 17:09:07.849,YES,1183127986244,116,16185,2300,310260,20,-105,-10,UNKNOWN,116.0,0,19,-109,-11,1,4,1
11-06 17:09:10.317,YES,1185191742908,116,16185,2300,310260,21,-103,-12,UNKNOWN,116.0,0,19,-109,-12,2,6,0
11-06 17:09:12.368,YES,1187636421849,116,16185,2300,310260,20,-104,-10,UNKNOWN,116.0,0,19,-108,-11,1,4,1
11-06 17:09:14.865,YES,1190150301266,116,16185,2300,310260,23,-104,-16,UNKNOWN,116.0,0,19,-110,-14,4,6,-2
11-06 17:09:15.304,YES,1190195360281,116,16185,2300,310260,23,-104,-16,UNKNOWN,116.0,0,19,-110,-14,4,6,-2
11-06 17:09:17.372,YES,1192650127349,116,16185,2300,310260,20,-104,-10,UNKNOWN,116.0,0,19,-108,-14,1,4,4
11-06 17:09:19.866,YES,1195158012599,116,16185,2300,310260,20,-104,-11,UNKNOWN,116.0,0,19,-109,-13,1,5,2
11-06 17:09:22.331,YES,1197207834105,116,16185,2300,310260,21,-105,-12,UNKNOWN,116.0,0,19,-107,-13,2,2,1
11-06 17:09:24.379,YES,1199670159038,116,16185,2300,310260,21,-104,-12,UNKNOWN,116.0,0,19,-109,-11,2,5,-1
11-06 17:09:26.882,YES,1202166118297,116,16185,2300,310260,20,-104,-9,UNKNOWN,116.0,0,19,-107,-12,1,3,3
11-06 17:09:27.345,YES,1202182991527,116,16185,2300,310260,20,-104,-9,UNKNOWN,116.0,0,19,-107,-12,1,3,3
11-06 17:09:29.399,YES,1204675310630,116,16185,2300,310260,22,-104,-14,UNKNOWN,116.0,0,19,-109,-14,3,5,0
11-06 17:09:31.919,YES,1207186279838,116,16185,2300,310260,20,-104,-10,UNKNOWN,116.0,0,19,-109,-12,1,5,2
11-06 17:09:32.365,YES,1207212876560,116,16185,2300,310260,20,-104,-10,UNKNOWN,116.0,0,19,-109,-12,1,5,2
11-06 17:09:34.406,YES,1209690681755,116,16185,2300,310260,21,-104,-11,UNKNOWN,116.0,0,19,-109,-14,2,5,3
11-06 17:09:36.912,YES,1212202371849,116,16185,2300,310260,23,-103,-12,UNKNOWN,116.0,0,19,-107,-14,4,4,2
11-06 17:09:37.364,YES,1212217222423,116,16185,2300,310260,23,-103,-12,UNKNOWN,116.0,0,19,-107,-14,4,4,2
11-06 17:09:39.419,YES,1214702678348,116,16185,2300,310260,22,-104,-12,UNKNOWN,116.0,0,19,-107,-15,3,3,3
11-06 17:09:41.944,YES,1217219687817,116,16185,2300,310260,21,-102,-10,UNKNOWN,116.0,0,19,-108,-15,2,6,5
11-06 17:09:44.429,YES,1219716527597,116,16185,2300,310260,22,-104,-13,UNKNOWN,116.0,0,19,-108,-15,3,4,2
11-06 17:09:46.927,YES,1222220994253,116,16185,2300,310260,21,-104,-12,UNKNOWN,116.0,0,19,-108,-12,2,4,0
11-06 17:09:49.429,YES,1224720871898,116,16185,2300,310260,22,-103,-13,UNKNOWN,116.0,0,19,-108,-13,3,5,0
11-06 17:09:51.939,YES,1227231680169,116,16185,2300,310260,22,-105,-14,UNKNOWN,116.0,0,19,-110,-16,3,5,2
11-06 17:09:54.461,YES,1229739614793,116,16185,2300,310260,23,-105,-17,UNKNOWN,116.0,0,19,-108,-18,4,3,1
11-06 17:09:56.958,YES,1232244569626,116,16185,2300,310260,21,-104,-11,UNKNOWN,116.0,0,15,-108,-14,6,4,3
11-06 17:09:59.417,YES,1234364219942,116,16185,2300,310260,21,-105,-12,UNKNOWN,116.0,0,15,-109,-13,6,4,1
11-06 17:10:01.479,YES,1236751750857,116,16185,2300,310260,21,-105,-13,UNKNOWN,116.0,0,16,-109,-18,5,4,5
11-06 17:10:03.929,YES,1239193099069,116,16185,2300,310260,21,-105,-14,UNKNOWN,116.0,0,15,-108,-14,6,3,0
11-06 17:10:05.960,YES,1241251091149,116,16185,2300,310260,21,-104,-11,UNKNOWN,116.0,0,15,-109,-14,6,5,3
11-06 17:10:08.485,YES,1243766853378,116,16185,2300,310260,21,-104,-12,UNKNOWN,116.0,0,15,-107,-12,6,3,0
11-06 17:10:10.932,YES,1246195600443,116,16185,2300,310260,22,-105,-15,UNKNOWN,116.0,0,15,-109,-14,7,4,-1
11-06 17:10:12.988,YES,1248276429244,116,16185,2300,310260,20,-105,-9,UNKNOWN,116.0,0,14,-109,-14,6,4,5
11-06 17:10:15.517,YES,1250785319025,116,16185,2300,310260,21,-104,-11,UNKNOWN,116.0,0,14,-107,-12,7,3,1
11-06 17:10:17.953,YES,1253195549630,116,16185,2300,310260,20,-104,-10,UNKNOWN,116.0,0,14,-108,-12,6,4,2
11-06 17:10:19.950,YES,1255266047024,116,16185,2300,310260,21,-105,-12,UNKNOWN,116.0,0,14,-109,-14,7,4,2
11-06 17:10:21.969,YES,1257282834412,116,16185,2300,310260,21,-104,-12,UNKNOWN,116.0,0,14,-110,-13,7,6,1
11-06 17:10:24.531,YES,1259805615184,116,16185,2300,310260,21,-104,-11,UNKNOWN,116.0,0,15,-110,-16,6,6,5
11-06 17:10:26.980,YES,1262196108600,116,16185,2300,310260,20,-105,-10,UNKNOWN,116.0,0,19,-108,-13,1,3,3
11-06 17:10:29.005,YES,1264296965840,116,16185,2300,310260,22,-103,-13,UNKNOWN,116.0,0,19,-109,-14,3,6,1
11-06 17:10:31.475,YES,1266790523276,116,16185,2300,310260,20,-103,-10,UNKNOWN,116.0,0,19,-112,-18,1,9,8
11-06 17:10:33.964,YES,1269148191792,116,16185,2300,310260,19,-105,-9,UNKNOWN,116.0,0,19,-112,-18,0,7,9
11-06 17:10:36.003,YES,1271294798516,116,16185,2300,310260,19,-106,-10,UNKNOWN,116.0,0,19,-112,-18,0,6,8
11-06 17:10:38.472,YES,1273790426890,116,16185,2300,310260,19,-105,-9,UNKNOWN,116.0,0,19,-112,-18,0,7,9
11-06 17:10:40.959,YES,1276150569261,116,16185,2300,310260,20,-102,-9,UNKNOWN,116.0,0,19,-112,-17,1,10,8
11-06 17:10:42.984,YES,1278295945360,116,16185,2300,310260,20,-103,-9,UNKNOWN,116.0,0,19,-112,-18,1,9,9
11-06 17:10:45.470,YES,1280788961650,116,16185,2300,310260,20,-107,-11,UNKNOWN,116.0,0,19,-112,-18,1,5,7
11-06 17:10:47.965,YES,1283145978082,116,16185,2300,310260,20,-102,-7,UNKNOWN,116.0,0,19,-112,-18,1,10,11
11-06 17:10:50.003,YES,1285301323141,116,16185,2300,310260,21,-103,-10,UNKNOWN,116.0,0,19,-112,-18,2,9,8
11-06 17:10:52.477,YES,1287794144431,116,16185,2300,310260,20,-102,-8,UNKNOWN,116.0,0,19,-112,-18,1,10,10
11-06 17:10:54.971,YES,1290145894978,116,16185,2300,310260,19,-106,-9,UNKNOWN,116.0,0,19,-112,-18,0,6,9
11-06 17:10:56.987,YES,1292301416390,116,16185,2300,310260,21,-101,-10,UNKNOWN,116.0,0,19,-111,-18,2,10,8
11-06 17:10:59.494,YES,1294802982160,116,16185,2300,310260,18,-108,-9,UNKNOWN,116.0,0,19,-112,-17,-1,4,8
11-06 17:11:01.975,YES,1297148471561,116,16185,2300,310260,19,-106,-10,UNKNOWN,116.0,0,19,-112,-17,0,6,7
11-06 17:11:03.989,YES,1299301769744,116,16185,2300,310260,19,-106,-9,UNKNOWN,116.0,0,19,-112,-14,0,6,5
11-06 17:11:06.496,YES,1301805248327,116,16185,2300,310260,21,-104,-8,UNKNOWN,116.0,0,19,-112,-18,2,8,10
11-06 17:11:08.978,YES,1304155550436,116,16185,2300,310260,19,-106,-10,UNKNOWN,116.0,0,19,-112,-18,0,6,8
11-06 17:11:10.992,YES,1306308773619,116,16185,2300,310260,18,-107,-8,UNKNOWN,116.0,0,19,-112,-16,-1,5,8
11-06 17:11:13.018,YES,1308327710279,116,16185,2300,310260,20,-105,-10,UNKNOWN,116.0,0,19,-112,-18,1,7,8
11-06 17:11:19.665,YES,1308833838714,116,16185,2300,310260,17,-111,-10,UNKNOWN,116.0,0,19,-112,-17,-2,1,7
11-06 17:11:20.123,YES,1308845006997,116,16185,2300,310260,17,-111,-10,UNKNOWN,116.0,0,19,-112,-17,-2,1,7
11-06 17:11:22.137,YES,1311325560369,116,16185,2300,310260,19,-106,-11,UNKNOWN,116.0,0,19,-112,-18,0,6,7
11-06 17:11:24.213,YES,1313362703905,116,16185,2300,310260,18,-109,-10,UNKNOWN,116.0,0,19,-112,-17,-1,3,7
11-06 17:11:26.705,YES,1315863844727,116,16185,2300,310260,19,-107,-11,UNKNOWN,116.0,0,19,-112,-15,0,5,4
11-06 17:11:29.217,YES,1318366437685,116,16185,2300,310260,17,-109,-9,UNKNOWN,116.0,0,19,-112,-18,-2,3,9
11-06 17:11:31.775,YES,1320895193718,116,16185,2300,310260,18,-109,-10,UNKNOWN,116.0,0,19,-112,-16,-1,3,6
11-06 17:11:34.022,YES,1321858746210,116,16185,2300,310260,19,-112,-15,WALKING,116.0,0,19,-112,-17,0,0,2
11-06 17:11:34.493,YES,1321886271994,116,16185,2300,310260,19,-112,-15,WALKING,116.0,0,19,-112,-17,0,0,2
11-06 17:11:36.546,YES,1324385624847,116,16185,2300,310260,19,-108,-12,WALKING,116.0,0,19,-112,-15,0,4,3
11-06 17:11:38.987,YES,1326701681067,116,16185,2300,310260,19,-105,-10,WALKING,116.0,0,19,-112,-18,0,7,8
11-06 17:11:41.003,YES,1328869098783,116,16185,2300,310260,19,-107,-10,WALKING,116.0,0,19,-112,-17,0,5,7
11-06 17:11:43.512,YES,1331371440960,116,16185,2300,310260,15,-115,-12,WALKING,116.0,0,19,-112,-17,-4,-3,5
11-06 17:11:46.007,YES,1333745545415,116,16185,2300,310260,14,-116,-11,WALKING,116.0,0,7,-128,-19,7,12,8
11-06 17:11:48.029,YES,1335888708128,116,16185,2300,310260,14,-119,-12,WALKING,116.0,0,7,-130,-19,7,11,7
11-06 17:11:50.580,YES,1338410820775,116,16185,2300,310260,13,-120,-12,WALKING,116.0,0,12,-118,-16,1,-2,4
11-06 17:11:53.011,YES,1340740919445,116,16185,2300,310260,14,-115,-9,WALKING,116.0,0,11,-120,-19,3,5,10
11-06 17:11:55.069,YES,1342909718724,116,16185,2300,310260,14,-116,-10,WALKING,116.0,0,11,-120,-16,3,4,6
11-06 17:11:57.303,YES,1345060759250,116,16185,2300,310260,15,-114,-11,WALKING,116.0,0,11,-117,-13,4,3,2
11-06 17:11:59.629,YES,1347391055160,116,16185,2300,310260,15,-117,-12,WALKING,116.0,0,11,-117,-14,4,0,2
11-06 17:12:03.402,YES,1347762767749,116,16185,2300,310260,16,-116,-15,WALKING,116.0,0,10,-122,-17,6,6,2
11-06 17:12:09.527,YES,1348163136539,116,16185,2300,310260,15,-112,-9,WALKING,116.0,0,8,-120,-14,7,8,5
11-06 17:12:15.437,YES,1348736807273,116,16185,2300,310260,16,-111,-9,WALKING,116.0,0,10,-120,-16,6,9,7
11-06 17:12:21.699,YES,1349181426067,116,16185,2300,310260,15,-115,-10,WALKING,116.0,0,9,-120,-15,6,5,5
11-06 17:12:27.318,YES,1350182974188,116,16185,2300,310260,15,-114,-9,WALKING,116.0,0,10,-121,-16,5,7,7
11-06 17:12:27.790,YES,1350199395335,116,16185,2300,310260,15,-114,-9,WALKING,116.0,0,10,-121,-16,5,7,7
11-06 17:12:33.279,YES,1351070183130,116,16185,2300,310260,14,-116,-10,WALKING,116.0,0,11,-120,-11,3,4,1
11-06 17:12:33.774,YES,1351083319434,116,16185,2300,310260,14,-116,-10,WALKING,116.0,0,11,-120,-11,3,4,1
11-06 17:12:35.830,YES,1353595544736,116,16185,2300,310260,14,-116,-10,WALKING,116.0,0,9,-121,-16,5,5,6
11-06 17:12:43.318,YES,1355070884727,116,16185,2300,310260,14,-115,-10,STILL,116.0,0,10,-120,-17,4,5,7
11-06 17:12:45.389,YES,1357136940089,116,16185,2300,310260,15,-114,-9,STILL,116.0,0,10,-120,-17,5,6,8
11-06 17:12:47.916,YES,1359651159350,116,16185,2300,310260,16,-114,-11,STILL,116.0,0,10,-120,-16,6,6,5
11-06 17:12:54.333,YES,1362442100565,116,16185,2300,310260,19,-108,-13,STILL,116.0,0,12,-111,-12,7,3,-1
11-06 17:13:00.366,YES,1362832474719,116,16185,2300,310260,18,-113,-16,STILL,116.0,0,11,-114,-14,7,1,-2
11-06 17:13:02.610,YES,1363279056742,116,16185,2300,310260,18,-110,-12,WALKING,116.0,0,11,-114,-13,7,4,1
11-06 17:13:04.891,YES,1365215481779,116,16185,2300,310260,20,-107,-13,WALKING,116.0,0,13,-113,-12,7,6,-1
11-06 17:13:06.968,YES,1366721945471,116,16185,2300,310260,20,-110,-17,WALKING,99.0,1,12,-113,-14,8,3,-3
11-06 17:13:09.472,YES,1368895170010,99,16185,2300,310260,17,-114,-12,WALKING,99.0,0,20,-112,-15,-3,-2,3
11-06 17:13:11.958,YES,1371188571749,99,16185,2300,310260,18,-110,-12,WALKING,99.0,0,13,-112,-14,5,2,2
11-06 17:13:14.438,YES,1373320572066,99,16185,2300,310260,20,-106,-10,WALKING,99.0,0,14,-113,-18,6,7,8
11-06 17:13:16.953,YES,1375516056972,99,16185,2300,310260,21,-99,-7,WALKING,99.0,0,15,-107,-13,6,8,6
11-06 17:13:24.416,YES,1377873790905,99,16185,2300,310260,28,-85,-8,WALKING,99.0,0,22,-109,-17,6,24,9
11-06 17:13:36.353,YES,1378532937689,99,16185,2300,310260,24,-100,-13,WALKING,99.0,0,17,-110,-16,7,10,3
11-06 17:13:38.892,YES,1381048537210,99,16185,2300,310260,22,-97,-8,WALKING,99.0,0,16,-110,-17,6,13,9
11-06 17:13:44.434,YES,1382066848718,99,16185,2300,310260,22,-102,-10,WALKING,99.0,0,15,-110,-16,7,8,6
11-06 17:13:50.337,YES,1382588537312,99,16185,2300,310260,19,-111,-13,WALKING,99.0,0,15,-110,-16,4,-1,3
11-06 17:13:56.559,YES,1383473117035,99,16185,2300,310260,20,-106,-12,WALKING,99.0,0,15,-110,-14,5,4,2
11-06 17:14:02.604,YES,1383888041712,99,16185,2300,310260,20,-107,-13,WALKING,99.0,0,15,-110,-16,5,3,3
11-06 17:14:04.621,YES,1386078954743,99,16185,2300,310260,19,-113,-18,WALKING,44.0,1,15,-107,-14,4,-6,-4
11-06 17:14:07.139,YES,1388594096504,44,16185,675,310260,21,-107,-17,WALKING,44.0,0,31,0,0,-10,-107,-17
11-06 17:14:09.673,YES,1391109627952,44,16185,675,310260,22,-104,-16,WALKING,44.0,0,31,0,0,-9,-104,-16
11-06 17:14:12.199,YES,1393614633983,44,16185,675,310260,22,-103,-15,WALKING,44.0,0,31,0,0,-9,-103,-15
11-06 17:14:14.700,YES,1396128035015,44,16185,675,310260,21,-99,-9,WALKING,44.0,0,31,0,0,-10,-99,-9
11-06 17:14:17.211,YES,1398630129535,44,16185,675,310260,22,-104,-13,WALKING,44.0,0,31,0,0,-9,-104,-13
11-06 17:14:19.704,YES,1401136871972,44,16185,675,310260,22,-97,-8,WALKING,44.0,0,31,0,0,-9,-97,-8
11-06 17:14:22.215,YES,1403650237691,44,16185,675,310260,22,-102,-13,WALKING,44.0,0,31,0,0,-9,-102,-13
11-06 17:14:28.386,YES,1404567012939,44,16185,675,310260,27,-94,-14,WALKING,44.0,0,31,0,0,-4,-94,-14
11-06 17:14:34.429,YES,1405880224111,44,16185,675,310260,25,-98,-16,WALKING,44.0,0,31,0,0,-6,-98,-16
11-06 17:14:38.002,YES,1406230930344,44,16185,675,310260,28,-94,-17,UNKNOWN,44.0,0,31,0,0,-3,-94,-17
11-06 17:14:40.034,YES,1408341671492,44,16185,675,310260,22,-100,-10,UNKNOWN,44.0,0,31,0,0,-9,-100,-10
11-06 17:14:45.359,YES,1409401681493,44,16185,675,310260,27,-97,-17,UNKNOWN,44.0,0,31,0,0,-4,-97,-17
11-06 17:14:57.396,YES,1410578863850,44,16185,675,310260,30,-85,-10,UNKNOWN,44.0,0,31,0,0,-1,-85,-10
11-06 17:14:57.824,YES,1410599426456,44,16185,675,310260,30,-85,-10,UNKNOWN,44.0,0,31,0,0,-1,-85,-10
11-06 17:14:59.902,YES,1413076420766,44,16185,675,310260,30,-87,-13,UNKNOWN,44.0,0,31,0,0,-1,-87,-13
11-06 17:15:02.158,YES,1415342181252,44,16185,675,310260,31,-81,-13,UNKNOWN,44.0,0,31,0,0,0,-81,-13
11-06 17:15:04.684,YES,1417859076346,44,16185,675,310260,31,-77,-16,UNKNOWN,44.0,0,31,0,0,0,-77,-16
11-06 17:15:07.221,YES,1420376184983,44,16185,675,310260,31,-83,-17,UNKNOWN,44.0,0,31,0,0,0,-83,-17
11-06 17:15:09.694,YES,1422879224919,44,16185,675,310260,31,-83,-16,UNKNOWN,44.0,0,31,0,0,0,-83,-16
11-06 17:15:18.271,YES,1424138555930,44,16185,675,310260,26,-93,-12,UNKNOWN,44.0,0,31,0,0,-5,-93,-12
11-06 17:15:24.352,YES,1424704308226,44,16185,675,310260,26,-93,-11,WALKING,44.0,0,31,0,0,-5,-93,-11
11-06 17:15:30.417,YES,1425520964037,44,16185,675,310260,24,-94,-8,WALKING,44.0,0,31,0,0,-7,-94,-8
11-06 17:15:36.338,YES,1425870698915,44,16185,675,310260,25,-92,-8,WALKING,44.0,0,31,0,0,-6,-92,-8
11-06 17:15:36.810,YES,1425877384385,44,16185,675,310260,25,-92,-8,UNKNOWN,44.0,0,31,0,0,-6,-92,-8
11-06 17:15:38.878,YES,1428394913125,44,16185,675,310260,27,-91,-12,UNKNOWN,44.0,0,31,0,0,-4,-91,-12
11-06 17:15:39.353,YES,1428415252137,44,16185,675,310260,27,-91,-12,UNKNOWN,44.0,0,31,0,0,-4,-91,-12
11-06 17:15:44.384,YES,1429304892070,44,16185,675,310260,31,-88,-15,UNKNOWN,44.0,0,31,0,0,0,-88,-15
11-06 17:15:50.342,YES,1430568339696,44,16185,675,310260,29,-84,-10,UNKNOWN,44.0,0,31,0,0,-2,-84,-10
11-06 17:15:54.883,YES,1430593925479,44,16185,675,310260,29,-84,-10,UNKNOWN,44.0,0,31,0,0,-2,-84,-10
11-06 17:15:55.084,YES,1431464136139,44,16185,675,310260,31,-80,-12,WALKING,44.0,0,31,0,0,0,-80,-12
11-06 17:15:57.142,YES,1433584697652,44,16185,675,310260,31,-84,-17,WALKING,44.0,0,31,0,0,0,-84,-17
11-06 17:16:02.360,YES,1434701077399,44,16185,675,310260,31,-80,-8,WALKING,44.0,0,31,0,0,0,-80,-8
11-06 17:16:08.428,YES,1435201629168,44,16185,675,310260,31,-78,-9,WALKING,44.0,0,31,0,0,0,-78,-9
11-06 17:16:08.893,YES,1435212968804,44,16185,675,310260,31,-78,-9,WALKING,44.0,0,31,0,0,0,-78,-9
11-06 17:16:11.929,YES,1437721550617,44,16185,675,310260,31,-78,-13,WALKING,44.0,0,31,0,0,0,-78,-13
11-06 17:16:14.457,YES,1439942451359,44,16185,675,310260,31,-80,-15,WALKING,44.0,0,31,0,0,0,-80,-15
11-06 17:16:16.947,YES,1442285324925,44,16185,675,310260,31,-79,-17,WALKING,44.0,0,31,0,0,0,-79,-17
11-06 17:16:19.258,YES,1444294243719,44,16185,675,310260,28,-87,-11,WALKING,44.0,0,31,0,0,-3,-87,-11
11-06 17:16:26.349,YES,1446210349223,44,16185,675,310260,30,-80,-7,WALKING,44.0,0,31,0,0,-1,-80,-7
11-06 17:16:38.333,YES,1446835409910,44,16185,675,310260,31,-82,-11,WALKING,44.0,0,31,0,0,0,-82,-11
11-06 17:16:44.346,YES,1447533560344,44,16185,675,310260,29,-90,-15,WALKING,44.0,0,31,0,0,-2,-90,-15
11-06 17:16:49.473,YES,1447898434078,44,16185,675,310260,30,-89,-16,WALKING,44.0,0,31,0,0,-1,-89,-16
11-06 17:16:55.392,YES,1448540811747,44,16185,675,310260,26,-90,-8,WALKING,44.0,0,31,0,0,-5,-90,-8
11-06 17:16:57.943,YES,1451063349550,44,16185,675,310260,29,-87,-12,WALKING,44.0,0,31,0,0,-2,-87,-12
11-06 17:17:09.826,YES,1453038426205,44,16185,675,310260,31,-80,-10,WALKING,44.0,0,31,0,0,0,-80,-10
11-06 17:17:11.873,YES,1453684507884,44,16185,675,310260,31,-81,-14,WALKING,44.0,0,31,0,0,0,-81,-14
11-06 17:17:14.094,YES,1455206038869,44,16185,675,310260,31,-82,-15,WALKING,44.0,0,31,0,0,0,-82,-15
11-06 17:17:22.342,YES,1457841386267,44,16185,675,310260,31,-85,-18,WALKING,44.0,0,31,0,0,0,-85,-18
11-06 17:17:28.484,YES,1458213675991,44,16185,675,310260,31,-80,-18,WALKING,44.0,0,31,0,0,0,-80,-18
11-06 17:17:40.376,YES,1458955090492,44,16185,675,310260,31,-76,-15,WALKING,44.0,0,31,0,0,0,-76,-15
