time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,activity,nextAP,handoverOccured,max_ss,max_rsrp,max_rsrq,diff_in_ss,diff_in_rsrp,diff_in_rsrq
11-21 09:40:27.745,YES,135847704580016,88,34624,850,310410,26,-95,-13,UNKNOWN,88.0,0,22,-99,-17,4,4,4
11-21 09:40:32.969,YES,135848685249385,88,34624,850,310410,26,-94,-12,UNKNOWN,88.0,0,22,-101,-16,4,7,4
11-21 09:40:35.465,YES,135851181290154,88,34624,850,310410,27,-96,-16,UNKNOWN,88.0,0,22,-99,-16,5,3,0
11-21 09:40:37.492,YES,135853201831033,88,34624,850,310410,28,-97,-19,UNKNOWN,88.0,0,22,-97,-15,6,0,-4
11-21 09:40:39.550,YES,135855252087643,88,34624,850,310410,27,-96,-17,UNKNOWN,322.0,1,23,-92,-13,4,-4,-4
11-21 09:40:41.973,YES,135857588812980,322,34624,850,310410,29,-90,-13,UNKNOWN,322.0,0,24,-91,-14,5,1,1
11-21 09:40:43.989,YES,135859698155221,322,34624,850,310410,30,-89,-14,UNKNOWN,322.0,0,24,-91,-14,6,2,0
11-21 09:40:46.011,YES,135861725317142,322,34624,850,310410,31,-86,-14,UNKNOWN,322.0,0,24,-91,-14,7,5,0
11-21 09:40:48.483,YES,135863769324169,322,34624,850,310410,31,-82,-15,UNKNOWN,322.0,0,25,-91,-14,6,9,-1
11-21 09:40:50.513,YES,135866218306183,322,34624,850,310410,31,-75,-12,UNKNOWN,322.0,0,29,-84,-14,2,9,2
11-21 09:40:52.539,YES,135868246829563,322,34624,850,310410,31,-74,-14,UNKNOWN,322.0,0,31,-83,-14,0,9,0
11-21 09:40:54.985,YES,135870576829691,322,34624,850,310410,31,-65,-13,UNKNOWN,322.0,0,31,-77,-14,0,12,1
11-21 09:40:57.015,YES,135872720541727,322,34624,850,310410,31,-67,-14,UNKNOWN,322.0,0,31,-80,-14,0,13,0
11-21 09:40:59.052,YES,135874759351409,322,34624,850,310410,31,-65,-12,UNKNOWN,322.0,0,31,-76,-14,0,11,2
11-21 09:41:01.525,YES,135877231427333,322,34624,850,310410,31,-71,-14,UNKNOWN,322.0,0,31,-84,-14,0,13,0
11-21 09:41:03.554,YES,135879263714306,322,34624,850,310410,31,-65,-13,UNKNOWN,322.0,0,31,-76,-14,0,11,1
11-21 09:41:05.996,YES,135881590049069,322,34624,850,310410,31,-74,-14,UNKNOWN,322.0,0,27,-90,-14,4,16,0
11-21 09:41:08.034,YES,135883741354960,322,34624,850,310410,31,-80,-14,UNKNOWN,322.0,0,30,-84,-14,1,4,0
11-21 09:41:10.061,YES,135885768030214,322,34624,850,310410,31,-76,-14,UNKNOWN,322.0,0,28,-90,-14,3,14,0
11-21 09:41:12.538,YES,135888245123899,322,34624,850,310410,31,-77,-14,UNKNOWN,322.0,0,24,-91,-14,7,14,0
11-21 09:41:15.016,YES,135890580723402,322,34624,850,310410,31,-83,-15,UNKNOWN,322.0,0,24,-91,-14,7,8,-1
11-21 09:41:17.036,YES,135892745014972,322,34624,850,310410,31,-86,-15,UNKNOWN,322.0,0,24,-91,-14,7,5,-1
11-21 09:41:19.060,YES,135894771632830,322,34624,850,310410,31,-87,-14,UNKNOWN,322.0,0,24,-91,-14,7,4,0
11-21 09:41:21.514,YES,135896934019504,322,34624,850,310410,31,-88,-15,UNKNOWN,322.0,0,24,-91,-14,7,3,-1
11-21 09:41:23.508,YES,135899165397695,322,34624,850,310410,29,-90,-14,UNKNOWN,322.0,0,24,-91,-14,5,1,0
11-21 09:41:25.550,YES,135901257424049,322,34624,850,310410,29,-91,-15,UNKNOWN,322.0,0,24,-91,-14,5,0,-1
11-21 09:41:27.582,YES,135903289941179,322,34624,850,310410,29,-92,-15,UNKNOWN,322.0,0,24,-91,-14,5,-1,-1
11-21 09:41:30.032,YES,135905587988907,322,34624,850,310410,29,-91,-15,UNKNOWN,322.0,0,24,-91,-14,5,0,-1
11-21 09:41:32.052,YES,135907761615530,322,34624,850,310410,29,-92,-15,UNKNOWN,322.0,0,24,-91,-14,5,-1,-1
11-21 09:41:34.580,YES,135910286069115,322,34624,850,310410,29,-92,-15,UNKNOWN,322.0,0,24,-91,-14,5,-1,-1
11-21 09:41:37.033,YES,135912749549986,322,34624,850,310410,28,-93,-15,UNKNOWN,322.0,0,24,-91,-14,4,-2,-1
11-21 09:41:39.081,YES,135914785795605,322,34624,850,310410,29,-91,-15,UNKNOWN,322.0,0,24,-91,-14,5,0,-1
11-21 09:41:41.117,YES,135916819692318,322,34624,850,310410,29,-92,-16,UNKNOWN,322.0,0,24,-91,-14,5,-1,-2
11-21 09:41:43.599,YES,135919303488034,322,34624,850,310410,28,-91,-14,UNKNOWN,322.0,0,24,-91,-14,4,0,0
11-21 09:41:45.635,YES,135921341353498,322,34624,850,310410,30,-91,-15,UNKNOWN,322.0,0,24,-91,-14,6,0,-1
11-21 09:41:47.657,YES,135923372003596,322,34624,850,310410,29,-93,-16,UNKNOWN,322.0,0,24,-91,-14,5,-2,-2
11-21 09:41:49.969,YES,135925681481326,322,34624,850,310410,29,-92,-15,UNKNOWN,322.0,0,24,-91,-14,5,-1,-1
11-21 09:41:54.625,YES,135926973711246,322,34624,850,310410,29,-91,-15,UNKNOWN,322.0,0,24,-91,-14,5,0,-1
11-21 09:42:00.586,YES,135927334902116,322,34624,850,310410,29,-91,-15,UNKNOWN,322.0,0,24,-91,-14,5,0,-1
11-21 09:42:03.350,YES,135927765859711,322,34624,850,310410,30,-88,-14,STILL,322.0,0,24,-91,-14,6,3,0
11-21 09:42:05.408,YES,135929851892158,322,34624,850,310410,31,-84,-16,STILL,322.0,0,27,-88,-14,4,4,-2
11-21 09:42:11.568,YES,135930503989879,322,34624,850,310410,29,-95,-17,STILL,273.0,1,24,-91,-14,5,-4,-3
11-21 09:42:17.689,YES,135930916075858,273,34624,850,310410,31,-86,-13,STILL,273.0,0,29,-90,-10,2,4,-3
11-21 09:42:23.570,YES,135931711981041,273,34624,850,310410,31,-84,-15,STILL,273.0,0,26,-92,-10,5,8,-5
11-21 09:42:23.582,YES,135931714660104,273,34624,850,310410,31,-84,-15,STILL,273.0,0,26,-92,-10,5,8,-5
11-21 09:42:26.655,YES,135932596345608,273,34624,850,310410,30,-88,-13,UNKNOWN,273.0,0,26,-91,-10,4,3,-3
11-21 09:42:28.659,YES,135934653960084,273,34624,850,310410,30,-85,-11,UNKNOWN,273.0,0,26,-88,-10,4,3,-1
11-21 09:42:30.691,YES,135936704596591,273,34624,850,310410,30,-89,-15,UNKNOWN,273.0,0,26,-91,-10,4,2,-5
11-21 09:42:32.757,YES,135938760607889,273,34624,850,310410,30,-88,-13,UNKNOWN,273.0,0,26,-90,-10,4,2,-3
11-21 09:42:35.230,YES,135941234494229,273,34624,850,310410,29,-90,-15,UNKNOWN,273.0,0,26,-89,-10,3,-1,-5
11-21 09:42:37.272,YES,135943269422609,273,34624,850,310410,31,-89,-14,UNKNOWN,273.0,0,26,-87,-10,5,-2,-4
11-21 09:42:39.741,YES,135945742831345,273,34624,850,310410,30,-89,-15,UNKNOWN,273.0,0,26,-86,-10,4,-3,-5
11-21 09:42:42.241,YES,135948248837064,273,34624,850,310410,31,-88,-17,UNKNOWN,273.0,0,26,-87,-10,5,-1,-7
11-21 09:42:44.274,YES,135950284609141,273,34624,850,310410,30,-89,-15,UNKNOWN,273.0,0,26,-86,-10,4,-3,-5
11-21 09:42:46.303,YES,135952313622625,273,34624,850,310410,31,-89,-16,UNKNOWN,273.0,0,26,-86,-10,5,-3,-6
11-21 09:42:48.859,YES,135954861363347,273,34624,850,310410,30,-91,-15,UNKNOWN,273.0,0,26,-87,-9,4,-4,-6
11-21 09:42:51.243,YES,135957256901607,273,34624,850,310410,27,-92,-12,UNKNOWN,273.0,0,26,-92,-10,1,0,-2
11-21 09:42:53.276,YES,135959283308892,273,34624,850,310410,29,-94,-18,UNKNOWN,273.0,0,23,-90,-14,6,-4,-4
11-21 09:42:55.308,YES,135961317883105,273,34624,850,310410,27,-99,-17,UNKNOWN,273.0,0,21,-101,-12,6,2,-5
11-21 09:42:57.812,YES,135963816068771,273,34624,850,310410,25,-103,-19,UNKNOWN,273.0,0,19,-102,-12,6,-1,-7
11-21 09:42:59.869,YES,135965866286214,273,34624,850,310410,24,-108,-20,UNKNOWN,88.0,1,31,0,0,-7,-108,-20
11-21 09:43:01.899,YES,135967916199127,88,34624,850,310410,23,-102,-12,UNKNOWN,88.0,0,24,-102,-14,-1,0,2
11-21 09:43:04.297,YES,135970308708532,88,34624,850,310410,22,-102,-12,UNKNOWN,88.0,0,19,-102,-14,3,0,2
11-21 09:43:04.780,YES,135970327786086,88,34624,850,310410,22,-102,-12,UNKNOWN,88.0,0,19,-102,-14,3,0,2
11-21 09:43:06.852,YES,135972851442067,88,34624,850,310410,22,-102,-12,UNKNOWN,88.0,0,19,-102,-14,3,0,2
11-21 09:43:09.370,YES,135975376189662,88,34624,850,310410,23,-102,-14,UNKNOWN,88.0,0,19,-102,-14,4,0,0
11-21 09:43:11.403,YES,135977413354031,88,34624,850,310410,24,-110,-20,UNKNOWN,38.0,1,31,0,0,-7,-110,-20
11-21 09:43:13.852,YES,135979858391931,38,34624,850,310410,26,-89,-7,UNKNOWN,38.0,0,19,-103,-16,7,14,9
11-21 09:43:15.866,YES,135981882259425,38,34624,850,310410,26,-92,-9,UNKNOWN,38.0,0,19,-101,-16,7,9,7
11-21 09:43:18.368,YES,135984367414620,38,34624,850,310410,28,-86,-9,UNKNOWN,38.0,0,22,-99,-16,6,13,7
11-21 09:43:20.835,YES,135986847265544,38,34624,850,310410,28,-88,-9,UNKNOWN,38.0,0,19,-104,-16,9,16,7
11-21 09:43:22.864,YES,135988868015537,38,34624,850,310410,31,-86,-15,UNKNOWN,38.0,0,27,-90,-16,4,4,1
11-21 09:43:25.377,YES,135991381535892,38,34624,850,310410,29,-82,-7,UNKNOWN,38.0,0,22,-94,-13,7,12,6
11-21 09:43:27.438,YES,135993445170160,38,34624,850,310410,31,-81,-8,UNKNOWN,38.0,0,26,-88,-16,5,7,8
11-21 09:43:29.867,YES,135995885088163,38,34624,850,310410,31,-81,-9,UNKNOWN,38.0,0,23,-96,-16,8,15,7
11-21 09:43:31.947,YES,135997953860088,38,34624,850,310410,30,-82,-7,UNKNOWN,38.0,0,25,-95,-16,5,13,9
11-21 09:43:34.387,YES,136000392601321,38,34624,850,310410,31,-82,-11,UNKNOWN,38.0,0,22,-102,-16,9,20,5
11-21 09:43:36.434,YES,136002447007775,38,34624,850,310410,31,-80,-8,UNKNOWN,38.0,0,24,-98,-16,7,18,8
11-21 09:43:38.910,YES,136004910034271,38,34624,850,310410,31,-79,-8,UNKNOWN,38.0,0,27,-87,-16,4,8,8
11-21 09:43:41.415,YES,136007417188635,38,34624,850,310410,31,-80,-13,UNKNOWN,38.0,0,27,-87,-16,4,7,3
11-21 09:43:43.450,YES,136009458680453,38,34624,850,310410,31,-80,-8,UNKNOWN,38.0,0,18,-106,-16,13,26,8
11-21 09:43:45.891,YES,136011647010098,38,34624,850,310410,31,-79,-7,UNKNOWN,38.0,0,23,-99,-16,8,20,9
11-21 09:43:47.946,YES,136013936542097,38,34624,850,310410,31,-79,-9,UNKNOWN,38.0,0,25,-96,-16,6,17,7
11-21 09:43:50.393,YES,136016094560176,38,34624,850,310410,31,-80,-8,UNKNOWN,38.0,0,25,-94,-16,6,14,8
11-21 09:43:52.457,YES,136018453805359,38,34624,850,310410,31,-79,-9,UNKNOWN,38.0,0,26,-94,-16,5,15,7
11-21 09:43:54.508,YES,136020513692700,38,34624,850,310410,31,-78,-10,UNKNOWN,38.0,0,27,-89,-16,4,11,6
11-21 09:43:56.966,YES,136022969972424,38,34624,850,310410,31,-77,-9,UNKNOWN,38.0,0,26,-93,-16,5,16,7
11-21 09:43:59.026,YES,136025030540962,38,34624,850,310410,31,-78,-10,UNKNOWN,38.0,0,28,-90,-16,3,12,6
11-21 09:44:01.454,YES,136027463381361,38,34624,850,310410,31,-76,-7,UNKNOWN,38.0,0,29,-84,-16,2,8,9
11-21 09:44:03.933,YES,136029753484766,38,34624,850,310410,31,-78,-7,UNKNOWN,38.0,0,24,-88,-13,7,10,6
11-21 09:44:05.985,YES,136031992933635,38,34624,850,310410,31,-77,-7,UNKNOWN,38.0,0,25,-91,-15,6,14,8
11-21 09:44:08.026,YES,136034028797536,38,34624,850,310410,31,-77,-7,UNKNOWN,38.0,0,25,-88,-16,6,11,9
11-21 09:44:10.453,YES,136036112362691,38,34624,850,310410,31,-77,-7,UNKNOWN,38.0,0,25,-87,-15,6,10,8
11-21 09:44:12.509,YES,136038510312722,38,34624,850,310410,31,-77,-7,UNKNOWN,38.0,0,25,-90,-16,6,13,9
11-21 09:44:14.542,YES,136040548877404,38,34624,850,310410,31,-78,-7,UNKNOWN,38.0,0,26,-88,-16,5,10,9
11-21 09:44:16.572,YES,136042576751669,38,34624,850,310410,31,-77,-8,UNKNOWN,38.0,0,27,-88,-16,4,11,8
11-21 09:44:19.043,YES,136045036157539,38,34624,850,310410,31,-76,-14,UNKNOWN,38.0,0,27,-87,-16,4,11,2
11-21 09:44:21.542,YES,136047542667580,38,34624,850,310410,31,-77,-7,UNKNOWN,38.0,0,28,-87,-14,3,10,7
11-21 09:44:23.577,YES,136049578733877,38,34624,850,310410,31,-77,-8,UNKNOWN,38.0,0,27,-88,-14,4,11,6
11-21 09:44:26.033,YES,136051862468115,38,34624,850,310410,31,-78,-14,UNKNOWN,38.0,0,29,-85,-16,2,7,2
11-21 09:44:28.067,YES,136054067688126,38,34624,850,310410,31,-78,-9,UNKNOWN,38.0,0,27,-89,-16,4,11,7
11-21 09:44:30.572,YES,136056572423948,38,34624,850,310410,31,-80,-10,UNKNOWN,38.0,0,24,-90,-16,7,10,6
11-21 09:44:32.620,YES,136058627252382,38,34624,850,310410,31,-81,-11,UNKNOWN,38.0,0,26,-83,-11,5,2,0
11-21 09:44:35.082,YES,136061086751481,38,34624,850,310410,31,-85,-15,UNKNOWN,38.0,0,26,-84,-11,5,-1,-4
11-21 09:44:37.165,YES,136063170092626,38,34624,850,310410,31,-86,-17,UNKNOWN,38.0,0,26,-81,-11,5,-5,-6
11-21 09:44:39.613,YES,136065606222088,38,34624,850,310410,31,-87,-17,UNKNOWN,38.0,0,26,-81,-10,5,-6,-7
11-21 09:44:41.640,YES,136067643964374,38,34624,850,310410,31,-86,-17,UNKNOWN,38.0,0,25,-81,-9,6,-5,-8
11-21 09:44:44.126,YES,136070125462486,38,34624,850,310410,31,-85,-16,UNKNOWN,38.0,0,27,-80,-10,4,-5,-6
11-21 09:44:46.640,YES,136072642451747,38,34624,850,310410,31,-85,-18,UNKNOWN,116.0,1,31,-76,-8,0,-9,-10
11-21 09:44:58.593,YES,136074451066563,116,34624,9820,310410,26,-91,-11,UNKNOWN,116.0,0,31,0,0,-5,-91,-11
11-21 09:45:00.624,YES,136076478953900,116,34624,9820,310410,24,-92,-9,UNKNOWN,116.0,0,31,0,0,-7,-92,-9
11-21 09:45:04.630,YES,136077027579996,116,34624,9820,310410,26,-90,-9,UNKNOWN,116.0,0,31,0,0,-5,-90,-9
11-21 09:45:10.741,YES,136077352641956,116,34624,9820,310410,23,-97,-11,UNKNOWN,116.0,0,31,0,0,-8,-97,-11
11-21 09:45:12.772,YES,136079493332742,116,34624,9820,310410,20,-103,-12,UNKNOWN,116.0,0,31,0,0,-11,-103,-12
11-21 09:45:14.827,YES,136081545720394,116,34624,9820,310410,20,-102,-11,UNKNOWN,116.0,0,31,0,0,-11,-102,-11
11-21 09:45:17.327,YES,136084047240592,116,34624,9820,310410,20,-104,-12,UNKNOWN,10.0,1,31,0,0,-11,-104,-12
11-21 09:45:28.571,YES,136085904190620,10,34624,850,310410,31,-83,-11,UNKNOWN,10.0,0,31,-77,-12,0,-6,1
11-21 09:45:28.585,YES,136085907505517,10,34624,850,310410,31,-83,-11,UNKNOWN,10.0,0,31,-77,-12,0,-6,1
11-21 09:45:34.962,YES,136086232891486,10,34624,850,310410,31,-80,-8,UNKNOWN,10.0,0,31,-77,-14,0,-3,6
11-21 09:45:40.612,YES,136087191287311,10,34624,850,310410,31,-84,-13,UNKNOWN,10.0,0,31,-77,-13,0,-7,0
11-21 09:45:46.743,YES,136087772449400,10,34624,850,310410,31,-85,-15,UNKNOWN,10.0,0,31,-77,-17,0,-8,2
11-21 09:45:48.894,YES,136090040057230,10,34624,850,310410,31,-83,-15,WALKING,10.0,0,31,-77,-12,0,-6,-3
11-21 09:45:55.582,YES,136092335164074,10,34624,850,310410,31,-77,-9,WALKING,10.0,0,31,-77,-10,0,0,1
11-21 09:46:01.630,YES,136092819052299,10,34624,850,310410,31,-65,-9,WALKING,10.0,0,31,-77,-17,0,12,8
11-21 09:46:07.569,YES,136093128058111,10,34624,850,310410,31,-72,-12,WALKING,10.0,0,31,-77,-16,0,5,4
11-21 09:46:07.578,YES,136093135440091,10,34624,850,310410,31,-72,-12,WALKING,10.0,0,31,-77,-16,0,5,4
11-21 09:46:13.644,YES,136093583795552,10,34624,850,310410,31,-77,-13,WALKING,10.0,0,31,-77,-14,0,0,1
11-21 09:46:19.630,YES,136094342224742,10,34624,850,310410,31,-72,-10,WALKING,10.0,0,31,-77,-12,0,5,2
11-21 09:46:19.656,YES,136094362535786,10,34624,850,310410,31,-72,-10,WALKING,10.0,0,31,-77,-12,0,5,2
11-21 09:46:21.997,YES,136096689974559,10,34624,850,310410,31,-77,-13,WALKING,10.0,0,31,-77,-10,0,0,-3
11-21 09:46:24.410,YES,136098260889403,10,34624,850,310410,31,-74,-10,WALKING,210.0,1,31,-77,-13,0,3,3
11-21 09:46:35.587,YES,136100849118515,210,34624,850,310410,31,-76,-16,WALKING,210.0,0,31,-75,-7,0,-1,-9
11-21 09:46:37.633,YES,136102877356270,210,34624,850,310410,31,-77,-13,WALKING,210.0,0,29,-80,-7,2,3,-6
11-21 09:46:40.355,YES,136105613324980,210,34624,850,310410,31,-69,-12,WALKING,210.0,0,31,-79,-7,0,10,-5
11-21 09:46:42.576,YES,136107835416816,210,34624,850,310410,31,-65,-12,WALKING,210.0,0,31,-75,-7,0,10,-5
11-21 09:46:48.687,YES,136108236187637,210,34624,850,310410,31,-72,-12,WALKING,210.0,0,30,-80,-7,1,8,-5
11-21 09:46:50.728,YES,136110367754412,210,34624,850,310410,31,-75,-11,WALKING,210.0,0,29,-80,-7,2,5,-4
11-21 09:46:55.715,YES,136112252199079,210,34624,850,310410,31,-76,-12,WALKING,210.0,0,29,-80,-7,2,4,-5
11-21 09:47:01.789,YES,136112734898085,210,34624,850,310410,31,-70,-14,WALKING,210.0,0,31,-78,-7,0,8,-7
11-21 09:47:07.748,YES,136114235860578,210,34624,850,310410,31,-74,-13,WALKING,210.0,0,31,-73,-7,0,-1,-6
11-21 09:47:13.599,YES,136114614751293,210,34624,850,310410,31,-70,-13,WALKING,210.0,0,31,-70,-7,0,0,-6
11-21 09:47:19.567,YES,136114931568512,210,34624,850,310410,31,-77,-12,WALKING,210.0,0,29,-80,-7,2,3,-5
11-21 09:47:22.069,YES,136116935381368,210,34624,850,310410,31,-71,-14,WALKING,210.0,0,31,-78,-7,0,7,-7
11-21 09:47:24.433,YES,136118986141572,210,34624,850,310410,31,-79,-13,WALKING,210.0,0,29,-80,-7,2,1,-6
11-21 09:47:30.584,YES,136120007264799,210,34624,850,310410,31,-76,-12,WALKING,210.0,0,29,-80,-7,2,4,-5
