time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,rssnr,cqi,ta
11-06 17:05:27.823,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:27.823,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:27.823,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:27.823,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:27.823,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:27.823,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:27.823,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.024,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.087,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:28.087,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:28.087,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:28.087,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:28.087,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:28.087,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:28.087,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.121,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:28.121,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:28.121,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:28.121,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:28.121,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:28.121,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:28.121,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.386,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:28.386,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:28.386,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:28.386,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:28.386,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:28.386,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:28.386,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.398,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:28.398,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:28.398,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:28.398,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:28.398,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:28.398,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:28.398,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.865,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:28.865,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:28.865,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:28.865,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:28.865,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:28.865,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:28.865,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:28.870,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:28.870,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:28.870,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:28.870,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:28.870,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:28.870,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:28.870,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:29.360,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:29.360,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:29.360,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:29.360,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:29.360,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:29.360,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:29.360,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:29.364,YES,963103842398,116,16185,2300,310260,19,-106,-10,2147483647,2147483647,2147483647
11-06 17:05:29.364,NO,963103842398,44,2147483647,2300,nullnull,15,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:29.364,NO,963103842398,99,2147483647,2300,nullnull,15,-114,-15,2147483647,2147483647,2147483647
11-06 17:05:29.364,NO,963103842398,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:29.364,NO,963103842398,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:29.364,NO,963103842398,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:29.364,NO,963103842398,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:29.918,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:29.918,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:29.918,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:29.918,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:29.918,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:29.918,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:29.918,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:29.927,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:29.927,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:29.927,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:29.927,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:29.927,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:29.927,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:29.927,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:30.367,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:30.367,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:30.367,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:30.367,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:30.367,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:30.367,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:30.367,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:30.371,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:30.371,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:30.371,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:30.371,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:30.371,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:30.371,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:30.371,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:30.864,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:30.864,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:30.864,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:30.864,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:30.864,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:30.864,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:30.864,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:30.867,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:30.867,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:30.867,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:30.867,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:30.867,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:30.867,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:30.867,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:31.364,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:31.364,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:31.364,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:31.364,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:31.364,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:31.364,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:31.364,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:31.370,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:31.370,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:31.370,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:31.370,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:31.370,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:31.370,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:31.370,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:31.865,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:31.865,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:31.865,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:31.865,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:31.865,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:31.865,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:31.865,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:31.868,YES,965204574639,116,16185,2300,310260,21,-102,-9,2147483647,2147483647,2147483647
11-06 17:05:31.868,NO,965204574639,44,2147483647,2300,nullnull,13,-113,-17,2147483647,2147483647,2147483647
11-06 17:05:31.868,NO,965204574639,99,2147483647,2300,nullnull,13,-117,-14,2147483647,2147483647,2147483647
11-06 17:05:31.868,NO,965204574639,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:31.868,NO,965204574639,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:31.868,NO,965204574639,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:31.868,NO,965204574639,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:32.381,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:32.381,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:32.381,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:32.381,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:32.381,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:32.381,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:32.381,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:32.384,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:32.384,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:32.384,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:32.384,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:32.384,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:32.384,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:32.384,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:32.865,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:32.865,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:32.865,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:32.865,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:32.865,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:32.865,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:32.865,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:32.872,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:32.872,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:32.872,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:32.872,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:32.872,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:32.872,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:32.872,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:33.488,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:33.488,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:33.488,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:33.488,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:33.488,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:33.488,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:33.488,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:33.517,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:33.517,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:33.517,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:33.517,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:33.517,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:33.517,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:33.517,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:33.872,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:33.872,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:33.872,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:33.872,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:33.872,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:33.872,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:33.872,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:33.885,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:33.885,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:33.885,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:33.885,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:33.885,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:33.885,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:33.885,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:34.383,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:34.383,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:34.383,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:34.383,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:34.383,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:34.383,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:34.383,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:34.407,YES,967695762231,116,16185,2300,310260,22,-106,-12,2147483647,2147483647,2147483647
11-06 17:05:34.407,NO,967695762231,44,2147483647,2300,nullnull,14,-115,-20,2147483647,2147483647,2147483647
11-06 17:05:34.407,NO,967695762231,99,2147483647,2300,nullnull,14,-115,-18,2147483647,2147483647,2147483647
11-06 17:05:34.407,NO,967695762231,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:34.407,NO,967695762231,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:34.407,NO,967695762231,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:34.407,NO,967695762231,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:34.873,YES,970146334089,116,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
11-06 17:05:34.873,NO,970146334089,44,2147483647,2300,nullnull,16,-112,-20,2147483647,2147483647,2147483647
11-06 17:05:34.873,NO,970146334089,99,2147483647,2300,nullnull,16,-111,-19,2147483647,2147483647,2147483647
11-06 17:05:34.873,NO,970146334089,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:34.873,NO,970146334089,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:34.873,NO,970146334089,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:34.873,NO,970146334089,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:34.900,YES,970146334089,116,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
11-06 17:05:34.900,NO,970146334089,44,2147483647,2300,nullnull,16,-112,-20,2147483647,2147483647,2147483647
11-06 17:05:34.900,NO,970146334089,99,2147483647,2300,nullnull,16,-111,-19,2147483647,2147483647,2147483647
11-06 17:05:34.900,NO,970146334089,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:34.900,NO,970146334089,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:34.900,NO,970146334089,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:34.900,NO,970146334089,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:35.445,YES,970146334089,116,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
11-06 17:05:35.445,NO,970146334089,44,2147483647,2300,nullnull,16,-112,-20,2147483647,2147483647,2147483647
11-06 17:05:35.445,NO,970146334089,99,2147483647,2300,nullnull,16,-111,-19,2147483647,2147483647,2147483647
11-06 17:05:35.445,NO,970146334089,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:35.445,NO,970146334089,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:35.445,NO,970146334089,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:35.445,NO,970146334089,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:35.478,YES,970146334089,116,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
11-06 17:05:35.478,NO,970146334089,44,2147483647,2300,nullnull,16,-112,-20,2147483647,2147483647,2147483647
11-06 17:05:35.478,NO,970146334089,99,2147483647,2300,nullnull,16,-111,-19,2147483647,2147483647,2147483647
11-06 17:05:35.478,NO,970146334089,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:35.478,NO,970146334089,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:35.478,NO,970146334089,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:35.478,NO,970146334089,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:35.902,YES,970146334089,116,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
11-06 17:05:35.902,NO,970146334089,44,2147483647,2300,nullnull,16,-112,-20,2147483647,2147483647,2147483647
11-06 17:05:35.902,NO,970146334089,99,2147483647,2300,nullnull,16,-111,-19,2147483647,2147483647,2147483647
11-06 17:05:35.902,NO,970146334089,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:35.902,NO,970146334089,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:35.902,NO,970146334089,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
11-06 17:05:35.902,NO,970146334089,241,2147483647,675,nullnull,14,-118,-20,2147483647,2147483647,2147483647
11-06 17:05:35.921,YES,970146334089,116,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
11-06 17:05:35.921,NO,970146334089,44,2147483647,2300,nullnull,16,-112,-20,2147483647,2147483647,2147483647
11-06 17:05:35.921,NO,970146334089,99,2147483647,2300,nullnull,16,-111,-19,2147483647,2147483647,2147483647
11-06 17:05:35.921,NO,970146334089,99,2147483647,675,nullnull,19,-112,-18,2147483647,2147483647,2147483647
11-06 17:05:35.921,NO,970146334089,116,2147483647,675,nullnull,14,-108,-12,2147483647,2147483647,2147483647
11-06 17:05:35.921,NO,970146334089,44,2147483647,675,nullnull,14,-115,-19,2147483647,2147483647,2147483647
