mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
51216890218506,46,16185,675,310260,26,-96,-15,2147483647,2147483647,2147483647
51217453118250,46,16185,675,310260,26,-96,-15,2147483647,2147483647,2147483647
51218387501051,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51219695762952,46,16185,675,310260,26,-96,-16,2147483647,2147483647,2147483647
51222383361657,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51222390615044,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51224055426876,46,16185,675,310260,27,-94,-16,2147483647,2147483647,2147483647
51226567048376,46,16185,675,310260,27,-95,-14,2147483647,2147483647,2147483647
51229080197377,46,16185,675,310260,26,-96,-13,2147483647,2147483647,2147483647
51231738857173,46,16185,675,310260,27,-96,-17,2147483647,2147483647,2147483647
51232141706952,46,16185,675,310260,27,-95,-17,2147483647,2147483647,2147483647
51232931011927,46,16185,675,310260,28,-92,-15,2147483647,2147483647,2147483647
51233326919102,46,16185,675,310260,29,-92,-16,2147483647,2147483647,2147483647
51233991652710,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51236223359234,46,16185,675,310260,28,-94,-17,2147483647,2147483647,2147483647
51236535997494,46,16185,675,310260,27,-94,-14,2147483647,2147483647,2147483647
51238709715003,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51241428654336,46,16185,675,310260,28,-93,-16,2147483647,2147483647,2147483647
51243727111388,46,16185,675,310260,26,-94,-13,2147483647,2147483647,2147483647
51244074841891,46,16185,675,310260,27,-93,-13,2147483647,2147483647,2147483647
51244832137331,46,16185,675,310260,26,-93,-14,2147483647,2147483647,2147483647
51246825180655,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51249319529497,46,16185,675,310260,28,-94,-17,2147483647,2147483647,2147483647
51251829160007,46,16185,675,310260,27,-94,-16,2147483647,2147483647,2147483647
51253895524797,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51256167195440,46,16185,675,310260,26,-94,-13,2147483647,2147483647,2147483647
51258686051888,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51261188526461,46,16185,675,310260,27,-95,-17,2147483647,2147483647,2147483647
51263703803222,46,16185,675,310260,26,-94,-12,2147483647,2147483647,2147483647
51266215838264,46,16185,675,310260,27,-94,-16,2147483647,2147483647,2147483647
51268727556326,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51271232533555,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51273747405368,46,16185,675,310260,27,-93,-15,2147483647,2147483647,2147483647
51276045420805,46,16185,675,310260,27,-93,-16,2147483647,2147483647,2147483647
51278547534752,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51280525947606,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51281291488776,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51281932160923,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51282285006948,46,16185,675,310260,27,-94,-15,2147483647,2147483647,2147483647
51283085945777,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51283427162791,46,16185,675,310260,27,-94,-15,2147483647,2147483647,2147483647
51284252413550,46,16185,675,310260,27,-94,-14,2147483647,2147483647,2147483647
51284926145752,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51287446170691,46,16185,675,310260,27,-94,-14,2147483647,2147483647,2147483647
51289948398544,46,16185,675,310260,26,-94,-14,2147483647,2147483647,2147483647
51292460996347,46,16185,675,310260,27,-93,-15,2147483647,2147483647,2147483647
51293739716162,46,16185,675,310260,29,-93,-17,2147483647,2147483647,2147483647
51294558387285,46,16185,675,310260,28,-93,-16,2147483647,2147483647,2147483647
51294922878363,46,16185,675,310260,28,-93,-17,2147483647,2147483647,2147483647
51294933214926,46,16185,675,310260,28,-93,-17,2147483647,2147483647,2147483647
51296054691913,46,16185,675,310260,27,-93,-14,2147483647,2147483647,2147483647
51296703785259,46,16185,675,310260,27,-94,-15,2147483647,2147483647,2147483647
51297501747786,46,16185,675,310260,26,-95,-14,2147483647,2147483647,2147483647
51299984621003,46,16185,675,310260,27,-95,-17,2147483647,2147483647,2147483647
51302488071096,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51302514796150,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51304699169076,46,16185,675,310260,25,-97,-14,2147483647,2147483647,2147483647
51304736944861,46,16185,675,310260,25,-97,-14,2147483647,2147483647,2147483647
51307101419576,46,16185,675,310260,26,-97,-15,2147483647,2147483647,2147483647
51309614318993,46,16185,675,310260,26,-97,-15,2147483647,2147483647,2147483647
51312029885223,46,16185,675,310260,27,-96,-17,2147483647,2147483647,2147483647
51314101764596,46,16185,675,310260,26,-96,-16,2147483647,2147483647,2147483647
51316628135473,46,16185,675,310260,25,-97,-15,2147483647,2147483647,2147483647
51318802213711,46,16185,675,310260,28,-95,-19,2147483647,2147483647,2147483647
51320883135428,46,16185,675,310260,28,-97,-19,2147483647,2147483647,2147483647
51321220119264,46,16185,675,310260,27,-95,-15,2147483647,2147483647,2147483647
51322022908250,46,16185,675,310260,28,-95,-19,2147483647,2147483647,2147483647
51322031558459,46,16185,675,310260,28,-95,-19,2147483647,2147483647,2147483647
51322859004323,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51323845531869,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51326281289195,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51328796137623,46,16185,675,310260,27,-94,-15,2147483647,2147483647,2147483647
51330948180962,46,16185,675,310260,26,-95,-14,2147483647,2147483647,2147483647
51331463201795,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51332127548371,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51332803770210,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51333516896062,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51333867900888,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51336021942926,46,16185,675,310260,26,-95,-14,2147483647,2147483647,2147483647
51338537082239,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51340702675059,46,16185,675,310260,27,-94,-16,2147483647,2147483647,2147483647
51342706679738,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51343083490973,46,16185,675,310260,28,-95,-18,2147483647,2147483647,2147483647
51344276797290,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51344962250171,46,16185,675,310260,26,-98,-17,2147483647,2147483647,2147483647
51347484046359,46,16185,675,310260,25,-99,-16,2147483647,2147483647,2147483647
51350155286365,46,16185,675,310260,26,-98,-18,2147483647,2147483647,2147483647
51352499303786,46,16185,675,310260,26,-98,-16,2147483647,2147483647,2147483647
51353831168606,46,16185,675,310260,24,-101,-17,2147483647,2147483647,2147483647
51354711787444,46,16185,675,310260,27,-96,-16,2147483647,2147483647,2147483647
51354724662497,46,16185,675,310260,27,-96,-16,2147483647,2147483647,2147483647
51357212342016,46,16185,675,310260,27,-95,-15,2147483647,2147483647,2147483647
51359724487162,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51361683676524,46,16185,675,310260,27,-95,-15,2147483647,2147483647,2147483647
51362032995726,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51362781849863,46,16185,675,310260,26,-96,-13,2147483647,2147483647,2147483647
51363187549278,46,16185,675,310260,26,-96,-14,2147483647,2147483647,2147483647
51363873969971,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51364241634904,46,16185,675,310260,26,-93,-12,2147483647,2147483647,2147483647
51366387304597,46,16185,675,310260,26,-96,-15,2147483647,2147483647,2147483647
51368866415000,46,16185,675,310260,28,-93,-16,2147483647,2147483647,2147483647
51370896217233,46,16185,675,310260,26,-93,-12,2147483647,2147483647,2147483647
51373501121347,46,16185,675,310260,27,-93,-15,2147483647,2147483647,2147483647
51375830333194,46,16185,675,310260,27,-96,-15,2147483647,2147483647,2147483647
51376815453188,46,16185,675,310260,29,-93,-16,2147483647,2147483647,2147483647
51378847089744,46,16185,675,310260,27,-95,-14,2147483647,2147483647,2147483647
51381349731556,46,16185,675,310260,27,-95,-13,2147483647,2147483647,2147483647
51383043963652,46,16185,675,310260,27,-96,-15,2147483647,2147483647,2147483647
51383068653290,46,16185,675,310260,27,-96,-15,2147483647,2147483647,2147483647
51384309303257,46,16185,675,310260,26,-95,-15,2147483647,2147483647,2147483647
51386049872285,46,16185,675,310260,27,-97,-16,2147483647,2147483647,2147483647
51386736884384,46,16185,675,310260,27,-95,-15,2147483647,2147483647,2147483647
51388901028090,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51389309379120,46,16185,675,310260,25,-100,-17,2147483647,2147483647,2147483647
51391404019068,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51393925258590,46,16185,675,310260,26,-97,-17,2147483647,2147483647,2147483647
51395216454083,46,16185,675,310260,25,-96,-15,2147483647,2147483647,2147483647
51395230470491,46,16185,675,310260,25,-96,-15,2147483647,2147483647,2147483647
51396145533447,46,16185,675,310260,25,-99,-16,2147483647,2147483647,2147483647
51396427189360,46,16185,675,310260,26,-96,-15,2147483647,2147483647,2147483647
51398700377868,46,16185,675,310260,27,-96,-16,2147483647,2147483647,2147483647
51401217604056,46,16185,675,310260,25,-99,-16,2147483647,2147483647,2147483647
51403283895929,46,16185,675,310260,26,-98,-16,2147483647,2147483647,2147483647
51405282619044,46,16185,675,310260,24,-99,-15,2147483647,2147483647,2147483647
51407424530508,46,16185,675,310260,26,-99,-18,2147483647,2147483647,2147483647
51409936634300,46,16185,675,310260,24,-99,-14,2147483647,2147483647,2147483647
51412187905201,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51413642506492,46,16185,675,310260,25,-97,-13,2147483647,2147483647,2147483647
51414490719181,46,16185,675,310260,27,-97,-15,2147483647,2147483647,2147483647
51414875317917,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51417085737147,46,16185,675,310260,26,-96,-14,2147483647,2147483647,2147483647
51417436628901,46,16185,675,310260,26,-97,-13,2147483647,2147483647,2147483647
51418384928891,46,16185,675,310260,27,-93,-15,2147483647,2147483647,2147483647
51418820260341,46,16185,675,310260,26,-93,-12,2147483647,2147483647,2147483647
51418839991905,46,16185,675,310260,26,-93,-12,2147483647,2147483647,2147483647
51421328520383,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51423857796676,46,16185,675,310260,27,-94,-16,2147483647,2147483647,2147483647
51426187799825,46,16185,675,310260,27,-94,-13,2147483647,2147483647,2147483647
51426208549358,46,16185,675,310260,27,-94,-13,2147483647,2147483647,2147483647
51428688998043,46,16185,675,310260,28,-93,-14,2147483647,2147483647,2147483647
51431203001366,46,16185,675,310260,28,-93,-14,2147483647,2147483647,2147483647
51433713395470,46,16185,675,310260,27,-94,-15,2147483647,2147483647,2147483647
51435507780285,46,16185,675,310260,27,-96,-18,2147483647,2147483647,2147483647
51436212341136,46,16185,675,310260,28,-91,-15,2147483647,2147483647,2147483647
51437546303092,46,16185,675,310260,27,-91,-14,2147483647,2147483647,2147483647
51437907997399,46,16185,675,310260,28,-91,-15,2147483647,2147483647,2147483647
51440072027718,46,16185,675,310260,28,-90,-14,2147483647,2147483647,2147483647
51442693361678,46,16185,675,310260,28,-92,-14,2147483647,2147483647,2147483647
51445301239854,46,16185,675,310260,28,-93,-15,2147483647,2147483647,2147483647
51447417437721,46,16185,675,310260,29,-90,-15,2147483647,2147483647,2147483647
51449919268074,46,16185,675,310260,28,-91,-14,2147483647,2147483647,2147483647
51452408821812,46,16185,675,310260,28,-91,-13,2147483647,2147483647,2147483647
51454716940479,46,16185,675,310260,29,-91,-16,2147483647,2147483647,2147483647
51455389461744,46,16185,675,310260,30,-91,-16,2147483647,2147483647,2147483647
51456239006100,46,16185,675,310260,27,-91,-13,2147483647,2147483647,2147483647
51456748249901,46,16185,675,310260,29,-91,-16,2147483647,2147483647,2147483647
51457579533004,46,16185,675,310260,28,-91,-14,2147483647,2147483647,2147483647
51457922200226,46,16185,675,310260,29,-92,-16,2147483647,2147483647,2147483647
51460087359556,46,16185,675,310260,28,-92,-13,2147483647,2147483647,2147483647
51462600866577,46,16185,675,310260,29,-91,-15,2147483647,2147483647,2147483647
51464743974135,46,16185,675,310260,27,-91,-13,2147483647,2147483647,2147483647
51464751617469,46,16185,675,310260,27,-91,-13,2147483647,2147483647,2147483647
51467102193953,46,16185,675,310260,29,-91,-15,2147483647,2147483647,2147483647
51468296307874,46,16185,675,310260,27,-92,-13,2147483647,2147483647,2147483647
51468952218460,46,16185,675,310260,28,-93,-16,2147483647,2147483647,2147483647
51469694610149,46,16185,675,310260,29,-90,-15,2147483647,2147483647,2147483647
51470330650420,46,16185,675,310260,29,-90,-16,2147483647,2147483647,2147483647
51470337140525,46,16185,675,310260,29,-90,-16,2147483647,2147483647,2147483647
51472842850514,46,16185,675,310260,28,-91,-14,2147483647,2147483647,2147483647
51475347798733,46,16185,675,310260,27,-94,-15,2147483647,2147483647,2147483647
51477575338069,46,16185,675,310260,26,-96,-15,2147483647,2147483647,2147483647
51478408957110,46,16185,675,310260,28,-90,-13,2147483647,2147483647,2147483647
51480584307588,46,16185,675,310260,28,-91,-15,2147483647,2147483647,2147483647
51483093089556,46,16185,675,310260,26,-91,-11,2147483647,2147483647,2147483647
51485634204601,46,16185,675,310260,27,-92,-13,2147483647,2147483647,2147483647
51488113353494,46,16185,675,310260,29,-90,-15,2147483647,2147483647,2147483647
51489217849541,46,16185,675,310260,28,-91,-15,2147483647,2147483647,2147483647
51491708375571,46,16185,675,310260,25,-91,-9,2147483647,2147483647,2147483647
51494302883329,46,16185,675,310260,28,-94,-16,2147483647,2147483647,2147483647
51496813539152,46,16185,675,310260,28,-92,-16,2147483647,2147483647,2147483647
51499350410395,46,16185,675,310260,27,-90,-11,2147483647,2147483647,2147483647
51500976182432,46,16185,675,310260,29,-90,-15,2147483647,2147483647,2147483647
51503711863173,46,16185,675,310260,27,-90,-11,2147483647,2147483647,2147483647
51505788469838,46,16185,675,310260,28,-90,-14,2147483647,2147483647,2147483647
51508296191338,46,16185,675,310260,28,-90,-13,2147483647,2147483647,2147483647
51510812772370,46,16185,675,310260,27,-94,-14,2147483647,2147483647,2147483647
51511572872810,46,16185,675,310260,27,-94,-14,2147483647,2147483647,2147483647
51512115875833,46,16185,675,310260,25,-98,-16,2147483647,2147483647,2147483647
51514643744678,46,16185,675,310260,26,-98,-16,2147483647,2147483647,2147483647
51517145943365,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51518735314305,46,16185,675,310260,26,-91,-11,2147483647,2147483647,2147483647
51521237594919,46,16185,675,310260,25,-96,-12,2147483647,2147483647,2147483647
51523750440586,46,16185,675,310260,27,-95,-16,2147483647,2147483647,2147483647
51526300706048,46,16185,675,310260,25,-96,-13,2147483647,2147483647,2147483647
51528792045255,46,16185,675,310260,27,-96,-15,2147483647,2147483647,2147483647
51531297830765,46,16185,675,310260,26,-97,-16,2147483647,2147483647,2147483647
51533814622109,46,16185,675,310260,27,-96,-15,2147483647,2147483647,2147483647
51536325791734,46,16185,675,310260,26,-96,-14,2147483647,2147483647,2147483647
51538888830167,46,16185,675,310260,26,-96,-15,2147483647,2147483647,2147483647
51539424356626,46,16185,675,310260,27,-97,-17,2147483647,2147483647,2147483647
51541934127189,46,16185,675,310260,26,-99,-18,2147483647,2147483647,2147483647
51544562118701,46,16185,675,310260,26,-99,-17,2147483647,2147483647,2147483647
51547036954468,46,16185,675,310260,25,-99,-17,2147483647,2147483647,2147483647
51549546130499,46,16185,675,310260,26,-99,-18,2147483647,2147483647,2147483647
51552049482155,46,16185,675,310260,26,-98,-16,2147483647,2147483647,2147483647
51554555264696,46,16185,675,310260,26,-100,-19,2147483647,2147483647,2147483647
51556922968369,46,16185,675,310260,26,-99,-18,2147483647,2147483647,2147483647
51559070242698,46,16185,675,310260,27,-99,-18,2147483647,2147483647,2147483647
51561573347635,46,16185,675,310260,25,-98,-16,2147483647,2147483647,2147483647
51564079490280,46,16185,675,310260,27,-98,-18,2147483647,2147483647,2147483647
51566596905219,46,16185,675,310260,26,-99,-17,2147483647,2147483647,2147483647
51569101129114,46,16185,675,310260,26,-98,-17,2147483647,2147483647,2147483647
51571102015719,46,16185,675,310260,26,-99,-18,2147483647,2147483647,2147483647
51571939116688,46,16185,675,310260,24,-101,-16,2147483647,2147483647,2147483647
51573113872639,46,16185,2300,310260,27,-94,-15,2147483647,2147483647,2147483647
51573614341907,46,16185,2300,310260,26,-95,-14,2147483647,2147483647,2147483647
51573629824825,46,16185,2300,310260,26,-95,-14,2147483647,2147483647,2147483647
51575802228063,46,16185,2300,310260,26,-95,-14,2147483647,2147483647,2147483647
51578131001472,46,16185,2300,310260,27,-94,-15,2147483647,2147483647,2147483647
51580146185006,46,16185,2300,310260,27,-92,-12,2147483647,2147483647,2147483647
51580801701321,46,16185,2300,310260,27,-93,-13,2147483647,2147483647,2147483647
51583071054933,46,16185,2300,310260,28,-93,-14,2147483647,2147483647,2147483647
51584685960510,46,16185,2300,310260,26,-98,-16,2147483647,2147483647,2147483647
51586716334723,46,16185,2300,310260,27,-96,-15,2147483647,2147483647,2147483647
51589219840337,46,16185,2300,310260,27,-96,-15,2147483647,2147483647,2147483647
51591701448240,46,16185,2300,310260,27,-96,-15,2147483647,2147483647,2147483647
51592392018934,46,16185,2300,310260,26,-95,-14,2147483647,2147483647,2147483647
51592821602935,46,16185,2300,310260,26,-95,-13,2147483647,2147483647,2147483647
51594892800121,46,16185,2300,310260,27,-95,-15,2147483647,2147483647,2147483647
51597396137766,46,16185,2300,310260,27,-94,-13,2147483647,2147483647,2147483647
51599900693693,46,16185,2300,310260,27,-93,-14,2147483647,2147483647,2147483647
51602090753546,46,16185,2300,310260,26,-95,-13,2147483647,2147483647,2147483647
51603567536714,46,16185,2300,310260,26,-94,-12,2147483647,2147483647,2147483647
51606096960404,46,16185,2300,310260,26,-93,-11,2147483647,2147483647,2147483647
51608598459976,46,16185,2300,310260,28,-91,-13,2147483647,2147483647,2147483647
51611120992467,46,16185,2300,310260,28,-93,-16,2147483647,2147483647,2147483647
51613627903706,46,16185,2300,310260,26,-94,-13,2147483647,2147483647,2147483647
51616136394581,46,16185,2300,310260,27,-93,-14,2147483647,2147483647,2147483647
51618659849728,46,16185,2300,310260,28,-94,-15,2147483647,2147483647,2147483647
51619167522279,46,16185,2300,310260,27,-94,-15,2147483647,2147483647,2147483647
51619556469921,46,16185,2300,310260,25,-96,-11,2147483647,2147483647,2147483647
51621651792838,46,16185,2300,310260,26,-96,-15,2147483647,2147483647,2147483647
51624030736773,46,16185,2300,310260,26,-92,-10,2147483647,2147483647,2147483647
51626144305369,46,16185,2300,310260,27,-92,-12,2147483647,2147483647,2147483647
51628646215306,46,16185,2300,310260,24,-98,-11,2147483647,2147483647,2147483647
51631173072016,46,16185,2300,310260,27,-97,-15,2147483647,2147483647,2147483647
51633675175182,46,16185,2300,310260,26,-97,-15,2147483647,2147483647,2147483647
51636228543770,46,16185,2300,310260,26,-98,-15,2147483647,2147483647,2147483647
51638692079692,46,16185,2300,310260,26,-97,-15,2147483647,2147483647,2147483647
51641194735723,46,16185,2300,310260,25,-97,-13,2147483647,2147483647,2147483647
51643712514359,46,16185,2300,310260,26,-97,-16,2147483647,2147483647,2147483647
51646210747264,46,16185,2300,310260,27,-97,-15,2147483647,2147483647,2147483647
51648719738035,46,16185,2300,310260,26,-98,-14,2147483647,2147483647,2147483647
51651223965159,46,16185,2300,310260,26,-98,-15,2147483647,2147483647,2147483647
51653422078660,46,16185,2300,310260,26,-98,-15,2147483647,2147483647,2147483647
51655845405620,46,16185,2300,310260,25,-96,-13,2147483647,2147483647,2147483647
51656834347593,46,16185,2300,310260,28,-94,-15,2147483647,2147483647,2147483647
51657615783869,46,16185,2300,310260,27,-96,-15,2147483647,2147483647,2147483647
51658171094914,46,16185,2300,310260,28,-92,-14,2147483647,2147483647,2147483647
51660681964487,46,16185,2300,310260,26,-94,-9,2147483647,2147483647,2147483647
51663196995883,46,16185,2300,310260,27,-92,-13,2147483647,2147483647,2147483647
51665706913581,46,16185,2300,310260,26,-92,-11,2147483647,2147483647,2147483647
51667040393714,46,16185,2300,310260,28,-93,-14,2147483647,2147483647,2147483647
51669139766007,46,16185,2300,310260,29,-92,-15,2147483647,2147483647,2147483647
51671208522567,46,16185,2300,310260,29,-92,-15,2147483647,2147483647,2147483647
51673734424433,46,16185,2300,310260,28,-92,-15,2147483647,2147483647,2147483647
51674550365712,46,16185,2300,310260,28,-92,-14,2147483647,2147483647,2147483647
51674997500184,46,16185,2300,310260,28,-92,-15,2147483647,2147483647,2147483647
51675522084715,46,16185,2300,310260,27,-95,-14,2147483647,2147483647,2147483647
51676327115108,46,16185,2300,310260,28,-93,-15,2147483647,2147483647,2147483647
51678795929052,46,16185,2300,310260,27,-91,-8,2147483647,2147483647,2147483647
51681320277168,46,16185,2300,310260,27,-91,-10,2147483647,2147483647,2147483647
51683489153790,46,16185,2300,310260,27,-91,-9,2147483647,2147483647,2147483647
51683951999461,46,16185,2300,310260,26,-91,-7,2147483647,2147483647,2147483647
51685146695414,46,16185,2300,310260,31,-86,-15,2147483647,2147483647,2147483647
51687262693385,46,16185,2300,310260,30,-87,-11,2147483647,2147483647,2147483647
51689656217998,46,16185,2300,310260,31,-88,-15,2147483647,2147483647,2147483647
51692193476480,46,16185,2300,310260,29,-89,-13,2147483647,2147483647,2147483647
51694694282615,46,16185,2300,310260,28,-93,-13,2147483647,2147483647,2147483647
51697194327239,46,16185,2300,310260,31,-83,-13,2147483647,2147483647,2147483647
51699704550510,46,16185,2300,310260,31,-80,-13,2147483647,2147483647,2147483647
51702255758160,46,16185,2300,310260,31,-85,-15,2147483647,2147483647,2147483647
51704693446267,46,16185,2300,310260,31,-85,-14,2147483647,2147483647,2147483647
51706728771418,46,16185,2300,310260,31,-84,-16,2147483647,2147483647,2147483647
51709226578542,46,16185,2300,310260,28,-93,-16,2147483647,2147483647,2147483647
51709238622085,46,16185,2300,310260,28,-93,-16,2147483647,2147483647,2147483647
51711736569677,46,16185,2300,310260,26,-95,-13,2147483647,2147483647,2147483647
51714247923417,46,16185,2300,310260,26,-91,-10,2147483647,2147483647,2147483647
51714267920346,46,16185,2300,310260,26,-91,-10,2147483647,2147483647,2147483647
51716747195801,46,16185,2300,310260,27,-94,-12,2147483647,2147483647,2147483647
51719238993498,46,16185,2300,310260,29,-92,-16,2147483647,2147483647,2147483647
51721763520259,46,16185,2300,310260,28,-93,-15,2147483647,2147483647,2147483647
51723851033176,46,16185,2300,310260,28,-92,-11,2147483647,2147483647,2147483647
51726248685706,46,16185,2300,310260,29,-92,-15,2147483647,2147483647,2147483647
51728769548718,46,16185,2300,310260,27,-95,-15,2147483647,2147483647,2147483647
51731266398081,46,16185,2300,310260,27,-93,-14,2147483647,2147483647,2147483647
51733751821870,46,16185,2300,310260,30,-89,-15,2147483647,2147483647,2147483647
51735785594156,46,16185,2300,310260,29,-88,-12,2147483647,2147483647,2147483647
51738275666696,46,16185,2300,310260,29,-92,-13,2147483647,2147483647,2147483647
51740367996071,46,16185,2300,310260,30,-88,-13,2147483647,2147483647,2147483647
51742824300274,46,16185,2300,310260,30,-90,-13,2147483647,2147483647,2147483647
51745300622760,46,16185,2300,310260,30,-85,-12,2147483647,2147483647,2147483647
51747827437595,46,16185,2300,310260,30,-86,-13,2147483647,2147483647,2147483647
51750323433261,46,16185,2300,310260,30,-86,-12,2147483647,2147483647,2147483647
51752828001896,46,16185,2300,310260,30,-88,-15,2147483647,2147483647,2147483647
51755329693916,46,16185,2300,310260,31,-83,-12,2147483647,2147483647,2147483647
51757846566927,46,16185,2300,310260,31,-86,-15,2147483647,2147483647,2147483647
51760348731916,46,16185,2300,310260,30,-87,-14,2147483647,2147483647,2147483647
51762860548051,46,16185,2300,310260,30,-87,-13,2147483647,2147483647,2147483647
51765347507882,46,16185,2300,310260,31,-85,-15,2147483647,2147483647,2147483647
51767867372977,46,16185,2300,310260,31,-87,-16,2147483647,2147483647,2147483647
51770373777289,46,16185,2300,310260,31,-84,-16,2147483647,2147483647,2147483647
51772895192124,46,16185,2300,310260,31,-85,-15,2147483647,2147483647,2147483647
51775352957994,46,16185,2300,310260,31,-85,-11,2147483647,2147483647,2147483647
51777892810538,46,16185,2300,310260,31,-83,-15,2147483647,2147483647,2147483647
51780019434084,46,16185,2300,310260,31,-85,-15,2147483647,2147483647,2147483647
51782417314479,46,16185,2300,310260,30,-88,-14,2147483647,2147483647,2147483647
51784903661133,46,16185,2300,310260,31,-87,-14,2147483647,2147483647,2147483647
51787386893515,46,16185,2300,310260,31,-86,-16,2147483647,2147483647,2147483647
51789918833403,46,16185,2300,310260,31,-83,-15,2147483647,2147483647,2147483647
51792473843397,46,16185,2300,310260,29,-90,-13,2147483647,2147483647,2147483647
51794937210518,46,16185,2300,310260,30,-89,-15,2147483647,2147483647,2147483647
51797446862903,46,16185,2300,310260,31,-83,-14,2147483647,2147483647,2147483647
51799958427684,46,16185,2300,310260,31,-83,-14,2147483647,2147483647,2147483647
51802484187207,46,16185,2300,310260,31,-86,-14,2147483647,2147483647,2147483647
51804976088966,46,16185,2300,310260,31,-85,-13,2147483647,2147483647,2147483647
51807448932649,46,16185,2300,310260,31,-81,-16,2147483647,2147483647,2147483647
51809499829781,46,16185,2300,310260,31,-83,-17,2147483647,2147483647,2147483647
51811976294975,46,16185,2300,310260,31,-81,-11,2147483647,2147483647,2147483647
51814502338040,46,16185,2300,310260,31,-83,-16,2147483647,2147483647,2147483647
51816627977210,46,16185,2300,310260,31,-77,-14,2147483647,2147483647,2147483647
51818960011036,46,16185,2300,310260,31,-76,-12,2147483647,2147483647,2147483647
51820997311603,46,16185,2300,310260,31,-79,-15,2147483647,2147483647,2147483647
51823488775133,46,16185,2300,310260,31,-82,-14,2147483647,2147483647,2147483647
51826007614550,46,16185,2300,310260,31,-81,-15,2147483647,2147483647,2147483647
51828530650687,46,16185,2300,310260,31,-84,-10,2147483647,2147483647,2147483647
51831031960155,46,16185,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
51833518661132,46,16185,2300,310260,31,-80,-13,2147483647,2147483647,2147483647
51836051349301,46,16185,2300,310260,31,-78,-15,2147483647,2147483647,2147483647
51838560585176,46,16185,2300,310260,31,-83,-15,2147483647,2147483647,2147483647
51841073387926,46,16185,2300,310260,31,-83,-16,2147483647,2147483647,2147483647
51843562460518,46,16185,2300,310260,31,-84,-15,2147483647,2147483647,2147483647
51846079615717,46,16185,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
51848589914717,46,16185,2300,310260,31,-84,-20,2147483647,2147483647,2147483647
51851100042362,44,16185,675,310260,31,-74,-11,2147483647,2147483647,2147483647
51853587161360,44,16185,675,310260,31,-81,-15,2147483647,2147483647,2147483647
51856124164009,44,16185,675,310260,31,-80,-20,2147483647,2147483647,2147483647
51858577560243,44,16185,675,310260,31,-83,-12,2147483647,2147483647,2147483647
51860757059366,44,16185,675,310260,31,-80,-11,2147483647,2147483647,2147483647
51863113829080,44,16185,675,310260,31,-79,-15,2147483647,2147483647,2147483647
51865643931311,44,16185,675,310260,31,-83,-14,2147483647,2147483647,2147483647
51868116095256,44,16185,675,310260,31,-85,-16,2147483647,2147483647,2147483647
51870651351289,44,16185,675,310260,31,-84,-14,2147483647,2147483647,2147483647
51873133892787,44,16185,675,310260,31,-84,-18,2147483647,2147483647,2147483647
