mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
38779672967233,409,16266,2300,310260,21,-102,-10,2147483647,2147483647,2147483647
38780606346701,409,16266,2300,310260,24,-94,-7,2147483647,2147483647,2147483647
38782479767305,409,16266,2300,310260,31,-86,-15,2147483647,2147483647,2147483647
38783567315069,409,16266,2300,310260,24,-93,-7,2147483647,2147483647,2147483647
38784522270529,409,16266,2300,310260,21,-103,-10,2147483647,2147483647,2147483647
38785650168193,302,16266,2300,310260,23,-106,-18,2147483647,2147483647,2147483647
38786328101646,302,16266,2300,310260,28,-88,-8,2147483647,2147483647,2147483647
38787429717589,302,16266,2300,310260,31,-77,-10,2147483647,2147483647,2147483647
38789758955947,302,16266,2300,310260,31,-77,-14,2147483647,2147483647,2147483647
38791431957936,302,16266,2300,310260,31,-85,-14,2147483647,2147483647,2147483647
38792399133866,382,16266,2300,310260,31,-85,-13,2147483647,2147483647,2147483647
38795004677459,382,16266,2300,310260,31,-84,-12,2147483647,2147483647,2147483647
38795782163838,382,16266,2300,310260,31,-84,-15,2147483647,2147483647,2147483647
38797139255432,382,16266,2300,310260,31,-82,-12,2147483647,2147483647,2147483647
38797611138760,382,16266,2300,310260,31,-83,-13,2147483647,2147483647,2147483647
38799315080701,382,16266,2300,310260,31,-84,-9,2147483647,2147483647,2147483647
38800533877801,382,16266,2300,310260,30,-88,-13,2147483647,2147483647,2147483647
38801741630578,192,16175,2300,310260,30,-85,-11,2147483647,2147483647,2147483647
38802658109888,192,16175,2300,310260,31,-84,-14,2147483647,2147483647,2147483647
38804764295462,192,16175,2300,310260,31,-86,-17,2147483647,2147483647,2147483647
38805806085045,192,16175,2300,310260,31,-84,-15,2147483647,2147483647,2147483647
38806981733652,192,16175,2300,310260,31,-80,-12,2147483647,2147483647,2147483647
38807333213479,192,16175,2300,310260,31,-78,-13,2147483647,2147483647,2147483647
38809496462757,192,16175,2300,310260,31,-76,-14,2147483647,2147483647,2147483647
38810285491377,192,16175,2300,310260,31,-80,-15,2147483647,2147483647,2147483647
38812000827902,192,16175,2300,310260,31,-78,-17,2147483647,2147483647,2147483647
38814106681705,192,16175,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
38816281577807,192,16175,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
38818226944147,192,16175,2300,310260,31,-83,-14,2147483647,2147483647,2147483647
38818242347430,192,16175,2300,310260,31,-83,-14,2147483647,2147483647,2147483647
38819501409743,192,16175,2300,310260,31,-80,-16,2147483647,2147483647,2147483647
38820911493217,192,16175,2300,310260,31,-81,-11,2147483647,2147483647,2147483647
38822451335766,192,16175,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
38822853514764,192,16175,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
38824959968672,192,16175,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
38826548522893,192,16175,2300,310260,31,-81,-10,2147483647,2147483647,2147483647
38826942781786,192,16175,2300,310260,31,-80,-12,2147483647,2147483647,2147483647
38829398518541,192,16175,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
38831011605837,192,16175,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
38831369871394,192,16175,2300,310260,31,-81,-9,2147483647,2147483647,2147483647
38833265046114,192,16175,2300,310260,31,-80,-8,2147483647,2147483647,2147483647
38836456885703,192,16175,2300,310260,31,-74,-14,2147483647,2147483647,2147483647
38837368568814,192,16175,2300,310260,31,-77,-9,2147483647,2147483647,2147483647
38838512964814,192,16175,2300,310260,31,-71,-8,2147483647,2147483647,2147483647
38839413950633,192,16175,2300,310260,31,-75,-11,2147483647,2147483647,2147483647
38840693827739,192,16175,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
38841684617057,192,16175,2300,310260,31,-75,-14,2147483647,2147483647,2147483647
38841694685183,192,16175,2300,310260,31,-75,-14,2147483647,2147483647,2147483647
38844843564924,192,16175,2300,310260,31,-76,-10,2147483647,2147483647,2147483647
38845293469708,192,16175,2300,310260,31,-79,-8,2147483647,2147483647,2147483647
38846841139133,192,16175,2300,310260,31,-79,-19,2147483647,2147483647,2147483647
38847983608257,192,16175,2300,310260,31,-69,-12,2147483647,2147483647,2147483647
38848829005685,192,16175,2300,310260,31,-74,-6,2147483647,2147483647,2147483647
38849713430409,192,16175,2300,310260,29,-85,-9,2147483647,2147483647,2147483647
38850619431176,192,16175,2300,310260,25,-93,-8,2147483647,2147483647,2147483647
38851443232404,192,16175,2300,310260,26,-96,-14,2147483647,2147483647,2147483647
38854139277412,192,16175,2300,310260,27,-98,-18,2147483647,2147483647,2147483647
38854664281579,192,16175,2300,310260,24,-97,-10,2147483647,2147483647,2147483647
38857140579117,192,16175,2300,310260,25,-96,-12,2147483647,2147483647,2147483647
38859665752546,192,16175,2300,310260,28,-95,-17,2147483647,2147483647,2147483647
38862142249720,192,16175,2300,310260,26,-96,-14,2147483647,2147483647,2147483647
38865142147363,192,16175,2300,310260,24,-95,-9,2147483647,2147483647,2147483647
38868157469798,192,16175,2300,310260,26,-92,-9,2147483647,2147483647,2147483647
38871148390409,192,16175,2300,310260,30,-87,-12,2147483647,2147483647,2147483647
38874118891590,192,16175,2300,310260,31,-86,-16,2147483647,2147483647,2147483647
38876151496324,192,16175,2300,310260,29,-84,-6,2147483647,2147483647,2147483647
38879163960791,192,16175,2300,310260,30,-82,-7,2147483647,2147483647,2147483647
38882162541193,192,16175,2300,310260,31,-83,-9,2147483647,2147483647,2147483647
38884268388330,192,16175,2300,310260,30,-82,-8,2147483647,2147483647,2147483647
38886331149473,192,16175,2300,310260,31,-89,-18,2147483647,2147483647,2147483647
38889169869912,192,16175,2300,310260,30,-88,-14,2147483647,2147483647,2147483647
38891375789403,192,16175,2300,310260,31,-84,-16,2147483647,2147483647,2147483647
38894249778960,192,16175,2300,310260,31,-84,-18,2147483647,2147483647,2147483647
38897181973888,192,16175,2300,310260,28,-87,-7,2147483647,2147483647,2147483647
38900174414186,192,16175,2300,310260,28,-89,-8,2147483647,2147483647,2147483647
38903187095371,192,16175,2300,310260,25,-92,-6,2147483647,2147483647,2147483647
38905243245993,192,16175,2300,310260,26,-91,-9,2147483647,2147483647,2147483647
38908264331762,192,16175,2300,310260,30,-92,-17,2147483647,2147483647,2147483647
38911193210752,192,16175,2300,310260,31,-86,-13,2147483647,2147483647,2147483647
38914195157770,192,16175,2300,310260,31,-86,-15,2147483647,2147483647,2147483647
38917207618851,192,16175,2300,310260,31,-85,-19,2147483647,2147483647,2147483647
38917692320879,192,16175,2300,310260,29,-88,-12,2147483647,2147483647,2147483647
38918795495624,192,16175,2300,310260,26,-92,-9,2147483647,2147483647,2147483647
38919635649145,192,16175,2300,310260,27,-92,-11,2147483647,2147483647,2147483647
38921203215187,192,16175,2300,310260,31,-76,-10,2147483647,2147483647,2147483647
38924186528140,192,16175,2300,310260,24,-93,-8,2147483647,2147483647,2147483647
38927200299899,192,16175,2300,310260,25,-94,-10,2147483647,2147483647,2147483647
38929338738966,192,16175,2300,310260,26,-89,-8,2147483647,2147483647,2147483647
38931720137276,192,16175,2300,310260,25,-93,-10,2147483647,2147483647,2147483647
38934174464969,192,16175,2300,310260,28,-85,-7,2147483647,2147483647,2147483647
38936188645482,192,16175,2300,310260,26,-91,-8,2147483647,2147483647,2147483647
38938240340582,192,16175,2300,310260,31,-84,-15,2147483647,2147483647,2147483647
38941193078532,192,16175,2300,310260,29,-85,-8,2147483647,2147483647,2147483647
38944229643314,192,16175,2300,310260,31,-81,-7,2147483647,2147483647,2147483647
38947248578823,192,16175,2300,310260,31,-83,-10,2147483647,2147483647,2147483647
38950238527402,192,16175,2300,310260,30,-87,-10,2147483647,2147483647,2147483647
38953206040562,192,16175,2300,310260,30,-83,-7,2147483647,2147483647,2147483647
38955265541445,192,16175,2300,310260,31,-79,-9,2147483647,2147483647,2147483647
38957720227002,192,16175,2300,310260,27,-87,-7,2147483647,2147483647,2147483647
38960254845223,192,16175,2300,310260,31,-87,-18,2147483647,2147483647,2147483647
38963249271407,192,16175,2300,310260,26,-89,-8,2147483647,2147483647,2147483647
38966256284154,192,16175,2300,310260,28,-86,-8,2147483647,2147483647,2147483647
38969250570494,192,16175,2300,310260,26,-90,-7,2147483647,2147483647,2147483647
38972258293971,192,16175,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
38975259135207,192,16175,2300,310260,31,-75,-15,2147483647,2147483647,2147483647
38978269364726,192,16175,2300,310260,31,-75,-9,2147483647,2147483647,2147483647
38981262975180,192,16175,2300,310260,31,-72,-7,2147483647,2147483647,2147483647
38984274860585,192,16175,2300,310260,31,-75,-12,2147483647,2147483647,2147483647
38986770058958,192,16175,2300,310260,31,-80,-12,2147483647,2147483647,2147483647
38989286935198,192,16175,2300,310260,30,-82,-9,2147483647,2147483647,2147483647
38992277961955,192,16175,2300,310260,31,-78,-8,2147483647,2147483647,2147483647
38995256202199,192,16175,2300,310260,31,-83,-15,2147483647,2147483647,2147483647
38997294987298,192,16175,2300,310260,31,-73,-10,2147483647,2147483647,2147483647
39000287294367,192,16175,2300,310260,31,-74,-12,2147483647,2147483647,2147483647
39003281489405,192,16175,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
39006278749391,192,16175,2300,310260,31,-82,-8,2147483647,2147483647,2147483647
39009295032087,192,16175,2300,310260,31,-88,-17,2147483647,2147483647,2147483647
39012303297075,192,16175,2300,310260,27,-87,-8,2147483647,2147483647,2147483647
39015298459456,192,16175,2300,310260,30,-82,-7,2147483647,2147483647,2147483647
39018310156110,192,16175,2300,310260,31,-85,-14,2147483647,2147483647,2147483647
39021316072139,192,16175,2300,310260,27,-88,-7,2147483647,2147483647,2147483647
39024308437802,192,16175,2300,310260,29,-87,-11,2147483647,2147483647,2147483647
39027326490029,192,16175,2300,310260,27,-88,-7,2147483647,2147483647,2147483647
39030301689909,192,16175,2300,310260,26,-90,-7,2147483647,2147483647,2147483647
39033332436930,192,16175,2300,310260,24,-95,-9,2147483647,2147483647,2147483647
39036327563999,192,16175,2300,310260,31,-85,-16,2147483647,2147483647,2147483647
39039331214975,192,16175,2300,310260,28,-86,-6,2147483647,2147483647,2147483647
39042309012876,192,16175,2300,310260,31,-75,-13,2147483647,2147483647,2147483647
39045351506200,192,16175,2300,310260,31,-77,-18,2147483647,2147483647,2147483647
39048341557852,192,16175,2300,310260,31,-77,-10,2147483647,2147483647,2147483647
39051330407212,192,16175,2300,310260,31,-79,-9,2147483647,2147483647,2147483647
39054343061679,192,16175,2300,310260,31,-74,-7,2147483647,2147483647,2147483647
39057366480105,192,16175,2300,310260,31,-86,-16,2147483647,2147483647,2147483647
39060361950925,192,16175,2300,310260,25,-92,-7,2147483647,2147483647,2147483647
39063376757787,192,16175,2300,310260,27,-90,-10,2147483647,2147483647,2147483647
39066358905845,192,16175,2300,310260,31,-78,-10,2147483647,2147483647,2147483647
39069381155417,192,16175,2300,310260,31,-79,-8,2147483647,2147483647,2147483647
39072319287116,192,16175,2300,310260,31,-74,-8,2147483647,2147483647,2147483647
39074345173776,192,16175,2300,310260,31,-88,-18,2147483647,2147483647,2147483647
